Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ECS,3390,007,,,5,3,3,2,,1,1,,,,,3,,,1,"Crowder, Wade A",,,,,,wac010100,wade crowder,Professional and Technical Communication 
ECS,3390,008,1,1,3,4,3,3,,1,,,,1,1,1,,,0,"Crowder, Wade A",,,,,,wac010100,wade crowder,Professional and Technical Communication 
ECS,3390,009,5,8,2,1,,,,,,,,,,,,,3,"Hartmann, Jonathan",,,,,,jxh190042,jonathan hartmann,Professional and Technical Communication 
ECS,3390,010,,14,1,1,2,,,,,,,,,,,,1,"Mohsene, Laura L",,,,,,olive,laura mohsene,Professional and Technical Communication 
ECS,3390,011,2,3,1,2,2,,,,,,,,1,,3,,4,"Hartmann, Jonathan",,,,,,jxh190042,jonathan hartmann,Professional and Technical Communication 
ECS,3390,012,,13,2,,,,,,,,,,2,,1,,1,"Mohsene, Laura L",,,,,,olive,laura mohsene,Professional and Technical Communication 
ECS,3390,013,,13,1,1,,,,1,1,,,,1,,,,0,"Mohsene, Laura L",,,,,,olive,laura mohsene,Professional and Technical Communication 
ECS,3390,014,1,4,4,4,1,,,,,,,,1,,2,,2,"Montgomery, Christina",,,,,,cxm190022,christina montgomery,Professional and Technical Communication 
ECS,3390,015,2,4,2,4,1,1,,,,,1,,1,1,,,2,"Montgomery, Christina",,,,,,cxm190022,christina montgomery,Professional and Technical Communication 
ECS,3390,0H1,,17,,,1,,,,,,,,,,,,1,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Professional and Technical Communication 
ECS,3390,0H2,,12,2,2,,2,,,,,,,,1,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Professional and Technical Communication 
ECS,3390,0H3,,16,2,,,,,,,,,,,1,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Professional and Technical Communication 
ECS,3390,0W1,,4,3,3,2,3,,,,,,,2,,2,,0,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
ECS,3390,0W2,1,3,3,2,4,,2,,,,1,,1,2,,,0,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
ECS,3390,0W3,,4,1,1,2,2,2,2,2,1,,,,,,,1,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
ECS,3390,0W4,,13,,,,1,,2,,,,1,1,,1,,0,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,0W5,,16,,,,,,,,,,,,1,,,1,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,0W6,,15,,,1,,,,,,,,2,,1,,0,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,0W7,5,10,,2,1,,,,,,,,,,1,,0,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
ECS,3390,0W8,2,14,,1,,,,,,,,,,1,,,1,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
ECS,3390,0W9,5,8,1,,,,,1,,,,,,,1,,3,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
ECS,3390,501,,15,1,1,1,1,,,,,,,,,,,0,"Coppersmith, Syd",,,,,,sxc123831,syd coppersmith,Professional and Technical Communication 
ECS,3390,502,,9,5,2,,,,,,,,1,1,1,,,0,"Mohsene, Laura L",,,,,,olive,laura mohsene,Professional and Technical Communication 
ECS,3390,503,,2,,3,3,1,,2,,,1,,2,1,3,,1,"Libby, Lee L",,,,,,llibby,lee libby,Professional and Technical Communication 
ECS,3390,504,2,6,,2,3,1,,,,1,,,1,1,1,,1,"Libby, Lee L",,,,,,llibby,lee libby,Professional and Technical Communication 
ECS,3390,505,1,14,,,1,,,,,,,,1,,1,,1,"Coppersmith, Syd",,,,,,sxc123831,syd coppersmith,Professional and Technical Communication 
ECS,3390,5W1,,10,,3,3,1,,,1,,,,,1,,,0,"Coleman, Amanda R",,,,,,axc173630,,Professional and Technical Communication 
ECS,3390,5W2,10,9,,,,,,,,,,,,,,,0,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
ECS,3390,5W3,,3,6,5,2,,,,1,,,,1,,,,1,"Coleman, Amanda R",,,,,,axc173630,,Professional and Technical Communication 
ECS,3390,HN1,,13,2,,,,,,,,,,,3,1,,0,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan,Professional and Technical Communication 
ED,3314,001,2,5,5,2,3,1,,1,,1,,,2,,,,1,"Gladden, Terri S",,,,,,tsg200001,terri gladden,The American Public School 
ED,3314,501,1,4,7,2,3,3,1,,,,,,,,,,0,"Gladden, Terri S",,,,,,tsg200001,terri gladden,The American Public School 
ED,3315,0W1,,15,2,2,1,,1,,1,,,,,1,,,0,"Leek, Patricia A",,,,,,santine,patricia leek,Children s Literature 
ED,3315,0W2,,11,3,,2,1,,1,,,,,3,1,1,,0,"Leek, Patricia A",,,,,,santine,patricia leek,Children s Literature 
ED,3339,001,,19,,,7,,,,,,1,,1,,1,,1,"McNulty, Angela B","Pollock, Laurie L","Wissinger, Tonja","Leek, Patricia A",,,mcnulty,,Educational Psychology for Teachers 
ED,3340,501,4,2,5,,4,2,1,1,,,1,,,3,,,1,"Haun, Julia T",,,,,,jlb018300,julia haun,Math Concepts for Teachers 
ED,3342,001,,16,3,,,,,,,,,,,,,,0,"Parker, Teresa L",,,,,,tparker,teresa parker,Classroom Management Grades EC - 6 
ED,3345,501,,6,,,2,,,2,1,,,,1,,,,0,"McNulty, Angela B","Wissinger, Tonja","Pollock, Laurie L","Leek, Patricia A",,,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
ED,3382,501,7,5,1,1,,1,,,,,,,,,,,0,"Schlosser, Polly",,,,,,pxs091000,polly schlosser,Curriculum and Instruction in Social Studies 
ED,4343,001,6,3,2,,,,,,,,,,,,,,0,"Hennessy, Emily T",,,,,,eft031000,emily hennessy,Science Methods for Grades EC - 6 
ED,4344,5H1,2,3,3,4,3,2,,,,,,,,,,,0,"Huisman, Ingrid",,,,,,ibh013000,ingrid huisman,Mathematics Methods for Elementary Teachers 
ED,4345,0W1,,2,11,,1,,,,,,,,,1,,,0,"Weiner, Michelle L",,,,,,mxw051000,michelle weiner,Social Studies Methods for Grades EC - 6 
ED,4351,0W1,10,3,3,3,3,,,,,,,,,2,,,0,"Davis, Renee",,,,,,rrd160530,renee davis,ESL for K-12 Teachers 
ED,4351,0W2,5,6,1,7,2,2,1,,,,,,,1,1,,0,"Davis, Renee",,,,,,rrd160530,renee davis,ESL for K-12 Teachers 
ED,4352,001,,11,2,,3,,,2,,,,,1,,,,2,"McNulty, Angela B","Pollock, Laurie L","Wissinger, Tonja","Leek, Patricia A",,,mcnulty,,Reading I  Learning to Read 
ED,4353,001,9,,,4,,2,1,,,,,,1,,1,,0,"Ahmed, Emelia",,,,,,eea190000,,Reading in Secondary Content 
ED,4357,001,,8,5,,4,5,,,,,,,,,1,,0,"Leek, Patricia A",,,,,,santine,patricia leek,Diagnostic Reading 
ED,4358,0W1,3,2,1,,1,1,,,,,1,,,,1,,2,"Root, Alexey",,,,,,aroot,alexey root,Chess I  Using Chess in Schools 
ED,4359,0W1,,6,1,,,1,2,1,1,1,1,,1,,2,,0,"Root, Alexey",,,,,,aroot,alexey root,Chess II  Institutional and Cultural Contexts of Chess 
ED,4361,501,5,12,1,,,,,,,,,,,,,,0,"Pollock, Laurie L",,,,,,lly062000,laurie youngblood pollock,Classroom Management Secondary 
ED,4363,001,1,6,2,2,2,,,,,,,,,,,,1,"Leek, Patricia A",,,,,,santine,patricia leek,Reading II ELAR Methods 
ED,4372,0W1,11,5,2,1,3,2,,,,,,,,,,,0,"Mahmoud, Ramy A",,,,,,mahmoudr,ramy mahmoud,Educational Technology 
ED,4372,5H1,6,4,5,1,1,2,2,,,,,,,,1,,0,"Christensen, Rhonda",,,,,,rxc180023,rhonda christensen,Educational Technology 
EE,1202,001,2,3,4,,,2,,2,,,,,,3,1,,2,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
EE,1202,002,4,8,1,2,2,,,,,,,,5,,2,,2,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
EE,1202,003,5,2,1,1,2,,,3,,,1,,3,,3,,6,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
EE,1202,004,9,4,4,2,4,,,3,2,,,,1,2,,,2,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
EE,2310,001,14,5,,1,5,,,,,,,,1,1,1,,2,"Zhou, Dian","Wang, Yifan","Peng, Genchang",,,,zhoud,dian zhou,Introduction to Digital Systems 
EE,2310,002,3,10,4,2,2,1,,,,,3,,,4,3,,0,"Nikoubin, Tooraj","Jain, Apurva","Tellakula, Suraag S",,,,txn190011,tooraj nikoubin,Introduction to Digital Systems 
EE,2310,501,15,3,2,3,2,,1,,,,,,5,2,,,3,"Zhou, Dian","Gao, Tianning","Luo, Ziyang",,,,zhoud,dian zhou,Introduction to Digital Systems 
EE,3161,052,8,6,5,7,,1,,1,,,,,,2,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
EE,3161,091,2,6,4,3,5,1,,3,1,,1,,2,2,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
EE,3201,001,2,23,8,7,,1,,,,,,,,1,,,1,"Nikoubin, Tooraj","Steele, Alec M","Movahed Mohammadi, Seyed Ehsan","Meng, Xingyu","Khoshlessan, Mahshid","Taherkhani, Nima",txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3201,002,5,22,6,3,,,1,,1,,3,,,2,1,,3,"Nikoubin, Tooraj","Steele, Alec M","Movahed Mohammadi, Seyed Ehsan","Meng, Xingyu","Khoshlessan, Mahshid","Taherkhani, Nima",txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3202,001,,9,2,2,5,1,1,1,,,,,1,3,,,6,"Kiasaleh, Kamran","Apalak, Merve","Shankar, Nikhil","Dousti, Behnoush","Sajadi, Abdolrahman",,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3202,002,,15,4,4,2,3,1,,,,,,,6,,,1,"Kiasaleh, Kamran","Apalak, Merve","Shankar, Nikhil","Dousti, Behnoush","Sajadi, Abdolrahman",,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3301,001,,20,2,6,1,2,,,4,,,1,,3,2,,3,"Friedman, Joseph S","Edwards, Alexander J",,,,,jsf160330,joseph friedman,Electrical Network Analysis 
EE,3301,002,7,5,3,9,4,,4,,3,,,,1,4,2,,0,"Chiu, Yun","Farhadi, Masoud","Choi, Ye I",,,,yxc101000,yun chiu,Electrical Network Analysis 
EE,3302,002,1,8,,5,12,5,2,2,,,2,,1,9,3,,1,"Fumagalli, Andrea","Kucuk, Abdullah",,,,,andreaf,andrea fumagalli,Signals and Systems 
EE,3302,501,3,10,5,3,6,,1,2,,,1,,,1,2,,1,"Park, Jae Mo","Kucuk, Abdullah",,,,,jxp170001,jae park,Signals and Systems 
EE,3302,502,1,1,4,4,3,1,,,,,,,1,4,,,2,"Panahi, Issa","Kucuk, Abdullah",,,,,imp015000,issa panahi,Signals and Systems 
EE,3310,001,,5,,,9,,,5,,,,,3,1,1,,1,"Lee, Gil S","Abousaba, Mohammad F",,,,,gslee,gill lee,Electronic Devices 
EE,3310,002,6,17,4,1,,,,1,,,,,,2,,,0,"Frensley, William","Abousaba, Mohammad F",,,,,frensley,william frensley,Electronic Devices 
EE,3311,001,3,3,,3,6,,,5,,,,,1,4,,,1,"Lee, Gil S","Choi, Ye I",,,,,gslee,gill lee,Electronic Circuits 
EE,3311,002,1,3,3,3,1,2,1,4,,,,,1,2,,,1,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu,Electronic Circuits 
EE,3311,003,1,3,2,2,2,3,,,,,,,1,5,1,,1,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee,Electronic Circuits 
EE,3320,001,1,1,1,5,5,1,,2,4,,,,,8,2,,2,"Bhatia, Dinesh","Sears, Mark R",,,,,dinesh,dinesh bhatia,Digital Circuits 
EE,3320,002,3,3,1,,5,3,1,,1,,,1,1,2,,,0,"Nourani, Mehrdad","Steele, Alec M",,,,,nourani,mehrdad nourani,Digital Circuits 
EE,3320,003,2,7,3,3,1,,,,3,,,,1,2,2,,0,"Balsara, Poras","Sears, Mark R",,,,,poras,poras balsara,Digital Circuits 
EE,4202,001,,38,3,,2,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson,Electrical and Computer Engineering Laboratory in Circuits 
EE,4203,001,9,10,4,2,1,1,1,1,,,,,,3,,,2,"Kehtarnavaz, Nasser","Ni, Aoxin","Azarang, Arian",,,,nxk019000,nasser kehtarnavaz,Electrical and Computer Engineering Laboratory in Signals and Systems 
EE,4301,001,1,,3,1,1,1,1,1,,,4,,3,4,2,,1,"Gu, Qing",,,,,,qxg160030,,Electromagnetic Engineering I 
EE,4301,501,,5,,1,1,,,2,1,,4,,1,8,2,,2,"Florence, James M","Taherkhani, Nima",,,,,jmf130530,james florence,Electromagnetic Engineering I 
EE,4304,001,5,11,8,2,,3,,,1,1,,,2,3,4,,1,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,,wps100020,william swartz,Computer Architecture 
EE,4304,002,2,13,5,5,3,3,,,,,,,,1,1,,0,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,,wps100020,william swartz,Computer Architecture 
EE,4310,001,,14,1,1,7,1,1,3,2,,,,,10,2,,3,"Skinner, Neal G","Noor Shoudha, Shamman",,,,,skinner,neal skinner,Systems and Controls 
EE,4310,002,,15,2,1,2,,,4,3,,,1,1,9,3,,0,"Skinner, Neal G","Noor Shoudha, Shamman",,,,,skinner,neal skinner,Systems and Controls 
EE,4325,001,,4,4,6,8,2,3,1,,,,,,9,1,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,,cms057000,carl sechen,Introduction to VLSI Design 
EE,4330,001,4,8,12,4,3,8,,2,,,,,,3,,,0,"Young, Chadwin D","Liu, Jinbo",,,,,cdy120030,chadwin young,Integrated Circuit Technology 
EE,4331,001,,23,1,,,,,,,,,,,,,,0,"Tamil, Lakshman","Sonawane, Akshay Bhagwan",,,,,laxman,lakshman tamil,Applied Machine Learning 
EE,4340,001,,1,,3,4,4,1,1,1,,1,,1,2,2,,3,"Chiu, Yun","Chitale, Akshay A",,,,,yxc101000,yun chiu,Analog Integrated Circuit Analysis and Design 
EE,4360,001,,4,6,7,4,,,,,,,,,,,,0,"Minn, Hlaing","Fan, Zhixuan",,,,,hxm025000,hlaing minn,Digital Communications 
EE,4367,501,2,3,,4,4,2,2,,,,,,,,,,0,"Fumagalli, Andrea","Zhang, Tianliang",,,,,andreaf,andrea fumagalli,Telecommunication Networks 
EE,4368,001,1,10,,1,7,1,2,2,7,,,,,9,3,,0,"Lehmann, Randall E","Ramanathan, Shunmugapriya",,,,,rel041000,randall lehmann,RF Circuit Design Principles 
EE,4368,002,,15,3,2,11,1,1,3,,,,,1,5,1,,1,"Lehmann, Randall E","Mahjabeen, Nikita",,,,,rel041000,randall lehmann,RF Circuit Design Principles 
EE,4371,001,,2,2,1,3,2,,1,,,,,,,,,1,"Tinker, Mark T","Mitra, Arkadeep",,,,,mtinker,mark tinker,Introduction to MEMS 
EE,4388,001,,26,4,10,,,,,,,,,,1,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
EE,4389,001,,13,13,1,1,,,,,,,,,3,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project II 
EE,4389,002,,4,3,1,,,,1,,,,,,1,,,0,"Hansen, John",,,,,,jxh052100,john hansen,Senior Design Project II 
EE,4389,003,4,7,10,3,1,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project II 
EE,4389,004,1,11,7,,2,,,,,,,,,1,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project II 
EE,4V95,001,,,2,3,1,,,2,1,,,1,1,,,,1,"Shamsi, Kaveh","Sonawane, Akshay Bhagwan",,,,,kxs200049,kaveh shamsi,Undergraduate Topics in Electrical Engineering 
EE,4V95,501,2,8,3,,,,,,,,,,,,,,0,"Iyer, Mahadevan Krishna","Parvez, Mohammad Salman",,,,,mxi190015,mahadevan krishna iyer,Undergraduate Topics in Electrical Engineering 
EECT,6325,001,,8,,,1,2,,2,,,,,2,,,,1,"Friedman, Joseph S","Hassan, Naimul",,,,,jsf160330,joseph friedman,VLSI Design 
EECT,6326,001,,4,2,5,7,1,,,,,,,1,,,,1,"Lee, Hoi","Chen, Chen",,,,,hxl054000,hoi lee,Analog Integrated Circuit Design 
EEDG,6301,001,,20,,,,,,,,,,,,,,,0,"Swartz, William P","Huang, Qiongdan",,,,,wps100020,william swartz,Advanced Digital Logic 
EEDG,6302,001,,4,3,,2,3,,,,,,,2,,,,2,"Bennett, Terrell R","Kuruvila, Abraham P",,,,,trb052000,terrell bennett,Microprocessor and Embedded Systems 
EEDG,6304,001,,22,,,,,,,,,,,,,,,0,"Hu, Yang","Wang, Jianda","Zeng, Xiaoming",,,,yxh177430,yang hu,Computer Architecture 
EEDG,6370,001,,6,6,2,3,,,1,,,,,,,,2,1,"Bhatia, Dinesh","Goswami, Pingakshya",,,,,dinesh,dinesh bhatia,Design and Analysis of Reconfigurable Systems 
EEMF,6321,501,,40,5,,,,,,,,,,,,,1,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley,Active Semiconductor Devices 
EEMF,6382,501,,4,,2,1,3,,,,,,,,,,1,1,"Pourkamali, Siavash","Sheikhlari, Sepehr",,,,,sxp124631,siavash pourkamali,Introduction to MEMS 
EEPE,6356,001,,5,3,,1,,,,,,,,,,,4,0,"Gardner, Matthew C","Daniar, Ahmad",,,,,mcg200004,matthew gardner,Adjustable Speed Motor Drives 
EERF,6311,501,,4,5,2,2,3,,1,,,,,1,,,,0,"Saad, Ricardo E","Xu, Xiangyu",,,,,rsaad,ricardo saad,RF and Microwave Circuits 
EERF,6330,001,,5,2,4,2,1,,,,,,,2,,,3,0,Kenneth,"Farooq, Muhammad Musab",,,,,kxo091000,kenneth,RF Integrated Circuit Design 
EERF,6351,501,,18,1,,,,,,,,,,,,,,0,"Henderson, Rashaunda M","Virushabadoss, Nishanth",,,,,rmh072000,rashaunda henderson,Computational Electromagnetics 
EESC,6349,001,,4,4,,,,,,,,,,1,,,,1,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability  Random Variables  and Statistics 
EESC,6360,001,,5,1,2,1,1,,,,,,,,,,,1,"Busso Recabarren, Carlos A","Leem, Seong-Gyun",,,,,cxb093000,carlos busso,Digital Signal Processing I 
EESC,6395,001,,23,2,,,,,,,,,,,,,,1,"Tamil, Lakshman","Tiryaki, Erhan",,,,,laxman,lakshman tamil,Wireless Sensor Systems and Networks 
ENGR,2300,001,1,2,1,3,4,2,2,2,2,1,3,,5,1,1,,2,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,2300,002,6,18,2,3,7,1,2,,1,,,,1,3,1,,5,"Heins, Matthew S","Han, Weijie",,,,,msh130130,matthew heins,Linear Algebra for Engineers 
ENGR,2300,003,1,4,2,4,5,1,,3,,,,,1,2,3,,0,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,2300,004,4,17,1,1,9,,,5,,,,1,3,5,,,1,"Ali, Mohammed Z","Leem, Seong-Gyun",,,,,mohammed,ali mohammed,Linear Algebra for Engineers 
ENGR,2300,005,1,15,2,2,7,3,1,1,,,,,2,3,1,,2,"Heins, Matthew S","Abbas, Farhat","Han, Weijie","Hassan, Rana A",,,msh130130,matthew heins,Linear Algebra for Engineers 
ENGR,2300,006,,23,,2,10,1,1,5,,,1,,,4,,,2,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,,mohammed,ali mohammed,Linear Algebra for Engineers 
ENGR,2300,007,,1,,2,4,2,2,1,2,,,,5,5,1,,0,"Mezenner, Rabah","Mohamed, Ahmed M",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,2300,008,,7,,2,2,1,,3,3,,1,,3,1,,,1,"Heins, Matthew S","Hassan, Rana A",,,,,msh130130,matthew heins,Linear Algebra for Engineers 
ENGR,2300,0W1,5,19,1,8,1,2,,2,4,,1,,1,4,2,,0,"Akin, Bilal","Li, Chen","Afshar, Mojtaba",,,,bxa123330,bilal akin,Linear Algebra for Engineers 
ENGR,2300,501,4,20,1,1,7,1,1,6,,,,,,7,,,2,"Ali, Mohammed Z","Helwa, Sherief M","Mohamed, Ahmed M",,,,mohammed,ali mohammed,Linear Algebra for Engineers 
ENGR,3300,001,,2,,,8,,,6,5,,1,,3,8,7,,0,"Lee, Jung S","Hossain Bhuiyan, Md Emran","Si, Qilin","Parvez, Mohammad Salman",,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,002,,3,,,7,,,8,2,,4,,,13,5,,2,"Lee, Jung S","Baral, Ashwin Bhobani",,,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,003,1,3,,,9,,,4,7,,3,,1,13,3,,1,"Lee, Jung S","Si, Qilin","Parvez, Mohammad Salman","Hossain Bhuiyan, Md Emran",,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,004,8,6,7,3,1,1,1,,4,,1,1,1,9,2,,0,"Saad, Ricardo E","Nourmohamadi, Hesam",,,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3300,005,2,4,4,3,5,4,2,2,2,,,1,,12,3,,1,"VanDenberghe, William","Singh, Vidushi",,,,,wxv101020,william vandenberghe,Advanced Engineering Mathematics 
ENGR,3300,006,,1,,1,7,4,,2,3,,1,,3,9,8,,5,"Florence, James M","Wang, Zhen",,,,,jmf130530,james florence,Advanced Engineering Mathematics 
ENGR,3300,007,,2,,,6,4,,7,3,,1,,1,7,4,,4,"Florence, James M","Goswami, Pingakshya",,,,,jmf130530,james florence,Advanced Engineering Mathematics 
ENGR,3300,501,,,,,,,,3,7,,5,,2,11,10,,3,"Lee, Jung S","Tiryaki, Erhan","Xie, Hao",,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3341,001,,8,2,1,5,4,2,6,3,,3,,3,6,5,,6,"Gelb, Lev D","Mosur Saravana Murthy, Lakshmi Narayanan","Shamsi, Zeshaan",,,,ldg102020,lev gelb,Probability Theory and Statistics 
ENGR,3341,002,8,3,7,4,7,4,5,2,2,,,,,9,,,2,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,,saquib,mohammad saquib,Probability Theory and Statistics 
ENGR,3341,003,5,14,6,5,7,7,1,1,2,,1,,,3,,,1,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,,saquib,mohammad saquib,Probability Theory and Statistics 
ENGR,3341,004,7,7,8,9,4,5,,3,,,2,,1,,,,3,"Nosratinia, Aria","Uddin, Mohammed Belal",,,,,aria,aria nosratinia,Probability Theory and Statistics 
ENGR,3341,005,,9,1,2,12,4,1,2,4,,2,,,9,4,,3,"Gelb, Lev D","Mosur Saravana Murthy, Lakshmi Narayanan","Shamsi, Zeshaan",,,,ldg102020,lev gelb,Probability Theory and Statistics 
ENGR,3341,0W1,4,6,6,4,3,4,1,2,1,1,1,2,2,8,5,,3,"Myers, Kathleen","Alexander, Ritzia V",,,,,kxm156530,kathleen myers,Probability Theory and Statistics 
ENGR,3341,0W2,,3,8,,6,4,4,1,2,,1,1,6,11,2,,5,"Myers, Kathleen","Alexander, Ritzia V",,,,,kxm156530,kathleen myers,Probability Theory and Statistics 
ENGY,3302,001,1,13,4,,,1,,,1,,,,,,,,1,"Sibley, Daniel C","Wendel, Alexa P",,,,,dcs170002,daniel sibley,Managing Power and Renewable Energy Assets  Sustainability 
ENTP,3301,001,2,13,8,12,6,5,1,1,1,,,,1,8,,,0,"Choi, Emily","Kwon, Jung Hyun",,,,,exc113230,emily choi,Innovation and Entrepreneurship 
ENTP,3301,002,2,13,14,7,7,4,,,,,,,1,7,1,,1,"Choi, Emily","Kwon, Jung Hyun",,,,,exc113230,emily choi,Innovation and Entrepreneurship 
ENTP,3301,004,5,7,18,5,6,7,,,,,,,1,2,1,,5,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Innovation and Entrepreneurship 
ENTP,3301,005,,7,,2,13,3,,,2,,3,,5,7,,,2,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,3301,0W1,,20,,,19,,,1,,,,,1,5,,,3,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Innovation and Entrepreneurship 
ENTP,3320,001,,,7,7,,,,,,,,,,,,,0,"Peck, Paul S",,,,,,psp012100,,Start-up Launch I 
ENTP,3360,001,,1,2,2,5,,,2,,,,,,5,,,1,"Park, Haemin","Yeo, Yundong",,,,,hxp174230,haemin park,Entrepreneurial Finance 
ENTP,3360,002,,1,1,1,3,3,,1,,,,,,3,,,2,"Park, Haemin","Yeo, Yundong",,,,,hxp174230,haemin park,Entrepreneurial Finance 
ENTP,4311,001,,19,,,20,,,4,,,,,2,7,1,,2,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,,rxs079000,rajiv shah,Entrepreneurial Strategy and Business Models 
ENTP,4320,501,6,5,15,6,4,4,,2,,,,,,4,,,2,"Peck, Paul S",,,,,,psp012100,,Small Business Management 
ENTP,4340,501,3,30,36,21,26,13,5,6,4,,7,,2,39,11,,5,"Wright, Robert G","Briseno, Joselyn A","Sardana, Chirag",,,,rgw091000,robert wright,Social Sector Entrepreneurship and Community Engagement 
ENTP,4360,001,3,4,7,4,4,1,1,,1,,,,,2,,,1,"Choi, Emily","Kwon, Jung Hyun",,,,,exc113230,emily choi,Innovation and Creativity 
ENTP,6370,0W1,,10,7,1,5,1,1,,,,,,,,,8,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6370,501,,5,5,,7,,,,,,,,,,,4,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6375,501,,5,3,1,1,1,,,,,,,,,,1,0,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,,rxs079000,rajiv shah,Technology and New Product Development 
ENTP,6378,501,,6,4,1,2,,,,,,,,,,,2,0,"Park, Haemin","Yeo, Yundong",,,,,hxp174230,haemin park,Managing the Emerging Enterprise 
ENTP,6394,XS1,,10,8,1,9,,,,,,,,,,,5,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,,jxk092000,jackie kimzey,
ENTP,6398,501,,18,7,6,4,1,,,,,,,,,,7,0,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,,rxs079000,rajiv shah,The Entrepreneurial Experience 
