Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,4301,001,,5,6,5,2,,1,,,,,,,3,2,,3,"Narayan, Ravishankar L","Jagtap, Himanshu S","Verma, Chinmay",,,,rln130030,ravishankar narayan,Database Systems 
ACCT,4334,001,,15,,1,12,,1,3,1,,2,,,5,,,4,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,14,,,7,,,1,,,,,1,4,,,2,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4336,001,2,2,2,,,1,,2,1,,,,1,3,,,0,"Bowen, Richard M","Kim, Eun Sean",,,,,rxb073100,richard bowen,Financial Statement Analysis 
ACCT,4337,501,,4,1,3,8,1,,3,,,1,,,8,2,,0,"Ballew, Gregory E",,,,,,geb011100,gregory ballew,Business Valuation 
ACCT,4340,001,17,14,8,6,3,,,,2,1,,,3,3,3,,0,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
ACCT,4342,001,,7,1,3,7,2,3,3,1,1,2,2,,7,1,,1,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,4342,501,3,7,4,4,5,3,,1,2,2,,,1,7,1,,0,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,4342,PP1,1,5,5,4,4,1,,,,,,,,2,,,0,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,4342,PP2,5,8,7,6,6,1,,,1,,,,1,12,,,0,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,6193,SS1,,16,,,30,,,13,,,,,3,,,8,0,"Betanzos, Christina L","Solcher, Steven J",,,,,clb120030,christina betanzos,
ACCT,6202,501,,16,24,11,6,3,,,,,,,,,,7,0,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman,Managerial Accounting 
ACCT,6202,CH1,,12,4,2,1,2,,,,,,,,,,,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6202,GW1,,21,11,7,3,1,,,,,,,,,,1,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6202,MBC,,15,16,6,3,1,,,,,,,,,,14,1,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman,
ACCT,6202,MBP,,10,12,5,3,,,,,,,,,,,14,0,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman,
ACCT,6202,PS1,,5,,1,,2,,,,,,,,,,1,1,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6202,XS1,,27,2,,,,,,,,,,,,,,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6291,SS1,,39,,,16,,,3,,,,,,,,10,3,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6292,SS1,,36,,,21,,,3,,,,,3,,,9,0,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,
ACCT,6301,0W1,,13,11,6,8,1,,,,,,,1,,,13,2,"Ali, Ashiq","Sandhu, Gurvinder",,,,,axa042200,ashiq ali,Financial Accounting 
ACCT,6301,501,,25,8,9,6,2,,,,,,,3,,,9,3,"Ballew, Gregory E","Herr-Perez, Noe C",,,,,geb011100,gregory ballew,Financial Accounting 
ACCT,6305,001,,29,,1,4,,1,,,,,,1,,,15,2,"Loumioti, Maria","Agrawal, Ruchi",,,,,mxl175830,maria loumioti,Accounting for Managers 
ACCT,6305,501,,28,,1,1,,1,,,,,,2,,,1,1,"Loumioti, Maria","Agrawal, Ruchi",,,,,mxl175830,maria loumioti,Accounting for Managers 
ACCT,6305,502,,31,,6,7,,3,,,,,,,,,10,1,"Loumioti, Maria","Agrawal, Ruchi",,,,,mxl175830,maria loumioti,Accounting for Managers 
ACCT,6320,0W1,,4,3,5,2,1,1,,,,,,,,,4,0,"Cavusoglu, Huseyin","Ozdemir, Dicle Yagmur",,,,,huseyin,huseyin cavusoglu,Database Foundations 
ACCT,6330,501,,13,7,2,5,1,,1,,,,,,,,2,3,"Goodrich, Mary Beth W","Burnette, Naomi R",,,,,goodrich,mary beth goodrich,Intermediate Financial Accounting I 
ACCT,6331,501,,10,5,5,3,1,2,,,,,,,,,5,1,"Natarajan, Ramachandran","Zhou, Junfei",,,,,nataraj,ramachandra natarajan,Cost Accounting 
ACCT,6332,501,,10,,,7,,,,,,,,4,,,9,4,"Zolton, Kathy","Le, My-Duyen T",,,,,kxz121730,kathy zolton,Intermediate Financial Accounting II 
ACCT,6332,SS1,,3,2,1,3,1,,,,,,,,,,2,0,"Zhang, Jieying",,,,,,jxz146230,jieying zhang,
ACCT,6333,501,,16,,,12,,,1,,,,,3,,,12,2,"Zolton, Kathy","Burnette, Naomi R",,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6334,501,,7,,,5,,,,,,,,,,,2,1,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6334,SS1,,6,,,7,,,,,,,,,,,1,0,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,
ACCT,6335,0W1,,16,11,6,12,,2,1,,,,,1,,,12,1,"Bortz, Tiffany A","Benny, Keerthy",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6335,PP1,,8,4,5,3,,,,,,,,,,,1,0,"Bortz, Tiffany A","Benny, Keerthy",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6335,PP2,,22,12,,6,1,,,,,,,,,,6,0,"Bortz, Tiffany A","Benny, Keerthy",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6336,501,,9,7,4,3,1,,,,,,,,,,7,2,"Mauriello, Joseph A","Deokar, Shraddha V","Truong, Timothy T",,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
ACCT,6338,501,,14,3,4,3,2,,,,,,,1,,,5,1,"Goodrich, Mary Beth W","Burnette, Naomi R",,,,,goodrich,mary beth goodrich,Accounting Systems Integration and Configuration 
ACCT,6344,0W1,,14,15,22,3,1,,,,,,,,,,4,0,"Gurun, Umit","Gencer, Nur Pinar",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,6350,501,,9,7,5,5,,1,,,,,,,,,1,0,"Frost, Sandra M","Herr-Perez, Noe C",,,,,sms151730,sandra frost,Fundamentals of Taxation I 
ACCT,6353,501,,11,10,7,4,1,1,,,,,,2,,,11,2,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation II 
ACCT,6353,PP1,,4,6,3,5,1,,,,,,,,,,1,0,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
ACCT,6353,PP2,,11,19,8,2,2,,,,,,,,,,6,0,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
ACCT,6353,SS1,,6,6,1,,,,,,,,,,,,,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher,
ACCT,6373,501,,11,15,4,5,1,,,,,,,,,,3,0,"Mauriello, Joseph A","Truong, Timothy T","Sauer, Ashlyn M",,,,jam151430,joseph mauriello,Advanced External Auditing 
ACCT,6377,501,,30,6,2,,,,,,,,,,,,1,0,"Ballew, Gregory E",,,,,,geb011100,gregory ballew,Corporate Governance 
ACCT,6380,501,,6,5,6,10,,1,,,,,,,,,4,2,"Mauriello, Joseph A","Truong, Timothy T","Sauer, Ashlyn M","Deokar, Shraddha V",,,jam151430,joseph mauriello,Internal Audit 
ACCT,6384,501,,32,13,3,,2,,,,,,,2,,,2,5,"Kromer, Jeffrey","Benny, Keerthy",,,,,jrk013000,jeffrey kromer,Analytical Reviews Using Audit Software 
ACCT,6384,SS1,,4,4,2,,1,,,,,,,,,,2,1,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer,
ACN,6313,003,,6,3,1,3,2,,,,,,,,,,3,0,"Juhn, Nancy H","Batchalli Maruthy, Gayathri","Austin, Kathryn A",,,,njuhn,nancy juhn,Research Methods in Behavioral and Brain Sciences - Part II 
ACN,6313,501,,4,1,2,,1,,1,,,,,1,,,,0,"Abdi, Herve","Yu, Ju-Chi","Moraglia, Luke E","Mizener, Brendon J",,,herve,herve abdi,Research Methods in Behavioral and Brain Sciences - Part II 
ACN,6330,0W1,,8,3,,5,,,,,,,,1,,,1,1,"Seaman, Kendra L","Wong, Galston K",,,,,kls190004,kendra seaman,Cognitive Science 
ACN,6332,001,,18,5,4,2,1,,,,,,,,,,4,0,"Raman, Rachna",,,,,,rxr076000,rachna raman,Perception 
ACN,6333,001,,8,6,3,2,2,,,,,,,,,,4,1,"Basak, Chandramallika",,,,,,cxb116130,chandramallika basak,Memory 
ACN,6338,001,,26,,,11,,1,,,,,,5,,,6,2,"Kennedy, Kristen M","Lung, Tzu-Chen",,,,,kmk082000,kristen kennedy,Functional Neuroanatomy 
ACN,6342,0W1,,14,1,,,,,,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,Human Computer Interactions II 
ACN,6346,001,,15,,,8,,,,,,,,1,,,1,1,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana,Systems Neuroscience 
ACN,6349,501,,10,3,1,1,,,,,,,,,,,,0,"Golden, Richard",,,,,,golden,richard golden,Statistical Machine Learning with Deep Learning Applications 
ACN,6372,501,,6,7,4,,1,,1,,,,,,,,2,0,"Kolber, Benedict J",,,,,,bjk200001,benedict kolber,The Neuroscience of Pain 
ACN,6374,001,,9,8,2,,,,,,,,,,,,,1,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri,Intraoperative Neurophysiological Monitoring 
ACN,6V81,001,,9,1,,,,,,,,,,2,,,,0,"Engineer, Crystal T",,,,,,novitski,crystal engineer,Special Topics in Applied Cognition and Neuroscience 
ACN,6V81,002,,11,,1,,,,,,,,,,,,,0,"Overzet, Kathryn M",,,,,,kmo053000,,Special Topics in Applied Cognition and Neuroscience 
ACN,7343,001,,19,,,,,,,,,,,,,,,0,"Dussor, Gregory O",,,,,,gxd141130,gregory dussor,Neuropharmacology 
ACN,7372,001,,9,,1,2,,,1,,,,,,,,1,0,"Burton, Michael D",,,,,,mdb150330,michael burton,Seminar in Neuroscience 
ACTS,4301,001,12,1,3,2,4,2,2,1,2,2,1,1,,11,2,,1,"Makhijani, Neha","Guo, Qi",,,,,nxm165130,neha makhijani,Long Term Actuarial Mathematics I 
ACTS,4302,001,2,2,3,3,7,6,3,4,1,1,,,,7,1,,0,"Humphreys, Natalia A","Bal, Sabindra Singh",,,,,nah103020,natalia humphreys,Investment and Financial Markets I 
ACTS,4308,001,1,1,3,2,,1,,,,,1,,5,1,2,,3,"Makhijani, Neha","Yang, Haopeng",,,,,nxm165130,neha makhijani,Actuarial Financial Mathematics 
AHST,1303,001,31,20,17,9,11,5,3,1,4,1,,1,5,4,2,,1,"Alibhai, Ali Asgar H","Prakash, Arya",,,,,aha180002,ali alibhai,Survey of Western Art History  Ancient to Medieval 
AHST,1303,002,29,18,15,12,6,4,3,3,2,1,,2,8,8,1,,3,"Alibhai, Ali Asgar H","Dunbar, Amanda R",,,,,aha180002,ali alibhai,Survey of Western Art History  Ancient to Medieval 
AHST,2331,001,18,9,2,6,3,2,1,3,,,3,,7,,7,,5,"Terranova, Charissa","Anderson, Linda K",,,,,cxt074100,charissa terranova,Understanding Art 
AHST,2331,HN1,2,10,8,,1,,,,,,,,,2,1,,1,"Chao, Jacqueline J",,,,,,jjc161030,,Understanding Art 
AHST,3313,001,12,10,9,2,5,4,1,2,1,,,,,2,,,0,"Alibhai, Ali Asgar H",,,,,,aha180002,ali alibhai,Medieval Art and Architecture 
AHST,3315,001,4,15,16,6,,2,1,,,,,,2,,,,3,"Rosen, Mark S",,,,,,mxr088000,mark rosen,Renaissance Art and Architecture 
AHST,4342,001,,8,2,1,7,,2,,,,,,3,,,,3,"Lima, Benjamin",,,,,,bxl170004,,Topics in Art History 
AMS,2300,0W1,,8,5,7,6,4,1,2,,1,3,1,2,8,3,,5,"Pogue, Neall W",,,,,,nxp174730,neall pogue,American Popular Culture 
AMS,2300,0W2,,5,10,7,9,1,,,1,2,,,4,13,3,,2,"Pogue, Neall W",,,,,,nxp174730,neall pogue,American Popular Culture 
AMS,2300,HN1,2,6,3,3,1,,,,,,,,,3,,,2,"Smith, Erin",,,,,,erins,erin smith,American Popular Culture 
AMS,2341,0W1,,7,4,,,2,,,,,,,,2,,,1,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,2341,0W2,,8,2,4,4,,,1,,,,,1,9,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,3302,0H1,,6,3,2,,,,1,,,,,3,,,,2,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,American Cultures 
AMS,3316,0W1,13,11,5,1,2,2,,1,1,,,,1,,2,,1,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
AMS,3322,0W1,,8,4,,8,1,,4,2,,4,,,2,1,,3,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Ethnic Experience  Immigrants After 1945 
AMS,3350,0W1,18,5,4,2,2,1,1,,,,,,3,1,1,,2,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Crisis Communication 
AMS,4305,0W1,1,5,2,3,6,1,,,1,,,,1,1,1,,1,"Cotton, Scott C",,,,,,sxc024200,scott cotton,World History for Teachers 
AMS,4324,0W1,3,2,1,2,1,,,,,,,,,,,,1,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Motherhood and the Technological Womb 
ARAB,1311,001,8,6,,1,,,,,,,,,,,,,1,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic I 
ARAB,1312,001,8,4,,1,,,,1,,,,,,,1,,1,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic II 
ARHM,2340,001,,21,3,2,3,,,,3,2,2,,1,,1,,0,"Grohman, Magdalena G",,,,,,mgg092000,magdalena grohman,Creativity 
ARHM,3342,001,3,12,2,1,4,,,,,,,1,,1,,,6,"Evans, Kathryn C",,,,,,kcevans,kathryn evans,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,3342,0H1,6,3,6,,1,1,1,,1,,,,1,,,,1,"Pfister, Debra H",,,,,,dhpf,debra pfister,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,6310,001,,11,7,1,1,,,,,,,,,,,,3,"Hill, Kimberly D","Greer, Erin",,,,,kdh140430,kimberly hill,Team-Taught Interdisciplinary Seminar 
ARTS,1301,0W1,24,32,15,3,4,4,1,1,,,1,,1,7,2,,8,"Grandjean, Kelly","Alanis Perez, Alan Isaac",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
ARTS,1301,0W2,38,21,9,4,5,1,,1,2,,1,,3,14,2,,1,"Grandjean, Kelly","Cai, Rebecca",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
ARTS,1301,HH1,6,10,,,,,,,,,,,,2,,,0,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Exploration of the Arts 
ARTS,1316,001,5,8,2,,,,,2,,,,,,,,,2,"Min, Inki A",,,,,,iam140230,inki min,Drawing Foundations 
ARTS,1316,0H2,5,2,2,2,,,1,,,,,,3,,,,3,"Travis, Audrey",,,,,,axt190092,,Drawing Foundations 
ARTS,1316,0W1,6,3,1,1,3,,,,,,,,2,,2,,0,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
ARTS,1316,0W2,5,1,2,,2,1,,,,,,,2,3,,,1,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
ARTS,1316,501,2,3,1,2,1,1,,,,1,1,,,,,,0,"Reyes, Marcela",,,,,,mxr116430,marcela reyes,Drawing Foundations 
ARTS,2316,0H1,,3,3,2,,2,,,1,,1,,2,,1,,3,"Ligon, Peter A",,,,,,pal140130,peter ligon,Painting Foundations 
ARTS,2316,501,,7,5,1,,,,,,,,,,2,,,0,"Egan, Trey T",,,,,,tte150130,trey egan,Painting Foundations 
ARTS,2350,001,,4,1,,,,2,,,,,,1,3,1,,1,"Copeland, Colette",,,,,,cxc132230,colette copeland,Photography  Design 
ARTS,2350,002,,3,8,6,,,,,,,,,,,1,,1,"Palmer, Marcy A",,,,,,mxp070100,marcy palmer,Photography  Design 
ARTS,2380,001,,,5,,1,2,,,,,,1,2,,1,,1,"Egan, Trey T",,,,,,tte150130,trey egan,Visual Design Foundations 
ARTS,2381,0W1,6,1,,,,1,,,,,,,2,,,,1,"Curry, Val",,,,,,vxc110930,val curry,Introduction to Sculpture 
ARTS,3340,0H1,4,5,3,,,,,,,,,,1,,,,3,"Durant, Stephanie D",,,,,,ddm043000,,Topics in Studio Art 
ARTS,3340,0H2,,2,,6,,,1,,,,,,,2,,,0,"Etter, Ian",,,,,,ixe200004,ian etter,Topics in Studio Art 
ARTS,3341,001,,14,,,2,,,,,,,,1,,,,0,"Shi, Carle",,,,,,cxs174230,carle shi,Chinese Calligraphy 
ARTS,3363,001,1,12,,1,3,,,,1,,,,,,,,1,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Typography  Technology  Image 
ARTS,3367,001,3,7,6,1,1,1,,,,,,,,,,,0,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Figure Drawing 
ARTS,3368,001,1,18,,,,,,,,,,,,,,,0,"Lapthisophon, Stephen M",,,,,,sxl043100,stephen lapthisophon,Mixed Media 
ARTS,3369,0H1,1,8,,1,1,,,,,,,,1,,1,,0,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Intermediate Painting 
ARTS,3371,0H1,3,2,2,1,,,,,,,,,,,,,2,"Durant, Stephanie D",,,,,,ddm043000,,Photography  Black White 
ARTS,3372,001,,6,7,3,,,1,,,,,,,2,,,0,"Palmer, Marcy A",,,,,,mxp070100,marcy palmer,Photography  Color Concepts 
ARTS,3373,001,1,5,,,2,1,,,,,,,,,1,,0,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Printmaking 
ARTS,3377,501,1,6,5,,,3,,,,,,,1,,,,0,"Martinez, Daniel R",,,,,,drm190002,,Photography  Altered Image 
ARTS,3378,0H1,2,4,3,,,,,,,,,,1,,,,0,"Randall, Steven V",,,,,,svr200001,steven randall,Figure Sculpture 
ARTS,3379,0H1,2,4,4,2,,,,1,,,,,,,1,,4,"Loving, Emily",,,,,,exl097120,emily loving,Photography  New Media 
ARTS,3381,001,1,3,5,,,1,1,,,1,,,,1,,,0,"Etter, Ian",,,,,,ixe200004,ian etter,Video Painting 
ARTS,4310,501,3,1,1,,,,,,1,,,,1,,1,,2,"Metz, Greg L",,,,,,glmetz,greg metz,Studies in Contemporary Exhibitions 
ARTS,4368,001,4,9,1,,1,,,,,,1,,,,,,0,"Pomara, John",,,,,,pomara,john pomara,Advanced Visual Arts 
ARTS,4372,0H1,,5,1,2,1,,,,,,,,,,,,1,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Advanced Photography 
ATCM,1100,001,4,,3,1,,,1,,1,,1,,1,,,,0,"Gutierrez, Alejandra",,,,,,axg173831,,First Year Seminar 
ATCM,2300,0W1,29,26,26,21,16,12,4,6,1,,,1,11,2,7,,13,"Cooley, Heidi","Simsek, Cansu Nur","O'Neill, Cynthia M","Martinez Ochoa, Angelica Miriam M",,,hxc176430,heidi cooley,Introduction to TechnoCulture 
ATCM,2301,001,3,5,5,3,,,2,,,,,,2,1,3,,1,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,002,2,5,7,5,5,1,1,,,,,1,2,,,,0,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,003,3,15,2,3,3,2,,,1,,,,1,,,,0,"Enam, Victor J",,,,,,vje170000,,Computer Imaging 
ATCM,2301,004,1,8,4,,2,2,,1,,,,,2,1,1,,3,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,006,13,5,,1,1,,,,,,,,3,,1,,1,"Hoggatt, Zane C",,,,,,zch150030,zoey hoggatt,Computer Imaging 
ATCM,2301,007,,4,4,4,4,,1,2,,1,,,1,1,2,,1,"Nguyen, Tuoc K",,,,,,tkn180000,tuoc nguyen,Computer Imaging 
ATCM,2302,002,9,6,3,1,3,2,,,,,,,,1,,,0,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,003,4,7,5,2,1,2,,,1,,,,2,,,,0,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,004,8,9,2,3,1,2,,,,,,,,1,,,1,"Paiva Homsi, Murilo",,,,,,mxp166130,,Design I 
ATCM,2302,005,3,6,4,3,2,1,3,,1,,1,4,1,,,,1,"Flores, Carlin E",,,,,,cef140030,,Design I 
ATCM,2302,006,13,5,2,1,2,1,,1,,1,,,1,,1,,2,"Asgharpour, Maedeh",,,,,,mxa180053,maedeh asgharpour,Design I 
ATCM,2302,007,9,8,1,3,3,2,,1,,,,,,,1,,2,"Alzate Mora, Catalina",,,,,,cxa170830,catalina alzate,Design I 
ATCM,2302,502,,8,3,1,4,2,,1,1,,1,1,3,1,,,3,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2303,001,7,58,19,5,3,2,1,,,,1,,,1,,,3,"Oropallo, Kara I","Beverly, Diamond E",,,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,002,1,7,6,5,9,3,2,,3,,2,,,2,1,,1,"Salter, Monika M","Oropallo, Kara I","Pietsch, Samuel R",,,,mxs176131,monika salter,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,003,11,9,12,7,1,1,,1,,,,,1,,2,,1,"Boyd, Elizabeth","Monjoree, Uttamasha",,,,,esp041000,elizabeth boyd,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2310,001,56,14,19,9,1,5,3,4,4,1,1,1,7,3,7,,10,"Salter, Monika M","Caldwell, Bryon A","Lewis, Timothy M","Fechter, Todd A",,,mxs176131,monika salter,Animation and Game Fundamentals 
