Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
REAL,3305,5U1,,1,,,8,,,6,,,2,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Real Estate Principles 
REAL,6321,5U1,,9,2,,13,1,,2,,,,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Introduction to Real Estate 
RHET,1302,051,1,10,5,2,,,,,,,,,,,,,1,"Aljararwa, Rasha",,,,,,rxa150230,rasha aljararwa,Rhetoric 
RHET,1302,052,,6,3,3,,,1,,,,,,3,,,,2,"Johnson, Kevin W",,,,,,kwj170030,kevin johnson,Rhetoric 
RHET,1302,0W1,2,3,2,2,,3,1,1,,,1,,,,,,1,"Murphy, Trisha",,,,,,tam160330,trisha murphy,Rhetoric 
RHET,1302,0W2,2,3,4,1,,,,,,,,1,4,,,,4,"Saeidfar, Ghazal",,,,,,gxs153630,ghazal saeidfar,Rhetoric 
RHET,1302,0W3,2,1,2,1,2,3,,1,,,,1,1,,,,2,"Walker, Jason A",,,,,,jaw140030,jason walker,Rhetoric 
RHET,1302,0W4,5,7,,,1,1,,2,,,,,,,,,0,"Williams, Sunshine A",,,,,,saw170230,sunshine williams,Rhetoric 
SE,3306,0U1,1,2,1,1,1,2,1,1,,,,,1,,,,1,"Chung, Lawrence","Ahn, Sung Soo",,,,,chung,lawrence chung,Mathematical Foundations of Software Engineering 
SE,3341,0U1,2,,,1,,,1,,,1,3,1,2,,,,2,"Whalen, Tristan G","Uddin, Mohammad Afser","Sajal, Ibrahim Hossain","Oh, Sungjin",,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
SE,4381,0H1,1,5,7,1,8,4,,1,,,,,,,,,0,"Smith, Klyne","Ahn, Sung Soo","Cai, Yuchen",,,,kxs180052,klyne smith,Software Project Planning and Management 
SE,6388,5H1,,8,3,,,1,,,,,,,,,,,0,"Smith, Klyne","Tian, Zijing",,,,,kxs180052,klyne smith,Software Project Planning and Management 
SE,6388,MU1,,10,3,3,4,1,,1,,,,,,,,,0,"Smith, Klyne",,,,,,kxs180052,klyne smith,
SOC,1301,0W1,19,18,1,1,6,1,1,,,,1,,1,,,,0,"Malek-Ahmadi, John H",,,,,,jhm110020,john malek ahmadi,Introduction to Sociology 
SOC,3379,0U1,9,,,,,,,,1,,,,,,,,0,"Cline, Ravin R",,,,,,rrc170001,ravin cline,Diversity in the Public Sector 
SPAU,3301,0U1,,15,7,1,6,,,,,,,,1,,,,0,"Rich, Judith B","Jansen, Conner L",,,,,jbm014600,,Communication Disorders 
SPAU,3342,0W1,,6,2,1,1,,,,,,,1,,,,,0,"Smith, Olivia","Trehan, Aastha",,,,,oxs140330,olivia smith,Exceptional Children 
SPAU,3343,0U1,1,7,,,1,1,,1,,,,,1,,,,0,"Katz, William","Lucas, Katelyn A",,,,,wkatz,william katz,Phonetics 
SPAU,3344,5U1,,5,7,3,2,3,1,1,,,,,,,,,0,"Powers, Katharine A","Thomas, Abbey L",,,,,kap130730,katharine powers,Anatomy and Physiology of Speech and Hearing 
SPAU,4308,0U1,,14,,,4,,,1,,,,,,,,,0,"Kreidler, Kathryn V","Melamed, Tina",,,,,kvk180002,,Language Disorders in Children 
STAT,1342,0U1,2,1,1,2,1,,,4,,,,,,,,,0,"Koshevnik, Yuly","Wang, Tingfang",,,,,yxk055000,yuly koshevnik,Statistical Decision Making 
STAT,2332,0U1,13,,2,3,3,2,4,1,2,,,1,3,,,,0,"Whalen, Tristan G","Kumara, Mananage Sanjaya M","Rajapaksha, Rajapaksha Mudalige D","Fuksman, Lirit",,,tgw100020,tristan whalen,Introductory Statistics for Life Sciences 
STAT,4351,0U1,4,1,1,,2,1,1,1,,,,,2,,,,2,"Koshevnik, Yuly","Fuksman, Lirit",,,,,yxk055000,yuly koshevnik,Probability 
THEA,1310,0W1,,36,,3,6,,,,,,,,,,,,1,"Hibbs, Shelby A",,,,,,sah140730,shelby hibbs,Understanding Theatre  (3 Semester Credit Hours)
UNIV,2V96,0W1,,,,,,,,,,,,,,25,3,,0,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra,
