Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
STAT,3360,002,5,10,2,1,5,4,,1,,1,1,,2,0,"Chakraborty, Dipnil","Koshevnik, Yuly",,,,,dxc163930,dipnil chakraborty,Probability and Statistics for Management and Economics 
MIS,6204,PS1,,25,,,4,,,3,,,,,,0,"Hefley, William E",,,,,,weh150130,william hefley,
BCOM,3310,502,,2,7,13,5,3,1,,1,,,,1,0,"Armstead, Erica",,,,,,exa190018,erica armstead,Business Communication 
CS,2305,HN1,9,14,7,4,,,,,,,,,,0,"Bereg, Sergey",,,,,,sxb027100,sergey bereg,Discrete Mathematics for Computing I 
CS,3162,555,14,7,4,1,1,2,1,1,,,,1,1,1,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy,Professional Responsibility in Computer Science and Software Engineering 
CS,4347,002,2,4,5,4,6,2,7,,1,1,2,,,0,"Davis, Chris I","Hu, Yibo","Shahbazi, Nima",,,,cid021000,chris davis,Database Systems 
ENGR,3300,503,,9,,3,6,,6,1,,3,2,,2,2,"Nakhaei, Mofid","Liang, Jingchen",,,,,mxn162630,mofid nakhaei,Advanced Engineering Mathematics 
MECH,2310,003,4,,1,1,1,2,8,,3,3,5,1,3,2,"Wilt, James C","Nguyen, Cuong P",,,,,jcw140130,james wilt,Statics 
ECON,2301,004,7,5,3,2,3,3,2,3,,,,,6,0,"Kwak, Jihun",,,,,,jxk161430,,Principles of Macroeconomics 
BCOM,3310,002,2,18,4,1,4,2,,1,,1,,,1,0,"Walton, Michaella",,,,,,mrw170730,,Business Communication 
BCOM,3310,009,1,10,10,5,3,4,,,1,,,,,0,"McCrady, Victoria D",,,,,,vdm130030,victoria mccrady,Business Communication 
BCOM,3310,011,,2,7,10,3,9,1,2,,,,,,0,"Miller, Alyssa",,,,,,axm190107,alyssa miller,Business Communication 
HMGT,6330,501,,11,9,6,6,2,,,,,,,,0,"Drummond, Jeffery P",,,,,,jpd160230,jeffery drummond,Healthcare Law  Policy and Regulation 
ITSS,4360,002,,3,8,4,9,5,4,,,,,,1,0,"Thirumalai, Nambi","Jadhav, Sukruta",,,,,ndt180001,nambi thirumalai,Network and Information Security 
OPRE,3310,007,4,5,2,4,12,3,,4,,,,,,0,"Parks, David","Takasi, Venkanna Dora Goutham",,,,,dxp153830,david parks,Operations Management 
BIOL,3455,303,1,1,5,4,4,4,1,3,1,,2,,6,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
CHEM,5331,001,,7,6,9,8,2,,1,,,,,,1,"Gassensmith, Jeremiah J",,,,,,jjg130230,jeremiah gassensmith,Advanced Organic Chemistry I 
GEOS,2310,001,5,5,3,3,5,2,3,2,2,1,1,,,2,"Brikowski, Tom","Nichols, Naomi Ty Asha P",,,,,brikowi,tom brikowski,Environmental Geology 
MATH,1316,002,2,3,,2,3,2,3,2,6,,2,,7,2,"Sutton, Julie","Hewawaduge, Dhanushki B","Xu, Xiufeng",,,,jxs158030,julie sutton,Trigonometry 
MATH,2413,004,1,,3,4,2,4,6,4,1,4,,,3,2,"Lou, Yifei",,,,,,yxl145331,yifei lou,Differential Calculus 
NATS,1101,008,,28,,4,1,,,,,,,,1,0,"Meedel, Jennifer",,,,,,jxm168030,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,018,20,6,3,2,1,,1,,,,,,,1,"Treter, Donald R",,,,,,drt150530,,Natural Sciences and Mathematics Freshman Seminar 
BPS,6310,0W1,,13,5,9,6,1,,,,,,,,0,"Chasteen, Larry H","Teschner, Ryan S",,,,,chasteen,larry chasteen,Strategic Management 
ENTP,3301,501,,,12,3,12,6,,,,,,,1,0,"Peck, Paul S",,,,,,psp012100,,Innovation and Entrepreneurship 
BCOM,3310,001,,7,7,6,4,,,2,1,2,1,,4,0,"Walton, Michaella",,,,,,mrw170730,,Business Communication 
DANC,1310,0H1,1,21,4,2,3,2,1,,,,,,,0,"Saba, Monica",,,,,,msaba,monica saba,Understanding Dance 
PSY,3362,001,,12,1,2,8,,,8,,,,,3,1,"Mills, Candice M","Wu, Sining",,,,,cxm056000,candice mills,Cognitive Development 
BMEN,3315,501,1,13,2,1,9,2,2,4,,,,,1,0,"Cogan, Stuart","Wu, Yupeng",,,,,sxc149830,stuart cogan,Thermodynamics and Physical Chemistry in Biomedical Engineering 
CS,1337,501,1,5,2,5,11,,1,2,2,1,1,,2,2,"Oladimeji, Ebenezer A",,,,,,eao015100,ebenezer oladimeji,Computer Science I 
CS,1337,502,5,5,1,1,1,5,4,3,,,,,8,2,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins,Computer Science I 
CS,3162,092,10,9,9,1,1,2,3,,,,,,,0,"Smith, Klyne",,,,,,kxs180052,klyne smith,Professional Responsibility in Computer Science and Software Engineering 
CS,3377,002,3,10,8,5,,3,1,3,,,1,1,,0,"Peterson, Erik A",,,,,,eap190004,erik peterson,C C  Programming in a UNIX Environment 
EE,4388,003,,16,4,10,5,,,,,,,,,0,"Skinner, Neal G","Nguyen, Van Thuan",,,,,skinner,neal skinner,Senior Design Project I 
MECH,3105,103,5,5,2,5,3,3,1,3,5,,,,2,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
MECH,3305,001,1,6,5,1,8,4,1,2,1,,3,,2,1,"Rios, Oziel","Almubarak, Yara",,,,,oxr106020,oziel rios,Computer Aided Design 
ECON,4351,001,14,10,1,3,5,1,,,1,,,,,0,"O'Brien, Daniel M","Li, Ji",,,,,obri,daniel obrien,Mathematical Economics 
ACCT,4334,PP2,,7,,,27,,,1,,,,,,0,"Linsteadt, Chris C","Sauer, Ashlyn M",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6386,001,,9,7,7,11,1,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello,Governance  Risk Management and Compliance 
BCOM,3310,004,,15,14,4,2,,,,,,,,,0,"Smallwood, Margaret G","Shirvin, Mahdi",,,,,meg012400,margaret smallwood,Business Communication 
BCOM,3310,005,,13,14,2,4,,1,,,,,,1,0,"Smallwood, Margaret G","Shirvin, Mahdi",,,,,meg012400,margaret smallwood,Business Communication 
BCOM,3310,006,,10,15,,7,,,1,,,2,,,0,"Smallwood, Margaret G","Shirvin, Mahdi",,,,,meg012400,margaret smallwood,Business Communication 
BCOM,3310,008,2,13,15,4,1,,,,,,,,,0,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Business Communication 
BCOM,3310,010,19,9,2,1,2,1,1,,,,,,,0,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos,Business Communication 
BCOM,3310,012,3,6,9,4,5,4,,1,2,,,,1,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Business Communication 
BCOM,3310,013,,3,11,8,3,3,5,1,1,,,,,0,"Miller, Alyssa",,,,,,axm190107,alyssa miller,Business Communication 
BCOM,3310,503,3,15,12,1,2,2,,,,,,,,0,"Ahlberg, Mehrzad","Tanabe, Takuma",,,,,mxa087100,mehrzad ahlberg,Business Communication 
BLAW,2301,HO2,,11,2,2,5,2,2,2,2,5,1,1,,0,"Polze, Matthew M","Hoang, Quynh M",,,,,mmp062000,matthew polze,
BPS,4305,006,3,4,6,4,10,5,,2,,,1,,,0,"Xia, Jun","Deng, Shu",,,,,jxx132030,jun xia,Strategic Management 
BUAN,6346,002,,32,1,2,,,,,,,,,,0,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari,Big Data 
IMS,3310,0E1,,9,1,10,,,2,3,,,5,1,2,2,"Henderson, Tom",,,,,,txh093000,tom henderson,International Business 
ITSS,4354,001,,1,6,1,4,10,3,5,3,,,,1,1,"Rao, Mukund","Mehta, Utsav K",,,,,mxr170008,mukund rao,Advanced Big Data Analytics 
MECO,6303,MBP,,19,7,4,2,2,,,,,,,,1,"Siegenthaler, Simon","Chen, Xi",,,,,sxs177933,simon siegenthaler,
MIS,6349,001,,27,4,3,1,,,,,,,,,0,"Shekhar, Gaurav","Mehta, Utsav K",,,,,gxs150130,gaurav shekhar,Digital Consulting Project 
MKT,6301,002,,8,1,10,13,2,1,,,,,,,0,"Kuksov, Dmitri","Elmi, Omid",,,,,dgk120030,dmitri kuksov,Marketing Management 
OB,6301,CW1,,33,,,,,,,,,,,2,0,"Ferrante, Anne M",,,,,,,anne ferrante,
OPRE,6371,501,,16,5,7,7,,,,,,,,,0,"Hu, Bin","Birajdar, Namrata O",,,,,bxh180009,bin hu,Purchasing  Sourcing and Contract Management 
BIOL,2350,002,12,15,1,1,2,1,2,,1,,,,,0,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Biological Basis of Health and Disease 
BIOL,3455,304,4,1,2,3,2,3,3,1,1,3,2,2,4,4,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,305,2,1,2,5,2,3,4,2,4,2,2,3,2,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,307,1,2,4,3,6,7,1,3,2,,3,1,1,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,801,1,3,4,1,1,5,4,2,3,2,,2,6,1,"Ramirez, Ruben D","Wu, Zhuoru","Langley, Lyndsey E",,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
MATH,2312,005,2,,2,2,7,3,1,7,4,2,1,2,1,1,"Martynova, Irina",,,,,,ixm140930,irina martynova,Precalculus 
MATH,4301,002,3,9,4,6,2,1,1,5,2,2,,,,0,"Ramakrishna, Viswanath","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,vish,viswanath ramakrishna,Mathematical Analysis I 
NATS,1101,003,23,8,2,1,,,,1,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,011,25,6,,1,1,1,,,,,,,,1,"Biedebach, Jacob",,,,,,jxb190024,,Natural Sciences and Mathematics Freshman Seminar 
ACN,6V81,001,,25,6,4,,,,,,,,,,0,"Moller, Aage R",,,,,,amoller,aage moller,Special Topics in Applied Cognition and Neuroscience 
EESC,6364,001,,10,8,10,5,2,,,,,,,,0,"Kehtarnavaz, Nasser","Taghizadeh Alamdari, Nasim",,,,,nxk019000,nasser kehtarnavaz,Pattern Recognition and Machine Learning 
CRIM,3301,001,15,7,4,1,,3,1,3,,1,,,,0,"Laprade, Jennifer M",,,,,,jml109020,jennifer laprade,Theories of Justice 
BIOL,3455,301,,2,4,4,2,7,,5,2,3,1,3,1,1,"Wilson, Michelle","Ramirez, Ruben D","Zhang, Bei",,,,mxw084000,michelle wilson,Human Anatomy and Physiology with Lab I 
BIOL,3455,306,3,2,5,4,2,7,5,,3,1,1,,1,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
HIST,3386,501,6,12,,3,4,,,9,,,,,2,0,"Bocchine, Kristin",,,,,,kxb180022,,World History to 1500 
MUSI,3118,501,,35,,,1,,,,,,,,,0,"Ming, Adron",,,,,,axm167231,adron ming,String Orchestra II 
BBSU,1100,010,15,9,,2,2,1,2,1,,,1,1,1,1,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton,First Year Seminar 
CS,3162,051,,16,,2,9,1,1,3,1,,,,1,2,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin,Professional Responsibility in Computer Science and Software Engineering 
CS,4376,001,7,10,8,3,4,4,,,,,,,,0,"Zalila-Wenkstern, Rym","Zhu, Chang",,,,,rmili,rym zalila wenkstern,
CS,6364,001,,9,10,10,5,,,2,,,,,,0,"Min, Richard K","Wang, Yigong","Aggarwal, Alakh",,,,rkm010300,richard min,Artificial Intelligence 
EE,2310,001,14,4,1,,5,,2,2,1,,,1,3,3,"Dodge, Nathan B","Chen, Pengyuan","Gao, Tianning","Kiwan, Doaa M",,,dodge,nathan dodge,Introduction to Digital Systems 
EE,3350,002,3,6,4,3,3,3,,2,4,1,3,,3,1,"Ahmed, Shaheen","Fonseka, Sebastian P",,,,,sxa176730,shaheen ahmed,Communications Systems 
EE,4301,501,5,2,2,1,7,3,3,9,4,,,,,0,"Heins, Matthew S","Abbas, Farhat","Gandluru, Veerabharathchandrareddy",,,,msh130130,matthew heins,Electromagnetic Engineering I 
CRIM,3327,0W1,,5,1,4,6,6,1,5,1,,1,1,5,0,"Huskey, Michael",,,,,,mxh160630,michael huskey,Violent Crime 
ACCT,4336,001,6,3,6,2,5,4,5,5,,,,,,0,"Bowen, Richard M","Wilson, Ravin M",,,,,rxb073100,richard bowen,Financial Statement Analysis 
FIN,3305,501,4,9,3,9,3,1,4,2,,1,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Principles 
FIN,6301,001,,5,7,9,5,2,2,2,,,,,2,2,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu,Financial Management 
ITSS,4301,501,3,6,6,5,4,4,2,2,2,,,,1,1,"Hagen, John C","Rajendran, Adityan",,,,,jch013200,john hagen,Database Systems 
MKT,3300,0E1,,9,11,7,5,3,,,,,,,1,0,"Meda, Edward","Shah, Nikhil","Mostafa, Ahmed H",,,,exm150330,edward meda,Principles of Marketing 
MKT,4330,001,3,11,7,8,3,2,1,1,,,,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Digital and Internet Marketing 
MKT,4331,001,2,14,3,1,9,2,1,1,,,,,1,2,"Dover, Howard F",,,,,,hfd021000,howard dover,Digital Prospecting 
MKT,6352,501,,8,9,9,5,4,,,,,,,,1,"Friedman, Joshua B","Mostafa, Ahmed H",,,,,jxf172130,,Marketing Web Analytics and Insights 
BIOL,3455,302,3,4,6,4,1,3,3,5,1,,1,1,,4,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
BIOL,3456,301,1,9,3,6,2,3,2,5,4,1,,,,0,"Yu, Wen H","Sarcar, Subha N","Jia, Kun",,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,302,3,11,3,5,1,2,1,1,2,1,,2,4,0,"Yu, Wen H","Sarcar, Subha N","Jia, Kun",,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,303,2,8,4,1,2,4,6,1,3,1,,1,1,2,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,304,2,4,8,7,1,5,1,1,1,1,2,1,2,0,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,4385,001,,18,6,2,5,1,1,2,,,,,,1,"Murchison, David F",,,,,,dfm100020,david murchison,Oral Histology and Embryology 
NATS,1101,002,25,5,1,1,1,,,,,,,,3,0,"Goeckner, Matthew",,,,,,goeckner,matthew goeckner,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,007,20,7,5,1,,,,1,,,1,,1,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,013,15,16,2,1,2,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,017,22,11,,1,1,,,,,,,,1,0,"Elgin, Linda",,,,,,lxe120930,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,021,22,10,2,1,1,,,,,,,,,0,"Hill, Victoria",,,,,,vxh190004,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,022,19,8,6,,2,,1,,,,,,,0,"Hill, Victoria",,,,,,vxh190004,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,023,24,5,3,1,1,1,,1,,,,,,0,"Elgin, Linda",,,,,,lxe120930,,Natural Sciences and Mathematics Freshman Seminar 
CS,6326,001,,14,6,2,12,1,,1,,,,,,0,"Cole, John","Benton, Samuel D",,,,,jxc064000,john cole,Human Computer Interactions 
MECH,3305,002,5,8,8,3,3,2,2,2,1,,,,,2,"Tadesse, Yonas T","Karami, Farzad",,,,,ytt110030,yonas tadesse,Computer Aided Design 
NATS,1101,010,15,15,5,,,,,,,,,,,0,"Geissman, John W","Johnson, Samuel P",,,,,jwg102020,john geissman,Natural Sciences and Mathematics Freshman Seminar 
AHST,4342,001,,8,5,6,6,4,2,3,,,,,2,1,"Terranova, Charissa",,,,,,cxt074100,charissa terranova,Topics in Art History 
LIT,3300,001,,20,7,5,4,1,,,,,,,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner,Western Literary Tradition 
PHIL,3323,001,1,10,9,3,7,,,,,1,,,4,2,"Davies, Katherine",,,,,,kxd180013,,Early Modern Philosophy 
CE,3310,002,1,9,3,4,4,4,3,5,2,,,,2,0,"Pourkamali, Siavash","Palit, Prithviraj","Sheikhlari, Sepehr",,,,sxp124631,siavash pourkamali,Electronic Devices 
CS,3162,093,12,12,4,2,,5,1,1,,,,,,0,"DeGroot, Doug",,,,,,dxd180020,doug degroot,Professional Responsibility in Computer Science and Software Engineering 
CS,6363,501,,15,4,2,7,4,1,3,,,,,1,0,"Daescu, Ovidiu","Weinzierl, Maxwell A",,,,,daescu,ovidiu daescu,Design and Analysis of Computer Algorithms 
MECH,3105,102,2,8,3,6,8,5,,,,2,,1,1,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
CRIM,3303,001,1,5,11,2,8,5,3,,1,,,,1,0,"Gammell, Sarah P",,,,,,spg160530,sarah gammell,Advanced Criminal Justice 
ECON,2302,501,2,4,1,3,6,4,5,6,,,3,,1,2,"Shi, Tianjian",,,,,,txs142330,,Principles of Microeconomics 
ECON,3311,001,2,16,2,1,6,2,2,2,,,1,,2,1,"Grover, William C",,,,,,wcg071000,william grover,Intermediate Macroeconomic Theory 
ECON,4340,001,5,14,1,4,3,,3,5,,,1,,1,0,"Andrews, Rodney J","Bing, Yuanchen",,,,,rja091000,rodney andrews,Labor Economics and Human Resources 
ECON,4360,001,8,8,2,3,3,,3,2,2,3,2,,1,0,"Siqueira, Kevin J","Nguyen, Hien T",,,,,kjs064000,kevin siqueira,International Trade 
ACCT,3341,001,2,6,7,5,4,2,4,2,2,,1,,,2,"Janakiraman, Surya","Zhang, Yang",,,,,suryaj,surya janakiraman,Cost Management Systems 
BPS,4305,004,,9,7,5,5,8,,1,1,,,,1,0,"Kwon, Jung-Hyun",,,,,,jxk142030,,Strategic Management 
BUAN,6337,0W1,,9,5,13,5,,,2,,,,,,3,"Subramanian, Upender","Saremi, Ehsan","Lee, Ga Hyun",,,,uxs092000,upender subramanian,Predictive Analytics Using SAS 
BUAN,6356,005,,14,8,6,,3,2,2,,,,,2,0,"Thouin, Mark","Rajput, Vishakha Prakash",,,,,mxt083000,mark thouin,Business Analytics With R 
ENTP,6370,0W1,,4,11,6,11,4,,,,,,,,1,"Kimzey, Jackie","Saini, Aditya",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
FIN,3390,002,5,6,,3,4,2,1,2,2,2,3,2,2,3,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
MATH,2370,002,5,9,5,4,2,,1,3,4,1,,1,1,1,"Garrett, Bentley T","Kozareva, Tamara",,,,,btg032000,bentley garrett,Introduction to Programming with MATLAB 
MATH,2414,013,,3,2,4,6,1,2,4,5,,1,1,7,1,"Zhang, Yi",,,,,,yxz180069,yi zhang,Integral Calculus 
MATH,2417,009,7,2,6,1,3,4,1,1,7,,,1,3,1,"Ding, Hui",,,,,,hxd162130,hui ding,Calculus I 
NATS,1101,001,29,3,1,1,2,,,1,,,,,,0,"Goeckner, Matthew",,,,,,goeckner,matthew goeckner,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,004,23,12,,,1,,,,,,1,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,005,31,2,1,,,,1,,1,,,,1,0,"Biedebach, Jacob",,,,,,jxb190024,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,006,16,10,3,,4,1,,,2,,,,1,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,009,,33,,2,1,,,1,,,,,,0,"Meedel, Jennifer",,,,,,jxm168030,,Natural Sciences and Mathematics Freshman Seminar 
NATS,1101,012,17,15,3,1,1,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Natural Sciences and Mathematics Freshman Seminar 
ACN,6341,0W1,1,35,1,,,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,Human Computer Interactions I 
OB,6301,XS1,,15,19,1,1,,,,,,,,1,0,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,
ATCM,1100,005,26,3,4,,,3,,,,,,2,,0,"Camacho, Christopher J","Beverly, Diamond E","Flores, Carlin E",,,,cjc043000,christopher camacho,First Year Seminar 
ACN,6346,001,,25,4,2,1,2,1,,,,,,,3,"Thompson, Lucien",,,,,,tres,lucien thompson,Systems Neuroscience 
PSY,4323,001,4,3,2,7,5,6,3,4,,2,,,1,1,"Park, Jiyoung",,,,,,jxp176330,jiyoung park,Cultural Diversity and Psychology 
PSY,4344,001,14,11,5,1,1,5,1,,,,,,,0,"Ward, Felicia",,,,,,few160030,felicia ward,Child Psychopathology 
BMEN,2320,002,11,5,1,3,4,3,1,1,2,4,1,,2,0,"Fey, Nicholas","Childress, Joshua",,,,,nxf160530,nicholas fey,Statics 
CE,4348,501,,10,,,12,,,15,,,,,1,0,"Goodrum, Richard A","Eltigani Osman Abaker, Mohamedelfatih",,,,,rag150330,richard goodrum,Operating Systems Concepts 
CS,1337,001,7,5,8,5,1,1,1,1,3,,3,,3,0,"Dollinger, Scott M",,,,,,smd013000,scott dollinger,Computer Science I 
CS,4337,001,12,3,3,3,6,3,2,,1,,,,4,1,"Karami, Gity","Wang, Yigong",,,,,gxk180009,gity karami,Organization of Programming Languages 
CS,6314,001,,18,10,8,1,,,1,,,,,,0,"Yuruk, Nurcan","Yadlapalli, Yaswanth",,,,,nxy140530,nurcan yuruk,Web Programming Languages 
MECH,2340,001,17,12,4,4,1,,,,,,,,,0,"Fey, Ann Majewicz","Madera, Jonathan","Zheng, Yi",,,,axm141231,,Circuits and Applied Electronics 
MECH,3105,101,3,9,6,4,6,5,,,3,,,1,,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
ECON,4302,001,4,6,6,5,3,8,3,1,,,1,,1,0,"Giertz, Seth","Yue, Wanwan","Choi, Soohyun",,,,sxg154831,seth giertz,Urban and Regional Economics 
ECON,4310,001,2,7,1,6,18,,2,,,,,,,2,"Arce, Daniel G",,,,,,dga071000,daniel arce,Managerial Economics 
HLTH,4306,001,10,4,8,1,2,8,1,1,,,1,2,,0,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
ACCT,3350,002,12,3,3,2,5,1,1,3,,2,4,1,1,0,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation 
ACCT,4334,501,,9,,,13,,,13,,,1,,,2,"Linsteadt, Chris C","Sauer, Ashlyn M",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6301,XS1,,6,14,9,5,4,,,,,,,,0,"Ali, Ashiq","Nathan, Brad",,,,,axa042200,ashiq ali,
BA,1100,016,,8,,,2,,,3,,,4,,21,0,"Henderson, Tom",,,,,,txh093000,tom henderson,Business Basics 
BUAN,6335,501,,33,4,,,,,,,,,,,1,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,,rln130030,ravishankar narayan,Organizing for Business Analytics Platforms 
BUAN,6357,002,,6,10,8,7,6,,,,,,,,1,"Chatterjee, Sourav","Mehta, Sameer","Rajendran, Adityan",,,,sxc180075,sourav chatterjee,Advanced Business Analytics with R 
FIN,3320,010,2,4,2,8,,3,4,2,2,2,4,,4,1,"Cordell, David M","Abondo Otounga, Tomy Shelby J",,,,,dmc012300,david cordell,Business Finance 
FIN,3350,002,1,3,15,2,5,6,2,2,,,1,,1,0,"Anderson, Frank W",,,,,,fwa012000,,Financial Markets and Institutions 
FIN,4300,003,,8,1,1,6,2,2,7,,,6,2,3,0,"Wei, Kelsey D","Lee, Pil-Seng",,,,,kdw061000,kelsey wei,Investment Management 
FIN,6310,501,,13,5,9,7,2,,,,,,,1,1,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu,Investment Theory and Practice 
IMS,3310,HON,5,5,4,18,4,1,,1,,,,,,0,"Hazzard, Charles F","Mohod, Vaishnavi A",,,,,cxh056000,charles hazzard,International Business 
IMS,6304,501,,17,,1,20,,,,,,,,,0,"Peng, Mike","Neumannova, Anita",,,,,mxp059000,mike peng,International Business Management 
ITSS,4343,001,1,3,5,5,14,3,4,,,,2,,,1,"Subramoniam, Ramesh","Pandita, Binny",,,,,rxs179630,ramesh subramoniam,Integrated SCM Information Systems 
MECO,6303,XS1,,9,15,4,4,3,2,1,,,,,,0,"Kiser, Stephen L","Kadiwala, Shermin R",,,,,slk012100,stephen kiser,
MIS,6302,0W1,,11,20,6,,,,1,,,,,,0,"Majumdar, Sumit K","Mishra, Sailendra P",,,,,skm021100,sumit majumdar,Managing Digital Strategy 
MIS,6330,001,,14,9,14,1,,,,,,,,,0,"Lahiri, Atanu","Kapadia, Hemanshu M",,,,,axl144730,atanu lahiri,Cybersecurity Fundamentals 
MIS,6356,502,,10,7,7,11,2,1,,,,,,,0,"Chatterjee, Sourav","Jadhav, Sharvari Vikas",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
MKT,4330,0W2,5,4,6,3,4,5,,1,,4,,3,2,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4380,002,2,31,3,,1,,,,,,,,1,0,"Haworth, Julie B",,,,,,haworth,julie haworth,Capstone Course in Marketing 
MKT,6342,501,,15,6,9,8,,,,,,,,,0,"Kavanaugh, Jeff L",,,,,,jlk160030,jeff kavanaugh,Marketing Customer Insights Development 
OPRE,6301,XS1,,22,6,3,3,3,,1,,,,,,0,"Bush, Rhonda L",,,,,,,rhonda bush,
BIOL,2111,008,5,7,1,4,4,2,,8,2,2,1,1,1,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Introduction to Modern Biology Workshop I 
BIOL,3355,502,18,12,1,,4,2,,,,,1,,,0,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Clinical Pathophysiology 
MATH,2413,029,2,,3,5,3,2,3,2,1,2,4,2,7,2,"Chika, Charles E",,,,,,cec140330,charles chika,Differential Calculus 
MATH,2417,005,8,2,,5,4,3,,1,3,,1,1,10,0,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
STAT,4351,502,12,6,2,1,3,3,2,,,,4,,4,1,"Tang, Chuan-Fa","Koshevnik, Yuly","Zhou, Qinyi",,,,cxt190011,chuan fa tang,Probability 
ARHM,3342,002,2,13,11,3,4,,1,1,1,,,,2,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,Advanced Interdisciplinary Studies in the Arts and Humanities 
