Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ATCM,2302,003,7,6,2,5,2,,1,,,,,,,,1,,1,"Minnish, Roxanne W","Beverly, Diamond E",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,004,9,5,4,2,1,1,1,,,,,,,,1,,1,"Minnish, Roxanne W","Beverly, Diamond E",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,005,7,10,2,2,1,1,,,1,,,,1,,,,0,"Alzate Mora, Catalina",,,,,,cxa170830,catalina alzate,Design I 
ATCM,2302,006,6,1,6,3,1,1,1,,2,,1,1,,,2,,0,"Asgharpour, Maedeh",,,,,,mxa180053,maedeh asgharpour,Design I 
ATCM,2302,007,3,4,6,2,4,,,1,,,,,2,,,,2,"Flores, Carlin E",,,,,,cef140030,,Design I 
ATCM,2302,501,6,3,2,1,4,,,1,,1,,1,4,,,,2,"Gonzalez, Isi J",,,,,,ijg190000,isi gonzalez,Design I 
ATCM,2302,502,2,6,2,1,6,,,2,,,,4,2,,,,0,"Paiva Homsi, Murilo",,,,,,mxp166130,,Design I 
ATCM,2303,001,3,46,25,8,7,6,1,,,,1,,,1,,,2,"Oropallo, Kara I","Jones, Jazmine Q","Boyd, Elizabeth",,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,002,20,28,26,10,4,1,2,2,,1,1,1,,1,,,3,"Boyd, Elizabeth","Pietsch, Samuel R","Oropallo, Kara I",,,,esp041000,elizabeth boyd,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2310,001,61,36,24,21,12,18,8,8,6,3,1,2,9,1,7,,22,"Salter, Monika M","Lewis, Timothy M","McCord, Peter A","Lim, Fengjie","Johnson, Casey A",,mxs176131,monika salter,Animation and Game Fundamentals 
ATCM,2315,001,9,14,18,11,6,4,2,,2,,3,1,5,,1,,4,"Veras de Souza, Christine","Bagherzadeh, Elmira",,,,,cxv180000,christine veras de souza,Animation Origins and Techniques 
ATCM,2320,001,,2,6,4,4,4,1,1,,,,,1,,2,,5,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Critical Media Research Foundations 
ATCM,2321,001,,7,6,8,3,3,,2,,,,,,,,,1,"Sung, Wendy",,,,,,wxs172630,wendy sung,Reading Media Critically 
ATCM,2321,501,15,6,1,1,2,2,1,1,,,,,,,,,1,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen,Reading Media Critically 
ATCM,2322,001,15,8,2,1,2,2,,,,,,,,,,,0,"Wu, Hong An",,,,,,hxw173930,hong an wu,
ATCM,2335,501,,17,,4,3,,,2,,,1,,,1,1,,1,"Stewart, Michael C",,,,,,mxs128231,michael stewart,Internet Studio I 
ATCM,2335,502,5,5,11,1,2,1,1,1,1,,,,2,,,,1,"Starzer, Kenneth W",,,,,,kws042000,ken starzer,Internet Studio I 
ATCM,2335,503,2,1,3,4,4,1,1,3,,,1,,3,2,2,,3,"Chiu, Yu-Kwong",,,,,,yxc161331,yu kwong chiu,Internet Studio I 
ATCM,2345,001,5,3,4,2,2,4,,,1,1,,,3,1,1,,3,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,002,8,9,5,,,,2,,,1,,1,1,,,,2,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,003,5,4,2,1,2,1,1,1,,,,,4,,,,7,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2355,001,9,2,2,2,1,,2,,,,,,2,,,,3,"Scott, Andrew F",,,,,,afs140330,andrew scott,Survey of Digital Fabrication 
ATCM,3301,001,,7,8,2,2,,,,,,,,,,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla,Writing for ATEC 
ATCM,3301,002,,9,5,1,,1,1,,1,,,,,,,,1,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla,Writing for ATEC 
ATCM,3301,003,,1,4,4,3,2,,,,,1,,1,,1,,3,"Imaoka, Laura","Andic, Atanur",,,,,lxi170030,laura imaoka,Writing for ATEC 
ATCM,3301,004,,2,3,3,,1,1,3,,,1,2,3,,,,0,"Ferreira de Souza, Leticia",,,,,,lxf161030,leticia ferreira de souza,Writing for ATEC 
ATCM,3301,005,1,5,6,3,2,1,,,1,,,,,,,,0,"Field, Jamie M",,,,,,jmf094020,jamie field,Writing for ATEC 
ATCM,3301,501,,6,4,2,1,,1,1,1,1,,1,1,,,,0,"Mallory, Stephen R",,,,,,srm140030,stephen mallory,Writing for ATEC 
ATCM,3301,502,1,2,4,5,2,1,1,,,,,,1,,,,2,"Ramakrishnan, Sharathchandra",,,,,,sxr178530,sharathchandra ramakrishnan,Writing for ATEC 
ATCM,3301,503,2,4,3,1,2,2,,2,1,,1,,,,,,1,"Rheams, David C",,,,,,dcr093020,david rheams,Writing for ATEC 
ATCM,3301,504,3,3,2,2,1,2,,,1,1,1,,,1,1,,1,"Rheams, David C",,,,,,dcr093020,david rheams,Writing for ATEC 
ATCM,3303,001,5,11,5,1,,,,1,,,,,,,,,0,"Oropallo, Kara I",,,,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication II 
ATCM,3305,001,,2,3,3,4,5,3,3,,,,,3,2,,,2,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation I 
ATCM,3305,002,,,7,7,2,4,1,2,3,,,2,1,1,,,0,"McComber, Sean",,,,,,sxm129130,sean mccomber,Computer Animation I 
ATCM,3305,003,,1,4,3,4,2,,2,2,,,,2,,1,,8,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation I 
ATCM,3306,001,3,2,2,3,3,3,1,1,4,,2,,2,,,,4,"Salter, Monika M",,,,,,mxs176131,monika salter,Modeling and Texturing I 
ATCM,3306,002,,3,1,5,3,2,,3,1,,2,1,1,,1,,6,"Johnson, Casey A",,,,,,caj150430,casey johnson,Modeling and Texturing I 
ATCM,3306,003,2,5,5,3,3,3,1,,2,1,,,1,1,1,,2,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd,Modeling and Texturing I 
ATCM,3307,001,,2,10,3,3,2,2,1,,,,1,1,1,1,,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3307,002,2,3,1,1,5,3,2,,,,2,,1,,,,9,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Lighting and Composition I 
ATCM,3308,001,,,2,1,1,1,1,,2,,,1,4,,1,,4,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ATCM,3308,002,4,1,3,,,2,1,2,1,,,,5,,3,,6,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Rigging I 
ATCM,3309,001,,3,3,1,6,1,1,1,,,1,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter,Visual Story I 
ATCM,3310,001,,2,,1,2,2,1,1,,,1,,1,1,,,3,"Kitagawa, Midori",,,,,,mxk047100,,Procedural Animation 
ATCM,3311,001,5,1,4,,2,1,1,1,1,,,2,3,,2,,5,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Animation 
ATCM,3311,002,,7,3,3,,,2,2,2,1,,2,2,,1,,3,"Johnson, Casey A",,,,,,caj150430,casey johnson,Scripting for Animation 
ATCM,3312,001,1,2,4,1,1,,,2,1,,1,,1,2,,,2,"Salter, Monika M",,,,,,mxs176131,monika salter,Surfacing and Shading I 
ATCM,3320,001,3,5,2,4,3,3,,3,1,1,1,,1,1,,,2,"Cooley, Heidi",,,,,,hxc176430,heidi cooley,Critical Media Theories 
ATCM,3321,001,,10,4,2,3,1,,4,,,1,,3,1,1,,0,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan rodriguez,Networked Identities 
ATCM,3325,001,,11,4,4,1,2,1,2,,,1,,4,,,,0,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan rodriguez,Global Media Cultures 
ATCM,3330,001,1,9,12,6,1,,,,,,,,,,,,2,"Burrough, Xtine",,,,,,cxb153930,xtine burrough,Digital Art and Social Practice 
ATCM,3335,001,2,6,2,4,2,3,1,1,,,,1,1,2,1,,4,"Kane, Simon A",,,,,,sak043000,simon kane,Internet Studio II 
ATCM,3336,001,3,12,3,2,4,2,,,1,,1,,1,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3336,002,11,10,3,,4,1,,,,,,1,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3336,501,2,10,8,2,3,1,,,1,,,,1,,,,2,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3336,503,2,8,5,4,3,3,,,,,2,,2,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3337,001,16,9,1,1,1,,,,,,,,2,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3337,002,11,12,2,2,3,,,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3337,003,12,7,1,,1,,,,,,,,4,,1,,3,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3338,001,12,3,2,2,3,2,1,1,,,,,,1,1,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Motion Graphics I 
ATCM,3338,002,13,2,2,3,1,3,,,,,,1,2,,,,2,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Motion Graphics I 
ATCM,3340,001,17,4,2,1,4,1,1,,1,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3340,002,13,5,5,,3,3,,,,,,,,,,,1,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3340,003,13,5,1,1,3,2,2,1,,,,,1,,,,1,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3340,004,17,8,1,1,,1,,1,1,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3346,001,1,4,5,,,,,1,,,,,1,1,,,1,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab I 
ATCM,3350,001,4,5,1,1,2,3,4,5,,,,1,1,,,,1,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Digital Video Production I 
ATCM,3350,002,9,8,2,1,2,1,,,1,1,3,,1,,,,1,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Digital Video Production I 
ATCM,3350,003,7,9,2,2,3,1,,,,2,1,,2,,,,1,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,004,7,7,5,2,1,3,,,1,,1,,1,,2,,0,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,005,6,4,1,4,,1,1,,3,,,2,3,,2,,3,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3365,002,7,7,6,1,1,2,,,,,,,,,1,,4,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design I 
ATCM,3366,001,14,3,2,,4,,,,1,1,1,,,,,,0,"Wu, Hong An",,,,,,hxw173930,hong wu,Game Studies I 
ATCM,3366,002,,29,1,,,,,,,,,,,,,,0,"Evans, Monica J",,,,,,mevans,monica evans,Game Studies I 
ATCM,3367,002,2,6,8,2,3,2,,2,,,1,,1,,,,3,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Level Design I 
ATCM,3368,001,5,4,2,,2,2,3,,1,2,1,,3,,,,5,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Games I 
ATCM,3368,002,4,5,5,1,1,3,1,1,2,1,1,1,1,1,1,,1,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games I 
ATCM,3369,001,,29,2,,,1,,,,,,,1,,,,1,"Evans, Monica J",,,,,,mevans,monica evans,Games and Narrative I 
ATCM,3370,001,5,5,6,2,2,2,,1,,,,,2,,3,,2,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments I 
ATCM,3372,001,3,9,,1,4,,,2,,,,,2,,1,,1,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Games 
ATCM,3388,502,3,20,10,12,12,10,3,3,2,3,3,,3,2,1,,6,"Bell, Elizabeth A","Irby, Cameron L","Whitlock, Kathryn",,,,lxb032000,elizabeth bell,Attitudes and Behaviors 
ATCM,4305,001,,3,4,2,3,2,,,1,1,,,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation II 
ATCM,4306,001,5,4,2,2,1,1,1,,,,,,,,1,,1,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd,Modeling and Texturing II 
ATCM,4308,001,1,4,4,2,1,1,1,,,,,,,1,1,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar,Rigging II 
ATCM,4314,001,2,3,2,2,,1,2,1,,,1,,1,,,,2,"Salter, Monika M",,,,,,mxs176131,monika salter,Character Effects 
ATCM,4317,001,,20,,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,,kio160030,kara oropallo,Animation Lab II 
ATCM,4317,002,,18,,1,,,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord,Animation Lab II 
ATCM,4319,001,,2,4,1,4,3,2,,,,,,,,1,,1,"McComber, Sean",,,,,,sxm129130,sean mccomber,Topics in Animation 
ATCM,4319,002,7,3,,1,1,,,,,,,,,,,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Topics in Animation 
ATCM,4319,003,3,6,6,3,2,3,,3,2,,1,,1,1,,,0,"Veras de Souza, Christine","Bagherzadeh, Elmira",,,,,cxv180000,christine veras de souza,Topics in Animation 
ATCM,4338,001,,7,5,3,2,5,2,,,,,,2,,,,4,"Farrar, Eric T","Doust-Haghighi, Elham",,,,,etf091000,eric farrar,Motion Graphics II 
ATCM,4346,001,,5,9,,,2,,,,,,,,,,,0,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab II 
ATCM,4350,001,17,6,1,,1,,,2,1,,,,2,,,,0,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt,Digital Video Production II 
ATCM,4364,001,1,18,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,,dxt023000,,Topics in Design and Production 
ATCM,4365,001,6,7,1,,,2,,,,,,,1,,,,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ATCM,4365,002,6,4,2,3,,,1,,,,,,1,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ATCM,4367,001,2,3,5,2,1,1,,1,1,,,1,1,,,,1,"Chandler, Adam W",,,,,,awc051000,adam chandler,Level Design II 
ATCM,4368,001,3,4,6,3,3,,1,2,,,,1,,,2,,2,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games II 
ATCM,4376,001,22,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Game Production Lab I 
ATCM,4377,001,20,,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Production Lab II 
ATCM,4384,001,,19,,,12,,,7,,,,,2,2,1,,2,"Lester, Paul",,,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4384,002,,13,,,19,,,5,,,,,5,,,,6,"Lester, Paul",,,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4384,003,,16,,,16,,,3,,,2,,2,,2,,6,"Lester, Paul",,,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4397,002,2,9,2,1,7,,,,,,,,,,,,1,"Wood, Harold G",,,,,,hgw021000,harold wood,Senior Seminar 
ATCM,4397,004,6,1,2,3,2,1,2,1,,,1,2,,,1,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Senior Seminar 
ATCM,4397,005,,14,,,5,,,1,,,1,,1,,,,2,"Stewart, Michael C",,,,,,mxs128231,michael stewart,Senior Seminar 
ATCM,4397,006,17,6,2,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,,kio160030,kara oropallo,Senior Seminar 
ATCM,6000,001,,,,,,,,,,,,,,,,20,0,"Nadin, Mihai",,,,,,mxn044000,mihai nadin,ATEC Dean s Colloquium 
ATCM,6300,001,,13,3,,2,,,1,,,,,,,,,0,"Knight, Kim A",,,,,,kak102020,kim knight,Approaches to Arts  Technology  and Emerging Communication 
ATCM,6313,001,,10,,,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter,Animation Project Development 
ATCM,6322,001,,10,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,,dxt023000,,Experimental Interactive Media 
ATCM,6325,501,,3,7,,,,,,,,,,,,,,0,"Malina, Roger F",,,,,,rxm116130,,Arts  Science  and Humanities 
ATCM,6377,001,,9,2,,,,,,,,,,,,,,0,"Burrough, Xtine",,,,,,cxb153930,xtine burrough,Creativity as Social Practice 
AUD,6113,001,,,,,,,,,,,,,,,,25,0,"Roeser, Ross J",,,,,,roeser,,Grand Rounds 
AUD,6114,001,,13,,,,,,,,,,,,,,,0,"Thibodeau, Linda K","Hairston, Audrey N","Tangerino De Souza Jacob, Regina",,,,thib,linda thibodeau,Instrumentation 
AUD,6303,001,,12,1,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,,Hearing Science 
AUD,6305,001,,9,3,,,,,,,,,,,,,,0,"Le Prell, Colleen G","Cochran, Aaron W",,,,,cgl150030,,Anatomy and Physiology of Audition 
AUD,6310,001,,11,,,,,,,,,,,,,,,0,"Roeser, Ross J",,,,,,roeser,,Advanced Clinical Audiology 
AUD,6V20,102,,12,2,,,,,,,,,,,,,,0,"Clark, Jackie L","Warner-Czyz, Andrea D","Evans, Delaney L","Trevino, Monica",,,jclark,jackie clark,Laboratory Procedures in Audiology and Hearing Science 
AUD,7253,001,,12,,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,,skg180000,,Clinical Electrophysiology 
AUD,7324,001,,8,6,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D","Evans, Delaney L","Thibodeau, Linda K",,,,adw052000,andrea warner czyz,Seminar in Cochlear Implants and Technology for Persons with Hearing Impairments 
AUD,7327,001,,15,,,,,,,,,,,,,,,0,"Clark, Jackie L","Trevino, Monica",,,,,jclark,jackie clark,Evaluation and Fitting of Amplification Systems 
AUD,7338,001,,7,5,1,,,,,,,,,,,,,0,"Cokely, Carol G","Escabi, Celia D",,,,,cgc016200,,Research in Audiology 
BA,1100,001,,4,1,3,3,,4,1,2,1,1,1,4,1,,,2,"Henderson, Tom",,,,,,txh093000,tom henderson,Business Basics 
BA,1320,001,1,7,4,5,9,,3,,,,2,,4,9,1,,0,"Blueshtein, Moran","Hamzeh, Alireza",,,,,mxb135230,moran blueshtein,Business in a Global World 
BA,1320,501,5,10,13,5,5,4,2,1,,1,,,,2,1,,1,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,Business in a Global World 
BA,4101,001,,15,,,,,,,,,,,,,,,0,"Knox, Alan R",,,,,,alan1,,Careers in Management 
BA,4V00,001,,12,1,,,,,,,,,,,1,,,0,"Lewin, Peter","Villarreal, Pamela A",,,,,plewin,peter lewin,Special Topics 
BA,4V00,002,,12,,1,,,,,,,,,,1,,,0,"Lewin, Peter","Villarreal, Pamela A",,,,,plewin,peter lewin,Special Topics 
BBSU,1100,001,25,3,2,1,1,1,,,,,,,3,1,,,0,"Hamilton, Anna L",,,,,,alh200000,anna hamilton,First Year Seminar 
BBSU,1100,002,28,1,3,1,1,2,3,1,2,,,2,2,,1,,0,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton,First Year Seminar 
BBSU,1100,003,35,3,1,1,1,,,1,1,,,1,1,,,,1,"Jackson, Kevin",,,,,,kxj162930,kevin jackson,First Year Seminar 
BBSU,1100,004,34,1,2,,1,,,,,,,,1,,,,0,"Jackson, Kevin",,,,,,kxj162930,kevin jackson,
BBSU,1100,005,34,8,2,,,,1,,,1,,,2,2,,,1,"Balusek, Robert S",,,,,,rsb190004,,First Year Seminar 
BBSU,1100,006,21,7,5,,4,,1,,,,,,1,1,3,,2,"Grimmer, Leslie A",,,,,,lag190011,,First Year Seminar 
BBSU,1100,009,23,5,3,1,2,1,1,,,1,2,1,,,,,4,"Hamilton, Anna L",,,,,,alh200000,anna hamilton,First Year Seminar 
BBSU,1100,010,25,1,2,,,1,,2,1,,,1,,,,,0,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton,
BBSU,1100,011,33,1,1,1,1,2,,,,,2,,2,,1,,1,"Ritchie, Kathleen",,,,,,kxr180017,,First Year Seminar 
BBSU,1100,012,27,2,2,,1,,1,,2,,,,,,1,,0,"Ritchie, Kathleen",,,,,,kxr180017,,First Year Seminar 
BCOM,1300,002,2,5,4,3,,4,4,,1,,1,2,2,11,3,,0,"Lookadoo, Kathryn","Ward, Hannah","Tanabe, Takuma",,,,kxl164330,kathryn lookadoo,Introduction to Professionalism and Communication in Business 
BCOM,1300,003,4,21,5,2,3,1,1,,1,,,,,4,,,1,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,,mxa087100,mehrzad ahlberg,Introduction to Professionalism and Communication in Business 
BCOM,1300,004,,21,1,3,2,,,,,,,,4,3,4,,2,"Henderson, Tom",,,,,,txh093000,tom henderson,Introduction to Professionalism and Communication in Business 
BCOM,1300,005,,2,6,2,,4,1,1,1,,,,2,2,,,2,"Lookadoo, Kathryn","Ward, Hannah","Tanabe, Takuma",,,,kxl164330,kathryn lookadoo,Introduction to Professionalism and Communication in Business 
BCOM,1300,006,2,8,7,7,5,,,1,,,,,2,8,1,,0,"McCrady, Victoria D","Ward, Hannah",,,,,vdm130030,victoria mccrady,Introduction to Professionalism and Communication in Business 
BCOM,1300,007,,3,6,2,4,4,4,1,,2,2,1,2,6,2,,1,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,,kxl164330,kathryn lookadoo,Introduction to Professionalism and Communication in Business 
BCOM,1300,008,6,18,7,,4,1,,1,2,,,,1,1,,,1,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,,mxa087100,mehrzad ahlberg,Introduction to Professionalism and Communication in Business 
BCOM,1300,009,,6,13,7,2,,,1,,,,,,9,3,,0,"McCrady, Victoria D","Ward, Hannah",,,,,vdm130030,victoria mccrady,Introduction to Professionalism and Communication in Business 
BCOM,1300,010,,4,10,6,6,3,,1,1,,,,2,3,2,,1,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Introduction to Professionalism and Communication in Business 
BCOM,1300,011,1,9,7,7,3,2,,1,,,1,,1,9,,,1,"McCrady, Victoria D","Ward, Hannah",,,,,vdm130030,victoria mccrady,Introduction to Professionalism and Communication in Business 
BCOM,1300,013,2,3,7,3,9,3,,1,2,,,,1,7,,,2,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,,kxl164330,kathryn lookadoo,Introduction to Professionalism and Communication in Business 
BCOM,1300,014,2,6,11,5,2,3,,1,,,1,,1,8,1,,1,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Introduction to Professionalism and Communication in Business 
BCOM,1300,015,1,,3,3,4,5,3,1,5,,1,1,4,5,1,,4,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,,kxl164330,kathryn lookadoo,Introduction to Professionalism and Communication in Business 
BCOM,1300,016,1,6,11,4,6,4,2,1,,1,1,,,2,2,,1,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Introduction to Professionalism and Communication in Business 
BCOM,1300,017,1,4,4,10,1,4,,1,2,,,,2,3,1,,1,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Introduction to Professionalism and Communication in Business 
BCOM,1300,018,,10,10,3,2,2,1,,1,,,,,4,,,1,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Introduction to Professionalism and Communication in Business 
BCOM,1300,503,,4,10,1,5,1,,,,1,,1,2,6,3,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Introduction to Professionalism and Communication in Business 
BCOM,3100,003,,5,10,2,5,1,1,1,,1,1,,1,2,3,,0,"Brown, Ryan",,,,,,rxb200033,,Professional Development 
BCOM,3100,008,1,8,12,3,2,3,1,1,,,,,3,2,,,2,"Brown, Ryan",,,,,,rxb200033,,Professional Development 
BCOM,3200,001,4,19,13,4,4,1,2,1,1,,,,1,3,,,0,"Brown, Ryan",,,,,,rxb200033,,Introduction to Business and Professional Development 
BCOM,3200,002,7,10,9,3,7,2,3,4,1,,,,1,4,2,,2,"Newcomb, Rebecca G",,,,,,rgn100020,rebecca newcomb,Introduction to Business and Professional Development 
BCOM,3200,5E1,10,24,6,3,4,1,,,,,,,1,2,,,2,"Smallwood, James E",,,,,,jes094020,james smallwood,Introduction to Business and Professional Development 
BCOM,3300,001,4,8,3,5,8,9,2,,5,,1,1,3,7,1,,1,"Watson, John M","Torteya, Diana E",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,004,,1,11,7,6,6,2,2,4,1,1,,6,7,2,,1,"Fitzmaurice, Megan I",,,,,,mif200001,megan fitzmaurice,Professionalism and Communication in Business 
BCOM,3300,006,4,14,11,7,,7,3,,2,,2,,1,5,1,,0,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,,mxa087100,mehrzad ahlberg,Professionalism and Communication in Business 
BCOM,3300,007,1,8,9,6,13,5,4,1,,,,,2,5,1,,3,"Watson, John M","Torteya, Diana E",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,008,1,22,14,4,6,1,1,2,,,,,,4,,,1,"Smallwood, Margaret G","Fry, Jennifer L","Ciovacco, Marisol A",,,,meg012400,margaret smallwood,Professionalism and Communication in Business 
BCOM,3300,009,1,13,5,7,13,5,3,,1,1,,1,2,6,,,0,"Watson, John M","Torteya, Diana E",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,011,4,18,12,6,6,2,1,1,1,1,,,,2,,,3,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood,Professionalism and Communication in Business 
BCOM,3300,012,,4,10,8,2,10,2,,2,,,,,9,3,,3,"Fitzmaurice, Megan I",,,,,,mif200001,megan fitzmaurice,Professionalism and Communication in Business 
BCOM,3300,013,1,4,10,4,10,4,4,3,3,,,,2,8,1,,3,"Lawson, Kristen A","Torteya, Diana E",,,,,kal110030,kristen lawson,Professionalism and Communication in Business 
BCOM,3300,014,3,13,7,3,10,8,1,1,1,,,1,4,1,2,,1,"Watson, John M","Torteya, Diana E",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,017,1,6,5,5,6,5,1,3,2,2,1,,6,6,3,,6,"Walton, Michaella",,,,,,mrw170730,,Professionalism and Communication in Business 
BCOM,3300,501,2,5,9,7,5,3,5,4,2,,,,2,3,4,,3,"Lawson, Kristen A","Torteya, Diana E",,,,,kal110030,kristen lawson,Professionalism and Communication in Business 
BCOM,3310,001,,6,9,9,5,2,1,1,,1,,,3,5,,,4,"Armstead, Erica",,,,,,exa190018,erica armstead,Business Communication 
BCOM,3310,002,1,11,12,7,3,2,1,,,,,,1,7,1,,0,"Kim, Hyun Jung",,,,,,hxk190024,soo jung kim,Business Communication 
