Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,2301,502,5,10,5,5,3,3,3,,,,1,,2,,,,,,"Shivaani, MV",,,,,,fxm200017,mv shivanni,Introductory Financial Accounting 
ACCT,2301,HON,12,12,8,4,7,4,5,2,1,,2,1,,,,,1,,"Bortz, Tiffany A","Radhakrishnan, Shivani",,,,,tabortz,tiffany bortz,
ACCT,2302,001,1,8,,4,6,,1,5,,2,2,1,7,,,,3,,"Zolton, Kathy","Mogesie, Rahel G",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,002,4,15,,2,14,,1,8,,1,1,2,3,,,,4,,"Zolton, Kathy","Mogesie, Rahel G",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,003,14,6,3,9,5,4,8,2,4,1,,1,,,,,3,,"Copat, Rafael","Mariano, Dylan N",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,004,15,9,4,11,2,4,3,5,2,,1,3,,,,,,,"Copat, Rafael","Mariano, Dylan N",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,005,3,14,6,5,11,3,4,3,,2,,,2,,,,6,,"Natarajan, Ramachandran","Parupati, Sunil K",,,,,nataraj,ramachandra natarajan,Introductory Management Accounting 
ACCT,2302,006,19,6,6,4,6,5,8,1,,2,1,,,,,,2,,"Copat, Rafael","Mariano, Dylan N",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,007,23,5,7,3,7,5,1,2,1,,2,3,,,,,1,,"Kim, Tae Wook","Banik, Dipta",,,,,txk230025,tae kim,Introductory Management Accounting 
ACCT,2302,501,18,3,5,6,6,7,,1,2,1,1,1,2,,,,1,,"Kim, Tae Wook","Banik, Dipta",,,,,txk230025,tae kim,Introductory Management Accounting 
ACCT,3101,PPA,,,,,,,,,,,,,,75,,,,,"Bortz, Tiffany A","Goel, Simran",,,,,tabortz,tiffany bortz,
ACCT,3312,001,12,16,10,5,7,2,6,,,,1,,,,,,,,"Johnson, Jennifer G","Surani, Sanya R",,,,,jxj091000,jennifer johnson,Fundamentals of Accounting Analytics 
ACCT,3322,001,3,3,3,5,10,2,2,6,,,2,,3,,,,3,,"Goodrich, Mary Beth W","Patne, Saylee Pramod",,,,,goodrich,mary beth goodrich,Accounting Transaction Processing and Control 
ACCT,3331,001,16,8,4,12,4,5,4,3,,2,,,,,,,2,,"Zhou, Yibin","Kwon, Yeongmin",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,002,,16,,,18,,,20,,,3,,1,,,,1,,"Zhang, Yuan","Tazhibayev, Galymzhan",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3331,003,9,5,4,6,2,8,5,5,,6,4,,2,,,,3,,"Zhou, Yibin","Kwon, Yeongmin",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,2,4,1,4,7,6,5,12,5,1,1,,,,,,2,,"Solcher, Steven J","Lipinski, Alisa A",,,,,sjs107020,steven solcher,Intermediate Financial Accounting I 
ACCT,3332,001,8,7,2,,10,,6,2,2,1,2,6,2,,,,5,,"Bortz, Tiffany A","Goel, Simran",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,,1,2,,2,2,2,4,5,,,2,1,,,,,,"Kromer, Jeffrey R","Goel, Simran",,,,,jrk013000,jeffrey kromer,Intermediate Financial Accounting II 
ACCT,3332,PPA,17,12,5,8,11,2,4,5,1,5,3,3,2,,1,,,,"Bortz, Tiffany A","Goel, Simran",,,,,tabortz,tiffany bortz,
ACCT,3341,001,2,13,7,14,11,4,5,,,,,,1,,,,3,,"Natarajan, Ramachandran","Parupati, Sunil K",,,,,nataraj,ramachandra natarajan,Cost Management Systems 
ACCT,3341,501,1,5,4,6,9,5,5,3,5,,,,2,,,,3,,"Natarajan, Ramachandran","Parupati, Sunil K",,,,,nataraj,ramachandra natarajan,Cost Management Systems 
ACCT,3350,001,7,6,13,6,8,1,,1,,,,,1,,,,3,,"Solcher, Steven J","Lipinski, Alisa A",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,3350,501,,6,7,5,12,9,6,3,2,3,,,2,,,,,,"Frost, Sandra M","Lipinski, Alisa A",,,,,sms151730,sandra frost,Fundamentals of Taxation 
ACCT,4301,501,2,,2,4,1,6,3,1,1,2,3,1,1,,,,,,"Hagen, John","Patel, Sakshi Jayesh",,,,,jch013200,john hagen,Database Systems 
ACCT,4302,PP2,,8,15,15,1,1,,,,,,,,,,,,,"Markov, Stanimir G","Kim, Jongha",,,,,sxm079200,stanimir markov,
ACCT,4302,PPA,,10,10,11,5,3,,,,,,,,,,,,,"Markov, Stanimir G","Kim, Jongha",,,,,sxm079200,stanimir markov,
ACCT,4334,001,,10,,,20,,,12,1,,1,,,,,,1,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,5,,,9,,,6,1,,1,,2,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,PPA,,23,,,42,,,10,,,2,,1,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,
ACCT,4336,001,6,2,9,11,7,5,3,2,,,,,2,,,,1,,"Solcher, Steven J","Lipinski, Alisa A",,,,,sjs107020,steven solcher,Financial Statement Analysis 
ACCT,4337,501,2,1,2,1,4,8,2,3,2,2,2,,3,,,,,,"Ballew, Gregory","Mogesie, Rahel G",,,,,geb011100,gregory ballew,Business Valuation 
ACCT,4340,001,23,9,3,2,,,3,1,,,1,1,1,,,,1,,"Johnson, Jennifer G","Surani, Sanya R",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
ACCT,4342,001,4,6,7,8,9,1,1,2,1,,1,,,,,,1,,"Johnson, Jennifer G","Surani, Sanya R",,,,,jxj091000,jennifer johnson,Accounting Information Systems and Financial Reporting 
ACCT,4342,501,,1,4,3,3,2,6,1,,,1,,,,,,,,"Kromer, Jeffrey R","Goel, Simran",,,,,jrk013000,jeffrey kromer,Accounting Information Systems and Financial Reporting 
ACCT,6202,0W1,,7,14,9,10,9,4,4,,,,,,,,,1,,"Janakiraman, Surya N","Banik, Dipta",,,,,suryaj,surya janakiraman,Accounting for Managerial Decision Making and Control 
ACCT,6202,GW1,,10,3,3,1,,,2,,,,,1,,,,1,,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6291,S91,,35,,,33,,,2,,,,,2,,,,,,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6301,001,,14,8,29,,,6,,,,,,,,,,,,"Li, Ningzhong","Kim, Jongha",,,,,nxl124130,ningzhong li,Financial Accounting 
ACCT,6301,0W1,,11,13,7,4,6,2,,,,,,3,,,,6,,"Ali, Ashiq","Kwon, Yeongmin",,,,,axa042200,ashiq ali,Financial Accounting 
ACCT,6301,501,,4,17,14,11,5,1,3,,,,,2,,,,2,,"Ballew, Gregory","Mogesie, Rahel G",,,,,geb011100,gregory ballew,Financial Accounting 
ACCT,6301,CH1,,28,1,,,,,,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,GW1,,17,5,3,,1,,,,,,,1,,,,,,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,MBC,,35,6,1,,2,,1,,,,,,,,,,,"Radhakrishnan, Suresh","Zhang, Ye",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,MBP,,20,,5,2,,,,,,,,,,,,3,,"Radhakrishnan, Suresh","Zhang, Ye",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,X01,,7,5,4,2,1,1,,,,,,,,,,2,,"Ali, Ashiq","Kwon, Yeongmin",,,,,axa042200,ashiq ali,
ACCT,6305,002,,5,5,9,3,2,3,,,,,,1,,,,1,,"Li, Ningzhong","Kim, Jongha",,,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6305,501,,11,6,13,4,5,3,,,,,,,,,,,,"Li, Ningzhong","Kim, Jongha",,,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6320,0W1,,2,3,3,2,1,2,,,,,,,,,,,,"Cavusoglu, Huseyin","Li, Baorui",,,,,huseyin,huseyin cavusoglu,Database Foundations 
ACCT,6321,S01,,4,2,4,,,,,,,,,,,,,1,,"Scott, James",,,,,,jas076100,james scott,
ACCT,6330,501,,15,,4,16,,,10,,,,,4,,,,1,,"Cready, William M","Parupati, Sunil K",,,,,wmc041000,william cready,Intermediate Financial Accounting I 
ACCT,6331,501,,7,11,9,8,6,2,2,,,,,1,,,,,,"Janakiraman, Surya N","Banik, Dipta",,,,,suryaj,surya janakiraman,Cost Accounting with Integrated Data Analytics 
ACCT,6332,5W1,,9,,,9,,,1,,,,,1,,,,,,"Zolton, Kathy","Yayvak, Berk",,,,,kxz121730,kathy zolton,Intermediate Financial Accounting II 
ACCT,6333,501,,14,,,11,,,4,,,,,,,,,1,,"Zolton, Kathy","Yayvak, Berk",,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6333,PPA,,20,,,11,,,3,,,,,,,,,1,,"Zolton, Kathy","Yayvak, Berk",,,,,kxz121730,kathy zolton,
ACCT,6334,0W1,,15,,,5,,,2,,,,,,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6335,0W1,,19,10,2,12,3,2,2,,,,,1,,,,,,"Bortz, Tiffany A","Radhakrishnan, Shivani",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6336,501,,11,7,7,4,,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
ACCT,6341,0W1,,24,4,6,9,1,,,,,,,,,,,,,"Goodrich, Mary Beth W","Patne, Saylee Pramod",,,,,goodrich,mary beth goodrich,Planning  Control and Performance Evaluation 
ACCT,6344,0W1,,11,17,7,8,2,3,1,,,,,,,,,1,,"Gurun, Umit G","Yayvak, Berk",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,6344,PPA,,20,37,2,,1,,,,,,,,,,,,,"Gurun, Umit G","Yayvak, Berk",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,6345,5W1,,4,4,2,1,,,,,,,,,,,,2,,"Janakiraman, Surya N","Banik, Dipta",,,,,suryaj,surya janakiraman,Business Valuation 
ACCT,6350,501,,15,14,5,,,,,,,,,,,,,,,"Solcher, Steven J","Lipinski, Alisa A",,,,,sjs107020,steven solcher,Fundamentals of Taxation I 
ACCT,6350,S01,,3,4,1,2,,,,,,,,,,,,,,"Frost, Sandra M","Lipinski, Alisa A",,,,,,sandra frost,
ACCT,6353,501,,6,16,9,1,,,,,,,,,,,,,,"Solcher, Steven J","Lipinski, Alisa A",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
ACCT,6354,501,,12,1,1,4,5,3,5,,,,,1,,,,,,"Hanna, Dave T",,,,,,dal166562,,Taxation and Planning of Pass-through Entities 
ACCT,6374,0W1,,9,16,7,4,,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Advanced Data Analytics for Accountants and Auditors 
ACCT,6380,501,,4,11,3,6,,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Internal Audit 
ACCT,6383,501,,3,,3,13,2,,,,,,,,,,,1,,"Bracy, Dana",,,,,,dxb016100,dana bracy,Fraud Examination 
ACCT,6386,001,,33,13,4,7,3,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Governance  Risk Management and Compliance 
ACCT,6392,501,,5,3,3,4,,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Advanced Auditing 
ACN,5312,001,,3,3,4,5,2,,,,,,,,,,,1,,"Fearon, Danielle","Leung, Carole",,,,,dxf220005,danielle fearon,Introductory Research Methods in Behavioral and Brain Sciences - Part I 
ACN,5312,002,,3,7,1,5,,,1,,,,,,,,,1,,"Fearon, Danielle","Latteri, Christopher W",,,,,dxf220005,danielle fearon,Introductory Research Methods in Behavioral and Brain Sciences - Part I 
ACN,6323,001,,12,,,,,,,,,,,,,,,,,"Rennaker, Robert L",,,,,,rlr091000,robert rennaker,Neurophysiology 
ACN,6330,001,,9,5,2,3,1,,1,,,,,,,,,1,,"Guo, Jiahui",,,,,,jxg230022,jiahui guo,Cognitive Science 
ACN,6338,001,,18,,,7,,,,,,,,1,,,,,,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana,Functional Neuroanatomy 
ACN,6340,001,,,3,2,,1,1,4,,,,,,,,,7,,"Gu, Zirong",,,,,,zxg230006,zirong gu,Cellular Neuroscience 
ACN,6341,0H1,,18,1,,,,,,,,,,,,,,,,"Orrick, Erika D",,,,,,edo042000,erika orrick,Foundations of Human-Computer Interaction 
ACN,6345,001,,4,3,1,1,1,,,,,,,1,,,,,,"Rodriguez, Christa M",,,,,,cmr067000,christa mcintyre rodriguez,Neurobiology of Learning and Memory 
ACN,6346,001,,22,,,5,,,1,,,,,,,,,1,,"Tavares Ferreira, Diana M",,,,,,dxt170008,diana tavares ferreira,Systems Neuroscience 
ACN,6348,501,,8,1,,1,,,,,,,,,,,,,,"Golden, Richard M",,,,,,golden,richard golden,Neural Net Mathematics 
ACN,6373,0W1,,26,,1,2,,,,,,,,,,,,1,,"Jaquez, Kathryn M",,,,,,kmo053000,,Intraoperative Neurophysiological Monitoring 
ACN,6395,001,,14,,,11,,,4,,,,,1,,,,,,"Wig, Gagandeep S",,,,,,gsw130130,gagan wig,Cognitive Psychology 
ACN,6V71,013,,,,,,,,,,,,,,,,,1,9,"Golden, Richard M",,,,,,golden,richard golden,
ACN,6V81,0H1,,5,3,3,1,,,,,,,,,,,,1,,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool,Special Topics in Applied Cognition and Neuroscience 
ACN,7364,001,,4,4,3,,,,,,,,,,,,,,,"Rugg, Michael D",,,,,,mdr104020,michael rugg,Cognitive Neuroscience of Human Memory 
ACTS,4303,001,1,2,1,1,1,1,3,2,2,1,1,,1,,,,,,"Humphreys, Natalia","Makhijani, Neha","Liu, Jingzhou",,,,nxm165130,neha makhijani,Long Term Actuarial Mathematics II 
ACTS,4304,001,2,1,1,2,3,4,2,,2,,,1,,,,,,,"Humphreys, Natalia","Zhao, Kun",,,,,nah103020,natalia humphreys,Short Term Actuarial Mathematics I 
ACTS,4307,001,4,9,3,2,,,,1,,,,,,,,,,,"Hong, Liang","Thomas, Yaga S",,,,,lxh019000,liang hong,Statistics for Risk Modeling 
ACTS,4308,001,3,1,2,3,,2,,1,2,2,,2,6,,,,,,"Humphreys, Natalia","Makhijani, Neha","Yang, Haopeng",,,,nxm165130,neha makhijani,Actuarial Financial Mathematics 
AHST,1304,001,23,28,31,7,4,5,2,6,2,1,,,1,,,,2,,"McDonald, Jacquelyn D","Dolatyari, Mahdi","Morgan, George D",,,,jmd074000,jacquelyn mcdonald,Survey of Western Art History  Renaissance to Modern 
AHST,1304,002,22,23,33,7,8,6,3,2,1,1,,,5,,,,3,,"McDonald, Jacquelyn D","Khoshniat, Ahmad","Harper, Joseph E",,,,jmd074000,jacquelyn mcdonald,Survey of Western Art History  Renaissance to Modern 
AHST,2331,001,22,48,31,22,13,13,5,6,2,,2,1,10,,,,3,,"Rosen, Mark S","Razzaque, Farzana A","Esmail, Fatima N","Kang, Kyul","Ghahari Kermani, Arash",,mxr088000,mark rosen,Understanding Art 
AHST,2331,HN1,,14,8,2,,,,,,,,,,,,,,,"Rosen, Mark S",,,,,,mxr088000,mark rosen,Understanding Art 
AHST,2331,HN2,7,14,,1,1,,,,,,,,,,1,,,,"Hofland, Amy L",,,,,,axh190029,amy hofland,Understanding Art 
AHST,3320,001,,2,4,2,11,3,1,3,,,,,,,,,,,"Doss, Erika",,,,,,exd230007,erika doss,Art in Historical Context 
AHST,3320,002,15,11,2,3,5,1,,,,,,,2,,,,,,"Alibhai, AliAsgar H",,,,,,aha180002,ali alibhai,Art in Historical Context 
AHTC,1100,001,,22,,,2,,,,,,1,,1,,,,,,"Hasan, Nasreen",,,,,,nxh080100,nasreen hasan,First Year Seminar 
AHTC,1100,002,16,5,,1,4,3,,,2,,,1,1,,,,,,"Crabtree, Jacob D",,,,,,jdc210005,,First Year Seminar 
AHTC,1100,003,1,2,2,4,1,,2,1,,,1,,1,,,,,,"Roberts, Jazzmyn C",,,,,,jcr210003,,First Year Seminar 
AHTC,1100,004,16,2,5,3,,1,,2,1,,,,2,,,,,,"Lara, Cynthia C",,,,,,cch170030,,First Year Seminar 
AHTC,1100,005,19,3,2,2,3,1,,3,,,,1,2,,,,,,"Marroquin, Irene",,,,,,ixm033000,irene marroquin,First Year Seminar 
AHTC,1100,0L1,15,,1,1,1,1,,,,1,1,,2,,,,,,"Lara, Cynthia C",,,,,,cch170030,,First Year Seminar 
AHTC,1100,0L2,9,,,3,3,4,,,,1,1,,2,,,,,,"Marroquin, Irene",,,,,,ixm033000,irene marroquin,First Year Seminar 
AHTC,1100,0L3,5,8,3,4,2,1,2,4,,,,,5,,,,,,"Roberts, Jazzmyn C",,,,,,jcr210003,,First Year Seminar 
AMS,2300,001,15,6,4,3,2,1,3,,,,,,,,1,,,,"Hammonds, Kyle",,,,,,kxh230016,kyle hammonds,American Popular Culture 
AMS,2341,001,1,9,16,11,15,4,,2,,,,,7,,,,2,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,2341,HN1,,11,5,2,3,,,,,,,,,,,,,,"Smith, Erin",,,,,,erins,erin smith,American Studies for the Twenty-First Century 
AMS,3316,0W1,16,8,4,1,3,3,1,1,1,,,,5,,1,,3,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
AMS,4300,5H1,4,3,1,4,,,1,,1,,,,,,,,,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross,Oral and Written Communication for the Classroom 
AMS,4305,5H1,,2,1,6,2,,,,,,,,,,,,,,"Cotton, Scott C",,,,,,sxc024200,scott cotton,World History for Teachers 
AMS,4379,0W1,10,9,4,,1,1,,2,,,,,,,1,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Special Topics in American Studies 
ANGM,2303,001,14,20,27,15,9,5,2,1,3,1,1,,,,,,,,"Grieshaber, Amy","Kerr, Rachel T","Akalkotkar, Uma G",,,,axg230118,amy grieshaber,Project Management for Arts  Technology  and Emerging Communication I 
ANGM,2303,002,21,33,23,12,5,1,2,1,1,,,,,,,,,,"Grieshaber, Amy","Ahr, Allanah G","Fernandez, Daniel S",,,,axg230118,amy grieshaber,Project Management for Arts  Technology  and Emerging Communication I 
ANGM,2305,0W1,14,19,15,9,5,8,6,2,3,1,1,,13,,,,3,,"Lim, Fengjie","Cressman, Benjamin I","Lam, Vy",,,,fxl200000,fengjie lim,Programming for Digital Arts 
ANGM,2309,0W1,24,18,1,,,2,,1,,,,,1,,,,1,,"Fechter, Todd A","Wood, Lorin W",,,,,taf051000,todd fechter,Drawing for Animation 
ANGM,2309,0W2,6,4,12,4,4,6,1,,2,1,,3,4,,,,1,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,,txg121730,troy griffin,Drawing for Animation 
ANGM,2310,0H1,118,30,34,24,10,8,3,4,7,5,2,2,33,,,,13,,"Salter, Monika M","Cabrera, Michael A","Wheeler, Jonathan M","Bess, Michael C","Kusupati, Anish C","Abri, Zeinab",mxs176131,monika salter,Animation and Game Fundamentals 
ANGM,2315,001,10,14,25,19,7,15,4,,1,3,,1,,,,,,,"Veras de Souza, Christine","Plueger, Michael F",,,,,cxv180000,christine veras de souza,Animation Origins and Techniques 
ANGM,2335,001,16,4,3,2,1,,,,,1,,,1,,,,,,"Marks, David",,,,,,dem160430,david marks,History of Audio Technology in Media 
ANGM,2345,001,3,6,6,2,2,2,,,4,1,,,3,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Introduction to Audio Production 
ANGM,2345,002,5,,8,5,3,2,2,,2,,,,2,,,,,,"Marks, David",,,,,,dem160430,david marks,Introduction to Audio Production 
ANGM,2345,003,5,6,7,3,1,1,,1,1,1,,,3,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Introduction to Audio Production 
ANGM,2345,004,2,7,6,4,3,,,1,1,,,,2,,,,1,,"Marks, David",,,,,,dem160430,david marks,Introduction to Audio Production 
ANGM,3304,001,1,3,4,1,5,1,1,,,,,,2,,,,1,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner,Character Design 
ANGM,3305,001,,3,8,7,,3,2,,2,,,,3,,,,2,,"Caldwell, Bryon A","Subochev, Andrei",,,,,bac190003,bryon caldwell,Computer Animation I 
ANGM,3305,002,,,5,8,5,6,1,2,1,,,,2,,,,,,"Caldwell, Bryon A","Gutierrez, Joseph W",,,,,bac190003,bryon caldwell,Computer Animation I 
ANGM,3306,001,5,7,12,1,,2,,1,,,1,,1,,,,,,"Price, Jeffrey T",,,,,,jxp220037,jeff price,Modeling and Texturing I 
ANGM,3306,002,2,4,7,6,5,,1,,1,1,1,,2,,,,,,"Khamnouane, Singkham",,,,,,ssk013000,singkham khamnouane,Modeling and Texturing I 
ANGM,3307,001,1,6,12,4,1,2,2,1,,,,,1,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ANGM,3308,001,,3,3,1,6,3,2,3,1,1,1,,2,,,,3,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ANGM,3308,002,,5,3,1,1,2,1,4,1,1,,1,3,,,,4,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ANGM,3310,001,1,3,6,4,5,4,1,,1,,,,2,,,,1,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Introduction to Proceduralism 
ANGM,3311,001,,,1,3,3,4,2,1,1,1,,,3,,,,,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Animation 
ANGM,3311,002,,4,,2,6,1,1,1,,,,,1,,,,1,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Scripting for Animation 
ANGM,3312,101,2,1,5,2,2,,1,1,1,1,1,,,,1,,1,,"Salter, Monika M",,,,,,mxs176131,monika salter,Surfacing and Shading 
ANGM,3313,001,1,5,5,2,3,1,1,1,,,,,,,,,,,"McComber, Sean J","Piantino, Raquel C",,,,,sxm129130,sean mccomber,2D Animation 
ANGM,3315,001,5,2,11,5,2,3,1,,,,,1,1,,,,,,"Grieshaber, Amy",,,,,,axg230118,amy grieshaber,Animation Studies 
ANGM,3321,001,1,4,3,1,1,5,,,1,,,,1,,,,1,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner,Life Drawing 
ANGM,3330,001,14,3,2,,,,,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord,3D Print Lab 
ANGM,3338,001,3,5,13,3,3,,,,1,,,,2,,,,,,"Griffin, Troy","Clarke-Gaar, Alissa C",,,,,txg121730,troy griffin,Motion Design I 
ANGM,3338,501,13,4,,3,1,,1,1,2,,,,3,,,,2,,"Chaudhary, Anisha",,,,,,axc145530,,Motion Design I 
ANGM,3346,001,13,5,3,3,,,,,1,,1,,2,,1,,,,"Marks, David",,,,,,dem160430,david marks,Audio Productions Lab I 
ANGM,3347,001,6,6,,1,2,1,,,,,,,,,,,,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Recording Studio Techniques I 
ANGM,3365,001,11,11,4,,1,3,,,,,,,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher,Game Design I 
ANGM,3365,002,6,9,10,3,2,,,,,,,,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher,Game Design I 
ANGM,3366,001,15,2,6,3,4,1,,,,,,,1,,,,,,"Irby, Cameron L",,,,,,cli170000,,Game Studies I 
ANGM,3367,001,2,,5,9,7,2,2,1,,,,,2,,,,,,"Murray, Jack A",,,,,,jam130530,jack murray,Level Design I 
ANGM,3367,002,15,5,,2,1,1,,,,,2,,4,,,,,,"Ayres, Cameron M",,,,,,cma092020,cameron ayres,Level Design I 
ANGM,3368,002,1,2,1,2,2,2,2,2,1,,1,,3,,,,,,"Porritt, Joseph L",,,,,,jxp154530,,Scripting for Games I 
ANGM,3368,0W1,2,3,3,5,3,,,,1,1,,,1,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games I 
