Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
LIT,3317,001,,42,9,3,1,,,,,,,,,,"Towner, Theresa",,,,,,tmtowner,theresa towner,The Literature of Fantasy 
CS,4347,501,4,16,11,11,4,3,1,2,,,,,3,,"Khan, Ziaullah","Skorupa Parolin, Erick",,,,,kkhan,ziaullah khan,Database Systems 
ITSS,4300,501,5,7,7,5,5,13,4,1,5,,,2,1,,"Calisir, Engin","Pearam, Swetha S",,,,,exc030100,engin calisir,Database Fundamentals 
CS,4337,502,1,5,17,8,9,11,1,1,,1,,,1,,"Davis, Chris I","Salazar, Elmer E","Varanasi, Sarat Chandra",,,,cid021000,chris davis,Organization of Programming Languages 
BUAN,6398,001,,28,7,6,11,1,1,1,,,,,,,"Alimirzaei, Athena","Armaghan, Milad",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
BUAN,6320,501,,22,6,14,3,9,,1,,,,,,,"Cavusoglu, Huseyin","Sharma, Supriya","Kumari, Riti",,,,huseyin,huseyin cavusoglu,Database Foundations for Business Analytics 
ITSS,4V95,001,8,9,20,11,5,1,,,1,,,,,,"Narasimhan, Prithi","Pawar, Dhairya Dhanaji",,,,,pxn152330,prithi narasimhan,Seminar Series in Information Systems 
COMD,7219,001,,51,,,1,,,1,,,,,,,"Touchstone, Emily W","Melamed, Tina",,,,,exw010200,emily touchstone,Birth-To-Three 
MKT,3300,004,9,20,14,5,6,1,,,,,,,,,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Principles of Marketing 
MIS,6382,001,,33,14,4,1,,,2,,,,,1,,"Sohaee, Nassim","Patel, Mehul G",,,,,nxs045000,nassim sohaee,Object Oriented Programming in Python 
OPRE,3310,009,1,20,,4,21,,,10,,,,,,,"Hogan, James W","Dubal, Nitesh",,,,,jwh085000,james hogan,Operations Management 
ACCT,4340,001,20,13,5,8,3,1,5,,,,1,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
MKT,3300,008,7,14,6,13,5,2,3,3,3,,,,,,"Pahwa, Parneet","Roshangarzadeh, Reza","Qian, Kun",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,011,,4,2,14,16,2,7,8,1,1,,,1,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Principles of Marketing 
MKT,3300,015,2,19,7,10,7,5,,3,1,2,,,,,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Principles of Marketing 
IMS,3310,010,,16,8,12,9,1,6,3,,,1,,,,"Zydorek, Hubert",,,,,,hxz120930,hubert zydorek,International Business 
ACCT,2301,501,9,7,3,4,13,7,4,4,2,,1,2,,,"Chu, Yu Fang",,,,,,yxc154730,,Introductory Financial Accounting 
ACCT,6365,501,,11,10,16,9,6,1,2,,,,,1,,"Cheng, Samuel","Nguyen, Kevin K",,,,,sxc109021,samuel cheng,Governmental and Not-For-Profit Accounting 
ENTP,3301,001,,41,,,11,,,1,,,,,3,,"Guengerich, Steven","Aziz, Fasahat",,,,,sxg172931,steven guengerich,Innovation and Entrepreneurship 
IMS,3310,003,3,4,7,5,9,5,8,7,1,3,1,,3,,"Salk, Jane E","Wang, Jiyu",,,,,jes025000,jane salk,International Business 
FIN,6352,501,,26,9,17,5,,,,,,,,,,"Noland, Jeff","Ying, Shihao",,,,,jxn125330,jeff noland,Financial Modeling For Corporate Analysis 
IMS,3310,006,4,18,14,10,4,6,,,1,,,,,,"Wang, Congying",,,,,,cxw141430,,International Business 
IMS,3310,503,5,3,12,13,8,8,4,3,,,,,1,,"Kim, Kyun",,,,,,kxk142730,,International Business 
BUAN,6398,003,,30,4,8,9,3,2,1,,,,,,,"Alimirzaei, Athena","Armaghan, Milad",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
FIN,3320,009,6,3,4,4,4,11,3,7,5,2,3,1,4,,"Anderson, Frank W",,,,,,fwa012000,,Business Finance 
SPAU,4308,001,,48,,,7,,,3,,,,,,,"Rojas-Villarreal, Raul","Eppes, Anna A",,,,,rxr105520,raul rojas villarreal,Language Disorders in Children 
CS,1335,001,4,11,8,7,12,3,4,1,5,,,2,1,,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science I for Non-majors 
SE,4367,001,5,6,7,2,9,7,6,7,2,1,1,2,3,,"Paulk, Mark C","Benton, Samuel D",,,,,mcp130030,mark paulk,Software Testing  Verification  Validation and Quality Assurance 
NSC,3361,005,21,12,8,4,4,1,,5,1,1,,,1,,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef,Introduction to Neuroscience 
CS,4347,502,4,41,9,1,2,,,,,,,,1,,"Culver, Timothy L","Torabi, Behnam",,,,,tlc130230,timothy culver,Database Systems 
MECH,4310,002,5,8,10,10,3,6,6,5,1,,4,,,,"Ruths, Justin","Hadizadeh Kafash, Sahand","Kumar, Devesh",,,,jxr163730,justin ruths,Systems and Controls 
ACCT,6373,501,,10,27,12,7,1,,,,,,,1,,"Paul, Abraham","Anwer, Jordan J",,,,,axp180036,abraham paul,Advanced External Auditing 
MECH,3351,001,,26,17,7,5,1,,1,,,,1,,,"Qian, Dong","Baan, Marzieh",,,,,dxq120430,dong qian,Design of Mechanical Systems 
FIN,3340,501,16,16,11,4,3,4,2,1,,,,,1,,"Molina, Stephen",,,,,,sxm163630,stephen molina,Regulation of Business and Financial Markets 
CS,4347,001,9,15,9,2,7,8,2,3,,,,,3,,"Christiansen, Michael G","Basu, Kinjal",,,,,mgc013000,michael christiansen,Database Systems 
MIS,6326,002,,58,,,,,,,,,,,,,"Raman, Ganapathiraman R",,,,,,grr090020,ganapathiraman raman,Data Management 
ACCT,2301,001,12,7,5,5,9,6,5,3,1,1,1,,3,,"Swaim, Stephanie R","Koonce, Katherine",,,,,srp065000,stephanie poindexter swaim,Introductory Financial Accounting 
ITSS,3300,015,,14,5,7,9,5,3,3,4,,2,,3,,"Short, Kevin P","Hosseini, Leila",,,,,kps170330,kevin short,Information Technology for Business 
ACCT,2302,002,1,4,9,14,12,,6,6,4,,1,,2,,"Zolton, Kathy","Memon, Sana R",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ISNS,2368,001,5,5,7,3,3,6,6,9,1,7,1,4,2,,"McCauley, Steven","Timms, Christopher I",,,,,sxm165131,steven mccauley,Weather and Climate 
ITSS,3300,014,3,21,9,6,12,2,1,3,1,,,,1,,"Stephens, Timothy G","Krishnan, Arathy",,,,,tgs170130,timothy stephens,Information Technology for Business 
CS,6364,002,,17,26,14,2,,,,,,,,,,"Natarajan, Sriraam","Kokel, Harsha",,,,,sxn177430,sriraam natarajan,Artificial Intelligence 
CS,6363,004,,10,14,13,9,5,6,2,,,,,,,"Raichel, Benjamin A","Gu, Shuyang",,,,,bar150630,benjamin raichel,Design and Analysis of Computer Algorithms 
BUAN,6320,006,,35,12,7,3,2,,,,,,,,,"Narayan, Ravishankar L","Shekhavat, Shivani","Bansal, Swati",,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
BUAN,6340,501,,54,,,5,,,,,,,,,,"Parker, Jason A","Parla, Karthik Reddy",,,,,jap090020,jason parker,Programming for Data Science 
ECS,1100,017,24,10,8,2,2,7,,,1,,,2,3,,"Pratt, Forrest",,,,,,fxp180007,forrest pratt,Introduction to Engineering and Computer Science 
ITSS,4300,001,,14,9,6,8,9,3,7,3,,,,,,"Owens, Dawn M","Bao, Chenzhang","Pearam, Swetha S",,,,dmo130130,dawn owens,Database Fundamentals 
IMS,3310,009,,22,9,10,17,1,,,,,,,,,"Zydorek, Hubert",,,,,,hxz120930,hubert zydorek,International Business 
EPPS,1110,002,,47,,,2,,,4,,,3,,3,,"Lanham, Carol C",,,,,,ccl054000,carol lanham,Freshman Seminar 
CS,1200,011,1,32,4,,21,1,,,,,,,1,,"Cole, John",,,,,,jxc064000,john cole,Introduction to Computer Science and Software Engineering 
CRIM,3325,0W1,,9,11,8,19,5,2,2,1,,1,1,1,,"Noyes, Michael",,,,,,mxn143130,michael noyes,Victimology 
ITSS,3300,005,1,13,9,6,8,9,3,6,2,,3,,,,"Stephens, Timothy G","Xie, Si",,,,,tgs170130,timothy stephens,Information Technology for Business 
ITSS,3300,007,5,17,18,9,5,2,2,,1,,,,1,,"Beauchamp, Joe P","Sun, Geng",,,,,jpb016300,joe beauchamp,Information Technology for Business 
ECS,1100,006,15,33,,3,4,,2,2,,,1,,,,"Payne, Laura E",,,,,,lep170330,laura payne,Introduction to Engineering and Computer Science 
EE,4310,001,9,16,1,7,13,1,1,5,1,,1,,5,,"Gans, Nicholas R","Eslami Manoochehri, Hafez","Zhang, Yujie",,,,nrg092000,nicholas gans,Systems and Controls 
CRIM,3324,0W1,9,7,7,10,5,4,10,1,3,2,,,2,,"Hayslip, Melissa P",,,,,,mpb150030,melissa hayslip,Gender  Crime  and Justice 
ACCT,2301,005,6,5,7,3,10,10,7,4,7,,1,,,,"Huang, Ying","Gencer, Nur Pinar",,,,,yxh124430,ying huang,Introductory Financial Accounting 
ACCT,3350,002,,12,7,8,8,4,6,7,2,2,4,,,,"Goldman, Nathan C","Nguyen, Kevin K",,,,,ncg160030,nathan goldman,Fundamentals of Taxation 
ITSS,3300,003,15,35,4,1,4,,,1,,,,,,,"Savoie, Michael J","Hosseini, Leila",,,,,msavoie,michael savoie,Information Technology for Business 
ITSS,3300,006,3,16,22,5,7,1,3,1,,,1,,1,,"Cepica, Shannon D","Tang, Ping",,,,,sdc150430,shannon cepica,Information Technology for Business 
ITSS,3300,011,,8,10,7,10,11,7,3,1,1,1,,1,,"Beachboard, John C","Luo, Ning",,,,,jcb170430,john beachboard,Information Technology for Business 
ITSS,3300,002,9,45,2,2,1,,,,,,1,,,,"Savoie, Michael J","Hosseini, Leila",,,,,msavoie,michael savoie,Information Technology for Business 
ITSS,3300,012,,15,6,9,10,6,3,2,2,2,1,,4,,"Beachboard, John C","Luo, Ning",,,,,jcb170430,john beachboard,Information Technology for Business 
MECO,6303,502,,14,21,8,8,9,,,,,,,,,"Kiser, Stephen L","Wang, Yu-Chi",,,,,slk012100,stephen kiser,Business Economics 
CS,6301,501,,11,30,19,,,,,,,,,,,"Culver, Timothy L","Kadiyala, Krishna P",,,,,tlc130230,timothy culver,Special Topics in Computer Science 
CS,6320,501,,13,20,19,7,,1,,,,,,,,"Balakrishna, Mithun","Hu, Yibo",,,,,mxb026000,mithun balakrishnan,Natural Language Processing 
OPRE,6332,501,,31,7,10,4,7,1,,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
BMEN,4310,001,,15,21,16,3,2,1,1,,,,,1,,"Bleris, Leonidas","Kang, Taek",,,,,lxb092000,leonidas bleris,Feedback Systems in Biomedical Engineering 
ECS,1100,002,26,16,4,3,1,4,1,,,,,1,4,,"Alexander, Sky A",,,,,,saa170003,,Introduction to Engineering and Computer Science 
HLTH,3101,0W5,,51,,,5,,,2,,,2,,,,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
ITSS,3300,008,,11,9,8,8,5,5,6,3,,4,,1,,"Short, Kevin P","Hosseini, Leila",,,,,kps170330,kevin short,Information Technology for Business 
CS,3345,003,2,15,12,13,12,1,3,1,,,,,2,,"Chida, Anjum","Mousavi, Pooneh",,,,,axc157030,anjum chida,Data Structures and Introduction to Algorithmic Analysis 
MIS,6373,501,,46,15,,,,,,,,,,,,"Ginevich, Rostislav","Tang, Ping",,,,,rxg172930,rostislav ginevich,Social Media Business 
ECS,1100,016,18,10,6,7,1,3,5,4,3,,,,5,,"Favors, Crystal N",,,,,,cnf150030,,Introduction to Engineering and Computer Science 
CS,2336,005,,7,12,9,16,4,6,,2,1,1,,4,,"Feng, Ranran",,,,,,rxf090020,ranran feng,Computer Science II 
MATH,2418,006,11,3,2,7,2,7,2,5,6,4,7,1,5,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
CS,2336,503,8,16,8,10,7,6,,4,2,,,,1,,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy,Computer Science II 
CS,6360,501,,20,20,9,6,6,1,,,,,,,,"Davis, Chris I","Hosseini, Seyyed Mohammadsaleh",,,,,cid021000,chris davis,Database Design 
OPRE,6302,005,,23,14,1,12,8,4,,,,,,,,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,,dbh130130,dorothee honhon,Operations Management 
CLDP,3303,001,2,18,,7,19,,5,4,,1,3,,4,,"Maguire, Mandy","Yuan, Haiying",,,,,mjm053000,mandy maguire,Normal Language Development 
HMGT,6320,501,,44,16,2,1,,,,,,,,,,"Fleming, Forney F",,,,,,fwf081000,forney fleming,The American Healthcare System 
MIS,6308,001,,21,13,8,8,9,,4,,,,,,,"Raghunathan, Srinivasan","Kumar, Jitendra",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
CRIM,1301,0W1,,9,7,8,8,12,6,1,2,,1,1,8,,"Cohen, Galia","Derlic, Dragana",,,,,gxc097120,galia cohen,Introduction to Criminal Justice 
BUAN,6356,006,,16,13,23,9,2,,,,,,,,,"Ge, Ling","Pham, Trang T",,,,,lxg180006,,Business Analytics With R 
CS,4389,001,2,8,6,6,21,6,3,4,3,,3,,1,,"Cankaya, Ebru C","Wang, Haoliang",,,,,exc067000,ebru cankaya,Data and Applications Security 
BUAN,6340,001,,51,6,4,2,,,1,,,,,,,"Shekhavat, Shivani","Sohaee, Nassim",,,,,nxs045000,nassim sohaee,Programming for Data Science 
MIS,6309,003,,26,17,21,,,,,,,,,,,"Lahiri, Atanu","Krishnan, Arathy",,,,,axl144730,atanu lahiri,Business Data Warehousing 
ITSS,4360,501,7,14,25,12,6,,,,,,,,,,"Tang, Shaojie","Shah, Ansh A",,,,,sxt146930,shaojie tang,Network and Information Security 
SE,4351,001,9,6,3,7,11,6,5,4,4,8,1,,1,,"Chung, Lawrence",,,,,,chung,lawrence chung,Requirements Engineering 
BMEN,4360,001,,27,3,7,7,3,,4,5,2,1,1,5,,"Rodrigues, Danieli B","Rabe, Kaitlin G",,,,,dxb127430,danieli b c rodrigues,Biomaterials and Medical Devices 
CHEM,6100,001,,,,,,,,,,,,,,,"Dodani, Sheel C",,,,,,scd023000,sheel dodani,Chemistry Department Seminar 
MIS,6380,001,,18,17,8,12,6,2,1,,,,,,,"Bradbury, Judd D","Sharma, Aman",,,,,jdb101000,judd bradbury,Data Visualization 
CS,1335,002,9,21,9,3,14,1,2,2,1,,,2,2,,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science I for Non-majors 
PSY,4343,501,,47,,,14,,,4,,,,,1,,"Small, Trillion N","Taylor, Mackenzie B",,,,,txs174730,trillion small,Abnormal Psychology 
HUMA,1301,002,21,15,10,2,5,,1,1,1,2,2,,5,,"Remington, Blake W","Zawng, Ze",,,,,bwr042000,blake remington,Exploration of the Humanities 
PSY,4332,001,5,11,10,9,6,5,3,7,3,3,,2,3,,"Brody, Salena M",,,,,,smb051000,salena brody,Psychology in the Workplace 
ACCT,6335,001,,10,26,16,8,6,,,,,,,1,,"Blair, Ronald J",,,,,,rblair,ronald blair,Ethics for Professional Accountants 
MIS,6344,003,,29,13,8,5,4,6,2,,,,,,,"Singh, Harpreet","Khurana, Anmol",,,,,hxs104000,harpreet singh,Web Analytics 
ATCM,3380,001,,5,20,16,16,7,1,1,,,,,,,"Drogos, Kristin L","Owens, Samantha L",,,,,kld140230,kristen drogos,Media Psychology 
LIT,1301,001,7,25,9,6,12,2,,3,1,,,,3,,"Brewer, Kenneth L","Cook, Mollie C",,,,,klb092000,kenneth brewer,Introduction to Literature 
FIN,3330,001,13,23,1,7,11,,2,4,,1,3,,3,,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman,Personal Financial Planning 
CS,4332,501,22,31,6,2,1,2,,,,,1,,3,,"Desai, Kevin P","Yu, Shimeng",,,,,kpd130030,,Introduction to Programming Video Games 
CS,4349,001,4,8,2,5,13,4,6,16,1,3,6,,,,"Cankaya, Ebru C","Enoch, Julian",,,,,exc067000,ebru cankaya,Advanced Algorithm Design and Analysis 
MATH,2420,005,5,5,3,15,4,8,8,9,4,,7,,,,"Rachinskiy, Dmitry",,,,,,dxr124030,dmitry rachinskiy,Differential Equations with Applications 
LIT,1301,002,1,9,18,6,9,10,1,3,2,3,,,6,,"Barnes, Ashley","Spencer, Brandy D",,,,,axb162631,ashley barnes,Introduction to Literature 
HUMA,1301,005,28,35,1,,2,,,,,,,,2,,"Aryal, Yubraj",,,,,,yxa180006,yubraj aryal,Exploration of the Humanities 
MIS,6360,002,,19,30,13,4,1,,1,,,,,,,"Thouin, Mark","Dogaroglu, Seckin",,,,,mxt083000,mark thouin,Agile Project Management 
CRIM,4336,0W1,4,31,,4,16,,,6,1,,4,,3,,"Taylor, Robert W","Kanvinde, Vrishali",,,,,rwt092000,robert taylor,Introduction to Terrorism 
FIN,3330,003,11,28,2,8,11,,4,4,,,,,1,,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman,Personal Financial Planning 
CS,4341,001,13,14,9,8,13,4,,7,,,1,,,,"Becker, Eric W",,,,,,ewb160130,eric becker,Digital Logic and Computer Design 
NSC,4359,501,13,25,,,28,,,,,,2,,1,,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma,Cognitive Neuroscience 
OPRE,6302,003,,11,18,32,7,,1,,,,,,,,"Janakiraman, Ganesh","Hosseinabadi Farahani, Mehdi",,,,,gxj091000,ganesh janakiraman,Operations Management 
ECS,1100,003,26,15,11,3,3,4,1,,1,,1,,4,,"Edwards, Tanisha N",,,,,,txe120530,,Introduction to Engineering and Computer Science 
HUMA,1301,003,34,9,6,12,6,1,1,1,,,,,,,"Ingrao, Peter J","Alanis Perez, Alan Isaac",,,,,jingrao,peter ingrao,Exploration of the Humanities 
HUMA,1301,004,41,5,8,11,2,2,,1,,,,,,,"Ingrao, Peter J","K. Khiabani, Elham C",,,,,jingrao,peter ingrao,Exploration of the Humanities 
MECH,3360,001,,10,6,4,26,7,4,9,1,,2,,1,,"Gelb, Lev D","Nandagopala Krishnan, Siddartha Srinivasan",,,,,ldg102020,lev gelb,Introduction to Materials Science 
HIST,1301,009,1,8,14,10,14,11,2,4,3,,,1,2,,"Klimchock, Carolee","Ye, Huiping",,,,,cxk180016,carolee klimchock,U S  History Survey to Civil War 
SE,4352,001,2,25,13,6,18,1,1,2,1,,,1,,,"Kumar, Pushpa S","Munia, Munawara Saiyara",,,,,pkumar,pushpa kumar,Software Architecture and Design 
MECH,3350,001,3,11,10,11,10,11,6,4,5,,,,,,"Park, Wooram","Sunny, Sumair F",,,,,wxp103020,wooram park,Kinematics and Dynamics of Mechanical Systems 
PSY,3392,001,4,24,5,12,15,2,4,2,2,,,,1,,"Grant, Meridith G","Terry, Courtney",,,,,mga061000,meridith grant,Research Design and Analysis 
CS,6350,001,,18,31,15,7,,,,,,,,,,"Khan, Latifur R","Tao, Hemeng",,,,,lkhan,latifur khan,Big Data Management and Analytics 
HLTH,3315,001,,1,6,8,15,15,9,6,3,5,1,1,2,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Patient Education 
DANC,1305,001,13,40,2,3,7,4,,1,,1,,,1,,"Saba, Monica",,,,,,msaba,monica saba,Introduction to World Dance Forms 
CRIM,1307,002,,7,16,23,9,10,4,2,,1,,,1,,"Narvey, Chelsey",,,,,,cxn151330,chelsey narvey,Introduction to Crime and Criminology 
OPRE,6301,003,,41,2,19,6,1,1,1,,,,,2,,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi,Statistics and Data Analysis 
CS,6360,005,,19,36,15,3,,,,,,,,,,"Wu, Wei L","Ghosh, Smita",,,,,wxw020100,weili wu,Database Design 
SOC,4385,001,,19,20,8,8,8,2,2,1,1,2,,2,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni,Health and Illness in Global and Cross-national Perspective 
SOC,4369,001,4,25,31,9,1,2,2,,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni,Public Health and Society 
BUAN,6320,002,,9,21,27,11,5,,1,,,,,,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,,jas076100,james scott,Database Foundations for Business Analytics 
BUAN,6320,502,,9,27,22,11,4,,,,,,,1,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,,jas076100,james scott,Database Foundations for Business Analytics 
PSCI,3350,001,7,32,7,3,9,6,5,2,1,,2,,,,"Larue, Patrick","Das, Soham",,,,,pxl111020,patrick larue,Comparative Politics 
OPRE,6371,001,,25,15,24,8,2,,,,,,,,,"Hu, Bin","Garg, Harsh",,,,,bxh180009,bin hu,Purchasing  Sourcing and Contract Management 
OPRE,3310,501,,16,,,28,,,22,,,5,,,,"Kohankie, Robert W","Kumar, Akshay",,,,,rwk130030,robert kohankie,Operations Management 
SOC,4371,001,6,19,26,5,8,6,2,1,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni,Mental Health and Illness 
CS,4485,002,39,20,7,4,1,2,1,1,,,,,,,"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,,veerasam,jeyakesavan veerasamy,Computer Science Project 
HLTH,3101,0W4,,68,,,4,,,2,,,1,,,,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
BUAN,6320,001,,27,16,14,7,6,4,1,,,,,,,"Cavusoglu, Huseyin","Sharma, Supriya",,,,,huseyin,huseyin cavusoglu,Database Foundations for Business Analytics 
CS,4384,501,32,15,5,4,6,2,,3,4,1,1,2,,,"Farage, Timothy P","Komaragiri, Vasundhara",,,,,tfarage,timothy farage,Automata Theory 
CS,6301,007,,29,14,19,10,3,,,,,,,,,"Schweitzer, Haim","He, Baokun",,,,,haim,haim schweitzer,Special Topics in Computer Science 
OPRE,6332,001,,52,7,9,3,3,,1,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
PHYS,1100,001,,,,,,,,,,,,,,,"Lary, David J",,,,,,djl101000,david lary,The Fun of Physics 
CS,4341,502,16,6,10,7,10,10,,14,,,,,2,,"Becker, Eric W","Shah, Trusit Sandipbhai",,,,,ewb160130,eric becker,Digital Logic and Computer Design 
MECH,3350,501,,17,,9,17,13,8,5,5,,1,,1,,"Park, Wooram","Sunny, Sumair F",,,,,wxp103020,wooram park,Kinematics and Dynamics of Mechanical Systems 
CS,2305,003,13,18,8,7,1,3,5,4,5,2,1,,9,,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
OPRE,6379,501,,23,26,11,6,7,,3,,,,,,,"Rajamani, Divakar","Meng, Qingtao",,,,,dxr020100,divakar rajamani,Product Lifecycle Management 
CS,6375,502,,41,24,13,,,,,,,,,,,"Nagar, Anurag","Lin, Yu",,,,,axn112530,anurag nagar,Machine Learning 
CS,5343,002,,28,17,3,18,4,2,4,,,,,2,,"Gupta, Neeraj K","Zhao, Zheheng",,,,,nkg140130,neeraj gupta,Algorithm Analysis and Data Structures 
CS,5348,001,,32,9,9,20,7,,1,,,,,,,"Venkatesan, Subbarayan","Karki, Dipendra",,,,,venky,subbarayan venkatesan,Operating Systems Concepts 
OPRE,6301,002,,33,5,21,10,4,2,3,,,,,,,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo,Statistics and Data Analysis 
MECH,3315,002,4,3,10,3,4,14,12,12,5,4,3,1,4,,"Iungo, Giacomo Valerio","Puccioni, Matteo",,,,,ixg140830,giacomo iungo,Fluid Mechanics 
OPRE,3360,009,7,23,,21,25,,,1,,,2,,,,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi,Managerial Methods in Decision Making Under Uncertainty 
OPRE,6301,502,,28,22,15,7,4,3,,,,,,,,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,,sel120030,sonia leach,Statistics and Data Analysis 
OPRE,3360,008,6,26,,20,25,,,2,,,1,,,,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi,Managerial Methods in Decision Making Under Uncertainty 
CS,5343,001,,51,16,8,3,2,,,,,,,1,,"Ozbirn, Greg A","Fang, Zhou",,,,,ozbirn,greg ozbirn,Algorithm Analysis and Data Structures 
CS,4485,001,38,22,12,2,3,2,,1,,,1,,,,"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,mrazora,miguel razo,Computer Science Project 
CS,5333,501,,13,17,16,17,16,,2,,,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin,Discrete Structures 
COMD,6308,001,,51,,,28,,,2,,,,,,,"Dollaghan, Christine","Hiebert, Lindsey A",,,,,cxd062000,,Assessment and Intervention of Language Impairments in Preschool and School-Age Children 
HIST,1301,006,,6,8,4,14,8,5,16,7,7,1,3,7,,"Johnson, Yvonne","Goldmann, Kerry",,,,,yxj172130,yvonne johnson,U S  History Survey to Civil War 
SOC,4386,0W1,42,18,11,5,2,,1,,2,,,3,4,,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell,Social Policy in Modern Societies 
CRIM,4396,0W1,20,22,16,2,6,5,2,5,,,3,,7,,"Polk, Elmer O","Yim, Haneul",,,,,peo091000,elmer polk,Selected Topics in Criminology 
HIST,1301,008,8,37,6,16,4,,2,2,2,1,3,,8,,"Pettengill, Ryan S","Mei, Kehan",,,,,rsp120030,ryan pettengill,U S  History Survey to Civil War 
CS,5333,001,,24,11,11,33,10,,1,,,,,,,"Cobb, Jorge",,,,,,jcobb,jorge cobb,Discrete Structures 
SE,3306,001,11,21,5,5,16,4,6,11,4,4,,,3,,"Farage, Timothy P",,,,,,tfarage,timothy farage,Mathematical Foundations of Software Engineering 
BLAW,2301,001,,15,11,7,9,9,7,7,9,,3,,13,,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos,Business and Public Law 
LIT,3316,501,5,12,12,25,22,4,3,2,1,,1,,3,,"Starnaman, Sabrina","Alhashmi, Rawad Y",,,,,sxs090100,sabrina starnaman,The Literature of Science Fiction 
COMD,6320,001,,87,2,1,1,,,,,,,,,,"Aldridge, Michelle A","Kenedi, Helen",,,,,aldridge,michelle aldridge,Motor Speech Disorders 
COMD,6377,001,,84,,,7,,,,,,,,,,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,,Neurogenic Communication Disorders I 
NATS,1311,001,20,11,12,7,8,9,8,11,3,,2,,2,,"Hairston, Marc R",,,,,,hairston,marc hairston,The Universe  and Everything Else 
NSC,4V90,002,,82,9,2,,1,,,,,,,,,"Moller, Aage R","Brougher, Jackson J",,,,,amoller,aage moller,Special Topics in Neuroscience 
PSY,3331,501,,22,9,9,12,6,8,12,2,2,4,,8,,"Shirvani, Forouz","Parsons, Julie A",,,,,fxk024000,forouz shirvani,Social Psychology 
OPRE,3330,001,4,15,13,16,18,13,5,4,2,1,,,4,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,Project Management 
NSC,4356,001,,54,,,28,,,13,,,,,,,"Sultana, Rukhsana","Abdelkarim, Dema H",,,,,rxs170431,rukhsana sultana,Neurophysiology 
SOC,1301,001,5,27,15,15,5,8,10,5,2,1,1,,1,,"Cohen, Galia",,,,,,gxc097120,galia cohen,Introduction to Sociology 
SPAU,4394,001,10,46,,8,23,,,6,,,1,,2,,"Kaplan, Karen",,,,,,kkaplan,karen kaplan,Multicultural Aspects of Communication Disorders 
