Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
FIN,4313,1,,25,3,,4,1,,3,,,,,1,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Energy Finance 
FIN,4321,501,,3,1,1,5,1,1,3,,,,,,,,,,1,"Hedgecock, Blake",,,,,,bxh132030,blake hedgecock,Real Estate Law and Contracts 
FIN,4332,1,,3,3,1,3,2,,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Commercial Property Risk Management and Insurance 
FIN,4333,1,,2,9,4,1,,,,1,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Enterprise Risk Management 
FIN,4338,1,6,9,11,5,3,,,,,,,,1,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Foundations of Risk Analytics and Applications 
FIN,4340,1,2,3,,2,5,3,,1,,,,,2,,,,,0,"Xiao, Wenjing",,,,,,swx170030,,Options and Futures Markets 
FIN,4345,501,3,16,8,1,4,2,,,,,1,,,,,,,0,"Ma, Liping","Kamte, Harshita G",,,,,lxm133730,liping ma,Financial Information and Analysis 
FIN,4380,1,8,17,11,5,4,1,,,,,,,1,,,,,0,"Ballew, Gregory","Agrawal, Ojasvi",,,,,geb011100,gregory ballew,Fund Management 
FIN,4390,1,,21,,,1,,,,,,,,,,,,,0,"Murray, Jennifer R","Singh, Smita",,,,,jrm160330,jennifer murray,Seminar Series in Finance 
FIN,6253,XS1,,7,5,2,3,,2,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,0W1,,12,11,6,8,5,10,11,,,,,2,,,,,2,"Nishi, Hirofumi","Bezawada, Krishna",,,,,hxn210016,,Financial Management 
FIN,6301,GW1,,10,1,1,4,,1,1,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,AW1,,18,2,3,3,,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,501,,6,9,8,6,1,,,,,,,,,,,,0,"Nanda, Vikram K","Kurucak, Abdurrahman",,,,,vkn150030,vikram nanda,Financial Management 
FIN,6301,MBP,,10,2,4,6,4,2,1,,,,,,,,,1,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,1,,10,13,11,8,5,,,,,,,,,,,1,3,"Nanda, Vikram K","Kurucak, Abdurrahman",,,,,vkn150030,vikram nanda,Financial Management 
FIN,6307,501,,7,4,2,5,2,2,,,,,,,,,,,0,"Ma, Liping","Kamte, Harshita G",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
FIN,6307,0W1,,13,3,6,8,6,6,,,,,,,,,,1,2,"Ma, Liping","Kamte, Harshita G",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
FIN,6308,0W1,,16,10,7,10,2,4,,,,,,,,,,,0,"Lewin, Peter",,,,,,plewin,peter lewin,Regulation of Business and Financial Markets 
FIN,6310,501,,23,16,11,2,2,1,,,,,,1,,,,,1,"Khanapure, Revansiddha B","Samant, Prathamesh Sadashiv",,,,,rbk160130,revansiddha khanapure,Investment Theory and Practice 
FIN,6314,501,,5,1,5,6,1,,,,,,,,,,,,0,"Xiao, Wenjing",,,,,,swx170030,,Fixed Income Securities 
FIN,6315,501,,3,8,,5,,,,,,,,,,,,,0,"Shah, Rajiv R","Agrawal, Ojasvi",,,,,rxs079000,rajiv shah,Entrepreneurial Finance 
FIN,6318,501,,9,7,2,9,,,1,,,,,,,,,,0,"Baranchuk, Nina","Wen, Yaxin",,,,,nxb043000,nina baranchuk,Analytics of Finance 
FIN,6321,5H1,,1,2,3,5,6,2,1,,,,,3,,,,,3,"Guttery, Randall",,,,,,rxg112530,randall guttery,Introduction to Real Estate 
FIN,6322,0W1,,28,5,5,7,3,1,,,,,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Investment 
FIN,6325,501,,11,8,18,,1,,,,,,,,,,,,1,"Xia, Han",,,,,,hxx110930,han xia,Macroeconomics and Financial Markets 
FIN,6335,501,,24,11,4,3,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Energy Finance 
FIN,6336,501,,11,24,3,2,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Analysis of Financial Data in the Energy Industries 
FIN,6352,1,,5,8,6,2,2,4,1,,,,,,,,,,3,"Von Drathen, Christian","Newton-Denila, Olive C",,,,,cxv141430,christian von drathen,Financial Modeling For Valuation 
FIN,6352,501,,8,11,10,5,,,3,,,,,1,,,,,2,"Davis, Richard L",,,,,,rld170030,richard davis,Financial Modeling For Valuation 
FIN,6360,0W1,,13,14,11,12,,,,,,,,,,,,,0,"Zhao, Feng","Hu, Jiawei",,,,,fxz082000,feng zhao,Derivatives Markets 
FIN,6360,1,,9,10,6,7,2,1,7,,,,,1,,,,,0,"Kaur, Dupinderjeet","Bhatia, Shivangi",,,,,dxk110730,dupinderjeet kaur,Derivatives Markets 
FIN,6368,1,,9,14,4,,,,,,,,,,,,,,1,"Ma, Liping",,,,,,lxm133730,liping ma,Financial Information and Analysis 
FIN,6392,0W1,,6,6,5,13,2,2,,,,,,,,,,,0,"Zheng, Zhiqiang",,,,,,zxz062000,zhiqiang zheng,Financial Technology and Blockchain 
FIN,4V99,1,,15,,,,,,,,,,,,,,,,0,"Murray, Jennifer R",,,,,,jrm160330,jennifer murray,Special Topics in Finance 
FTEC,6312,F01,,,7,2,3,,,,,,,,,,,,1,0,"Scott, James",,,,,,jas076100,james scott,
FTEC,6314,F01,,,,,,,,,,,,,,,,,,14,"Bourji, Mohamad A",,,,,,,mohamad bourji,
FTEC,6331,F01,,11,3,4,2,,,,,,,,3,,,,1,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,
FTEC,6334,F01,,21,,,,,,,,,,,1,,,,,0,"Zemoodeh, Amir",,,,,,axz120930,amir zemoodeh,
FTEC,6V99,F01,,7,2,2,,2,,,,,,,,,,,,0,"Ayres, Jeffrey A","Wang, Yi",,,,,jaa014500,jeffrey ayres,
GEOG,2302,1,,2,1,1,4,2,,3,1,,1,,1,,,,,1,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,,arc131030,anthony cummings,The Global Environment 
GEOG,3331,1,2,,4,1,3,2,1,,2,,,,1,,,,,0,"Rahman, Muhammad",,,,,,mtr018000,,Urban Growth and Structure 
GEOG,3359,1,8,2,2,4,1,2,1,1,,,,,,,,,,0,"Rahman, Muhammad","Davenport, Miranda J",,,,,mtr018000,,Human Migration and Mobility 
GEOG,3372,1,5,4,10,1,2,1,,,,1,,,1,,,,,0,"Rahman, Muhammad","Davenport, Miranda J",,,,,mtr018000,,Population and Development 
GEOS,1103,102,,4,3,1,1,,2,,,,1,,1,,,,,1,"Griffin, William R","Walker, Sara C",,,,,griffin,william griffin,Physical Geology Laboratory 
GEOS,1104,101,2,2,1,,2,,,2,,,,,1,,,,,0,"Pujana, Ignacio","East, Robert S",,,,,pujana,ignacio pujana,History of Earth and Life Laboratory 
GEOS,1303,1,2,4,6,2,4,3,2,3,2,2,4,3,10,,,,,1,"Pirouz, Mortaza","Bodur, Omer",,,,,mxp180004,mortaza pirouz,Physical Geology 
GEOS,1303,501,7,17,13,10,6,1,,,1,,1,1,,,,,,0,"Griffin, William R",,,,,,griffin,william griffin,Physical Geology 
GEOS,1303,0W1,52,91,31,17,21,16,7,4,10,2,1,3,12,,,,,6,"Pujana, Ignacio","Pirouz, Mortaza",,,,,pujana,ignacio pujana,Physical Geology 
GEOS,1304,1,,3,2,3,1,3,,,,,,,1,,,,,0,"Pujana, Ignacio","East, Robert S","Strain, Emily M",,,,pujana,ignacio pujana,History of Earth and Life 
GEOS,2302,1,,,,1,6,,,1,2,,,1,2,,,,,0,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,,arc131030,anthony cummings,The Global Environment 
GEOS,2310,0W1,4,19,3,5,17,6,4,6,3,,4,,3,,,,,3,"Brikowski, Thomas H","Sink, Katharine O",,,,,brikowi,tom brikowski,Environmental Geology 
GEOS,2409,1,1,4,3,3,,2,,2,1,,1,,1,,,,,1,"Griffin, William R","Willis, Siloa B",,,,,griffin,william griffin,Rocks and Minerals 
GEOS,3470,1,2,1,2,,1,2,1,1,,,,,1,,,,1,0,"Pirouz, Mortaza","Bodur, Omer","Moiz, Abdul",,,,mxp180004,mortaza pirouz,Structural Geology 
GEOS,4322,1,2,5,2,1,,1,3,,,,,,,,,,,0,"Sickmann, Zachary",,,,,,zxs220011,zachary sickmann,The Earth System 
GEOS,5308,1,,4,1,3,2,,,,,,,,,,,,,0,"Stern, Robert J",,,,,,rjstern,robert stern,Sustainable Energy 
GISC,3304,1,,5,,,,,1,1,,,2,,1,,,,,0,"Donegan, Connor","Kim, Eunhee",,,,,cxd161930,,Principles of Geospatial Information Sciences 
GISC,4325,501,,6,,1,1,2,1,1,,,,,,,,,,0,"Chastain, Bryan J","Gamarra Pacheco, Jose A",,,,,bjc062000,bryan chastain,Introduction to Remote Sensing 
GISC,4382,1,4,7,,,3,,3,,,,,,4,,,,,0,"Chun, Yongwan","Kulsum, Umme",,,,,yxc070300,,Applied Geographic Information Systems 
GISC,4385,1,2,5,3,,,,,,,,,,,,,,,1,"Gearey, Wayne",,,,,,wxg130930,wayne gearey,Advanced Applications in GIS 
GISC,4386,1,4,5,3,1,6,5,1,,,1,,,,,,,,2,"Cummings, Anthony R","Ahmed, Md. Nakir","Adeuga, Adewole M",,,,arc131030,anthony cummings,Global Change and Its Challenges 
GISC,6384,1,,15,1,,,,,,,,,,,,,,,0,"Qiu, Fang","Shi, Zheng",,,,,ffqiu,fang qiu,Advanced Geographic Information Systems 
GISC,7366,1,,8,,1,,,,1,,,,,,,,,,0,"Qiu, Fang","Lyu, Haitao",,,,,ffqiu,fang qiu,Applied Remote Sensing 
GOVT,2305,HN1,4,7,5,1,2,3,2,,,,,,,,,,,0,"Miller, Banks P",,,,,,bxm093000,banks miller,American National Government 
GOVT,2305,2,13,25,27,16,17,16,6,2,3,,,1,1,,,,,0,"Montgomery, Joshua P","Minoura, Haruna",,,,,jpm130430,joshua montgomery,American National Government 
GOVT,2305,1,7,24,46,25,13,6,5,3,5,1,,,6,,,,,2,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson,American National Government 
GOVT,2305,3,14,50,53,27,22,14,14,5,5,1,,3,5,,,,,0,"Montgomery, Joshua P","Minoura, Haruna",,,,,jpm130430,joshua montgomery,American National Government 
GOVT,2305,501,,7,37,48,38,33,10,13,15,4,3,3,5,,,,,3,"Muenks, Patrick",,,,,,pxm166330,patrick muenks,American National Government 
GOVT,2305,4,23,59,61,65,31,20,6,4,9,4,4,3,9,,,,,1,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson,American National Government 
GOVT,2306,HN1,,22,2,,,1,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard K","Shafiq, Sadman",,,,eelliott,euel elliott,State and Local Government 
GOVT,2306,HN2,,19,7,,,,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard K","Shafiq, Sadman",,,,eelliott,euel elliott,State and Local Government 
GOVT,2306,3,10,10,7,3,5,2,4,4,,,,,4,,,,,0,"Widner, Katie",,,,,,kxw200020,katie widner,State and Local Government 
GOVT,2306,501,43,116,54,20,21,18,7,4,4,,2,1,6,,,,,4,"Montgomery, Joshua P","Minoura, Haruna",,,,,jpm130430,joshua montgomery,State and Local Government 
GOVT,2306,1,7,14,28,12,10,11,7,7,2,3,2,2,4,,,,,3,"Santoro, Lauren A","Islam, Maria",,,,,lar170530,lauren santoro,State and Local Government 
GOVT,2306,6,15,33,28,23,14,10,2,2,1,3,2,1,3,,,,,1,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson,State and Local Government 
GOVT,2306,2,,34,61,49,26,29,9,11,7,4,1,2,10,,,,,4,"Muenks, Patrick",,,,,,pxm166330,patrick muenks,State and Local Government 
GOVT,2306,4,,72,68,46,19,19,3,7,3,3,2,3,6,,,,,0,"Elliott, Euel W","Shafiq, Sadman",,,,,eelliott,euel elliott,State and Local Government 
GOVT,2306,5,,79,98,51,23,24,9,3,2,4,1,,1,,,,,1,"Elliott, Euel W","Shafiq, Sadman",,,,,eelliott,euel elliott,State and Local Government 
GST,2300,1,,3,4,7,6,,,,,,1,,2,,,,1,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Introduction to Gender Studies 
GST,4360,1,1,3,,1,4,,,1,,,1,,1,,,,,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,Gender and Alcohol in America 
HCS,6313,2,,6,6,2,1,,,,,,,,,,,,,0,"Ackerman, Robert A","Millward, Kennedy A",,,,,raa110030,robert ackerman,Research Methods in Behavioral and Brain Sciences - Part II 
HCS,7121,1,,,,,,,,,,,,,,37,,,,0,"Rennaker, Robert L",,,,,,rlr091000,robert rennaker,Graduate Seminar in Systems Neuroscience 
HCS,7325,1,,6,4,,,,,,,,,,,,,,,0,"Katz, William F","Assmann, Peter F","Goffman, Lisa A","Shembel, Adrianna C",,,wkatz,william katz,Seminar in Speech Science 
HCS,7355,5,,7,3,1,,,,,,,,,,,,,,0,"Warren, Stacie",,,,,,sxw220017,stacie warren,Seminar in Psychology 
HCS,7355,1,,13,2,3,,,,,,,,,,,,,,0,"Park, Jiyoung",,,,,,jxp176330,jiyoung park,Seminar in Psychology 
HDCD,6316,1,,12,,,,,,,,,,,,,,,,0,"Maese, Maria Amalia",,,,,,mxm124131,,Developmental Assessment 
HDCD,6320,1,,6,2,,3,,,,,,,,,,,,,0,"Holub, Shayla C",,,,,,sch052000,shayla holub,The Developing Child  Toddler and Preschool Years 
HDCD,6330,1,,15,,,1,,,,,,,,,,,,,0,"Hunsley, Jana",,,,,,jxh220032,jana hunsley,Families and Culture 
HDCD,6390,501,,14,,,,,,1,,,,,,,,,,0,"Herrin, Renee",,,,,,rmv015000,,Infant Mental Health 
HIST,1301,1,68,66,28,28,13,4,7,2,1,1,1,,10,,,,,4,"Hill, Kimberly D","Lakhani, Brenda L","Seidl-Staley, Ash J","Brown, Derek W","Edwards, Jeffery G",,kdh140430,kimberly hill,U S  History Survey to Civil War 
HIST,1302,1,30,33,53,47,32,35,10,10,10,5,4,6,22,,,,,3,"Schulze, Jeffrey M","Dunham, Daniel C","Cooper, Dalton W","Cai, Rebecca","Li, Ang","Armstrong, Jennifer J",jxs072200,jeffrey schulze,U S  History Survey from Civil War 
HIST,1302,3,,5,,3,2,4,1,,,,,3,8,,,,,3,"Schulze, Jeffrey M",,,,,,jxs072200,jeffrey schulze,U S  History Survey from Civil War 
HIST,1302,2,80,131,29,9,21,9,1,7,2,,2,2,4,,,,,2,"Stewart, Whitney N","Gee, Taylor N","Scalley, Michael W","Zhang, Yan","Shows, Gregory S","Takaloubighash, Maryam",wxs160630,whitney stewart,U S  History Survey from Civil War 
HIST,2341,1,,3,8,6,16,3,4,12,5,,2,2,7,,,,,2,"Farmer, J Michael",,,,,,jmf073000,michael farmer,East Asian Civilizations 
HIST,2341,HN1,,12,2,,,,,,1,,,,,,,,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer,East Asian Civilizations 
HIST,2350,1,2,8,4,4,11,3,1,1,,,,,4,,,,,2,"Kerner, Amy",,,,,,axk200088,amy kerner,Latin American Civilizations 
HIST,2360,1,,20,6,7,7,,3,1,,,,,2,,,,,2,"Channell, David F",,,,,,channell,david channell,European Civilizations 
HIST,2370,0W2,1,6,10,5,3,2,2,,1,,,,2,,,,1,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,The Holocaust 
HIST,2370,0W1,,9,3,6,5,5,2,2,,,1,,3,,,,,2,"Simmons, Angie M",,,,,,axr048100,,The Holocaust 
HIST,2381,1,2,31,27,18,15,5,6,3,1,2,1,,5,,,,,3,"Ring, Natalie J","Evans, Stevesha M","Leon Dubon, Saul V",,,,njr041000,natalie ring,African-American History 
HIST,2384,1,83,107,11,5,14,2,3,2,2,,1,,5,,,,,1,"Fischer, Anne G","Ford, Angela","Murphy, Trisha","Akhighu, Odegua M",,,agf190000,anne fischer,U S  Women from Settlement to Present 
HIST,3301,1,2,2,3,1,2,,,,,,,,2,,,,,0,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral,Historical Inquiry 
HIST,3301,501,,3,4,1,4,1,,,,,,,,,,,,0,"Wilson, Michael L",,,,,,mwilson,michael wilson,Historical Inquiry 
HIST,3305,501,3,8,8,1,3,,2,1,,,,,1,,,,1,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,War and Genocide in the 20th Century 
HIST,3305,0W1,1,4,11,10,2,1,,,1,,,,1,,,,,2,"Pfister, Debra H",,,,,,dhpf,debra pfister,War and Genocide in the 20th Century 
HIST,3325,1,4,14,5,1,2,1,,,,,,,1,,,,,0,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral,Middle Eastern Women s History 
HIST,3328,1,7,4,2,2,,3,3,1,1,,1,,1,,,,,0,"Tsou, Jonathan Y",,,,,,jxt220028,jonathan tsou,History and Philosophy of Science and Medicine 
HIST,3350,0S1,,2,,,,,,,,,,,,,,,,16,"Admiral, Rosemary G",,,,,,rxa170011,rosemary admiral,Topics in History 
HIST,3368,1,,5,5,2,2,2,3,,2,,1,,3,,,,,3,"Schulze, Jeffrey M",,,,,,jxs072200,jeffrey schulze,North American Environmental History 
HIST,3374,1,,7,3,5,4,3,2,,1,,,,2,,,,,0,"Channell, David F",,,,,,channell,david channell,American Technological Development 
HIST,3377,1,,1,1,5,4,3,1,1,1,,,,3,,,,,1,"Wickberg, Daniel B",,,,,,wickberg,daniel wickberg,American Intellectual History  Civil War to the Present 
HIST,3391,1,,15,4,,,2,,2,2,,,,1,,,,,0,"Rankin, Monica A",,,,,,mar046000,monica rankin,Modern Mexico 
HIST,4344,1,6,,6,2,3,,1,,,,,,1,,,,,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,Topics in European History 
HIST,4358,501,,7,1,2,2,,2,1,,,1,,1,,,,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer,Topics in Asian History 
HIST,4366,501,3,5,,,3,1,,3,1,,,,1,,,,,0,"Stewart, Whitney N",,,,,,wxs160630,whitney stewart,Topics in Texas History 
HIST,4390,1,11,5,1,,,,,,,1,,,,,,,,0,"Schlereth, Eric R",,,,,,exs082000,eric schlereth,History Capstone Project 
HIST,6301,501,,4,4,3,,,,,,,,,,,,,,0,"Ring, Natalie J",,,,,,njr041000,natalie ring,Historiography 
HIST,6335,1,,8,1,,,,,,,,,,1,,,,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer,U S  Women 
HIST,6341,501,,6,2,1,,,,,,,,,,,,,,2,"Wilson, Michael L",,,,,,mwilson,michael wilson,Thought  Culture  and Society in Europe 
HIST,6360,1,,8,2,4,,,,,,,,,,,,,,0,"Kerner, Amy",,,,,,axk200088,amy kerner,Latin American History 
HLTH,1100,1,,2,20,26,37,51,33,38,25,6,10,5,2,,,,,9,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Career Explorations for the Health Professions 
HLTH,1301,0W1,,7,10,2,5,1,2,,4,,,,2,,,,,1,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
HLTH,1301,0W2,1,2,6,3,8,4,3,2,1,,1,,2,,1,,1,2,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
HLTH,1322,0W1,,22,,5,5,,2,,,,1,,1,,1,,,1,"Mcbride, Rachael L",,,,,,rlp019100,rachael mcbride,Human Nutrition 
HLTH,1322,0W2,,22,,1,8,,,3,,,,,,,1,,,3,"Mcbride, Rachael L",,,,,,rlp019100,rachael mcbride,Human Nutrition 
HLTH,3101,0W3,,69,,,4,,,,,,,,,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W4,,68,,,4,,,,,,1,,1,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W1,,136,,,9,,,1,,,,,,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W2,,140,,,5,,,2,,,,,1,,,,,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3301,1,,,3,2,2,10,3,6,4,3,4,,2,,,,,1,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Geriatric Healthcare 
HLTH,3305,3,,42,26,6,1,1,,,,,,,,,,,,0,"Taylor, Donald E",,,,,,det190000,donald taylor,The U S  Healthcare System 
HLTH,3305,2,,4,3,1,3,2,3,2,3,,,,,,,,1,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,The U S  Healthcare System 
HLTH,3305,1,2,4,1,6,6,6,1,,1,1,,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,The U S  Healthcare System 
HLTH,3315,1,,3,21,15,28,19,13,6,10,2,1,3,1,,,,,0,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Patient Education 
HLTH,4108,1,22,9,3,,,,,,,,,,1,,,,,0,"Rainey, Anthony D",,,,,,doyen,anthony rainey,Verbal Reasoning and Writing for Pre-Health 
HLTH,4305,1,1,9,6,7,6,2,1,1,,,,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
HLTH,4305,2,5,9,,3,4,2,4,3,1,1,2,,,,,,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
HLTH,4306,2,5,2,4,1,3,3,2,1,4,1,3,,1,,,,,0,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
HLTH,4306,1,6,7,6,6,2,4,2,1,1,3,1,1,,,,,,1,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
HLTH,4380,0W2,4,6,6,3,3,4,2,1,1,,,,1,,,,,4,"Henry, Loreen S","Dornback, Sarah",,,,,lsp014100,,Special Topics in Healthcare 
HLTH,4380,0W1,19,6,5,3,,,,1,,,,,,,,,,0,"Edwards, Christopher W","Dornback, Sarah",,,,,cwe011000,christopher edwards,Special Topics in Healthcare 
HMGT,3301,2,4,4,12,6,10,6,4,4,4,,1,1,,,,,,1,"Robb, Horace A",,,,,,hxr220017,horace robb,Introduction to Healthcare Management 
HMGT,3301,1,46,12,,,,,,,,,,,,,,,,0,"Aubrey, Lea E",,,,,,lec110030,lea aubrey,Introduction to Healthcare Management 
HMGT,3301,3,3,2,11,1,16,7,6,2,4,1,2,1,3,,,,,0,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer,Introduction to Healthcare Management 
HMGT,3310,1,3,2,10,1,2,4,1,3,2,1,,,,,,,,0,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
HMGT,3310,2,,3,10,6,3,6,2,3,1,,,1,,,,,,1,"Tesmer, Kristin M","Akkaladevi, Pooja",,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
HMGT,3311,2,,4,,,7,,1,2,4,,,,,,,,,0,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta,Healthcare Financial Analysis 
HMGT,3311,1,,13,,,4,,,7,,,1,,,,,,,2,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta,Healthcare Financial Analysis 
HMGT,3320,1,,13,,5,7,,2,11,,1,2,,1,,,,,2,"Karnuta, Daniel","Deng, Shu",,,,,dxk173030,daniel karnuta,Complex and Dynamic Healthcare Environment 
HMGT,4321,1,3,13,2,5,17,3,2,11,,,,,,,,,,1,"Moonesinghe, Mark S","Mavurapu, Umesh Reddy",,,,,msm160030,mark moonesinghe,Introduction to Healthcare Information Systems 
HMGT,4395,1,,33,,,6,,,2,,,,,,,,,,0,"Clinton, Shaun","Parks, David",,,,,sxc220228,,Capstone Senior Project - Healthcare Management 
HMGT,6311,501,,32,,4,8,,,,,,,,,,,,,0,"Karnuta, Daniel",,,,,,dxk173030,daniel karnuta,Healthcare Financial and Operations Accounting 
HMGT,6320,0W1,,41,,,19,,,,,,,,,,,,,0,"Thurgood, Keith L","Song, You-Xiang",,,,,klt160130,keith thurgood,The American Healthcare System 
HMGT,6320,501,,22,,,24,,,7,,,,,2,,,,,1,"Walton, James W",,,,,,jww160330,james walton,The American Healthcare System 
HMGT,6320,0W2,,51,,,7,,,,,,,,,,,,,1,"Thurgood, Keith L","Song, You-Xiang",,,,,klt160130,keith thurgood,The American Healthcare System 
HMGT,6323,501,,15,,,17,,,,,,,,,,,,,0,"Moonesinghe, Mark S","Jadhav, Mahesh M",,,,,msm160030,mark moonesinghe,Healthcare Informatics 
HMGT,6325,501,,11,8,13,1,2,,,,,,,,,,,,1,"Wang, Guihua","Menon, Aditya S",,,,,gxw130630,guihua wang,Healthcare Operations Management 
HMGT,6327,501,,22,1,,,,,,,,,,,,,,,1,"Stephens, Timothy G",,,,,,tgs170130,timothy stephens,Electronic Health Records Applications 
HMGT,6330,0W1,,8,13,6,10,3,1,1,,,,,,,,,1,1,"Drummond, Jeffery P",,,,,,jpd160230,jeffery drummond,Healthcare Law  Policy and Regulation 
HMGT,6331,CW1,,12,2,,,,,,,,,,1,,,,,1,"Jacob, Stephen B",,,,,,,stephen jacob,
HMGT,6331,CH1,,22,1,,,,,,,,,,,,,,,0,"Jacob, Stephen B",,,,,,,stephen jacob,
HMGT,6335,0W1,,4,1,3,1,2,,3,,,,,5,,,,,1,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
HMGT,6335,0W2,,2,3,3,2,3,2,1,,,,,3,,,,,0,"Ramanathan, Kannan","Agrawal, Parth Vijay","Nuti, Sowjanya",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
HMGT,6340,501,,15,,,2,,,,,,,,,,,,,0,"Thurgood, Keith L","Quint-Bouzid, Marjorie","Song, You-Xiang",,,,klt160130,keith thurgood,Principles of Hospital Administration 
HMGT,6404,CH1,,22,,,,,,,,,,,,,,,1,0,"Kaiser, Robert C",,,,,,,robert kaiser,
HMGT,6404,AS1,,43,1,,,,,,,,,,,,,,,0,"Taylor, Donald E","Convery, Paul",,,,,det190000,donald taylor,
HMGT,6405,CH1,,25,,,,,,,,,,,1,,,,,0,"Kaiser, Robert C","Schneider, Joseph H",,,,,,robert kaiser,
HMGT,6405,AS1,,44,,,,,,,,,,,,,,,,0,"Taylor, Donald E","Schneider, Joseph H",,,,,det190000,donald taylor,
HONS,3103,HN1,2,10,2,1,,,,,,,,,,,,,,0,"Rippel, Scott A","Thompson, Christina M",,,,,rippel,scott rippel,Honey Bees and Society 
HONS,3104,HN1,4,9,,,,,,,,,,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow,Foreign Film   Political Culture 
HONS,3108,HN1,3,10,,,,,,,,,,,,,,,,0,"Prakash, Ravi",,,,,,ravip,ravi prakash,Internet and Public Policy 
HONS,3111,HN2,2,10,,,,,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Science Fiction 
HONS,3111,HN1,3,9,1,,,,,,,,,,,,,,,1,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Science Fiction 
