Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CHEM,2125,109,22,8,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Parra, Aaron",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory II 
CHEM,2125,110,20,8,1,,,,,,,,,,,,1,,0,"Panangala, Samitha D","Thanabalasingam, Kulatheepan",,,,,sdp140230,samitha panangala,Introductory Organic Chemistry Laboratory II 
CHEM,2125,111,19,7,3,,,,,,,,,,,,,,1,"Panapitiya, Nimanka P","Iziumchenko, Valeriia",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory II 
CHEM,2125,112,22,7,1,,,,,,,,,,,,,,0,"Taghavi Nasrabadi, Amir","Lumata, Jenica",,,,,axt128930,,Introductory Organic Chemistry Laboratory II 
CHEM,2125,113,25,4,,,,1,,,,,,,,,,,0,"Anka, Fadwa H","Iziumchenko, Valeriia",,,,,fha041000,fadwa anka,Introductory Organic Chemistry Laboratory II 
CHEM,2125,114,20,8,1,,,,,,,,,,,,,,1,"Panangala, Samitha D","Lumata, Jenica",,,,,sdp140230,samitha panangala,Introductory Organic Chemistry Laboratory II 
CHEM,2125,115,17,12,,1,,,,,,,,,,,,,0,"Anka, Fadwa H","Wijesundara, Yalini H","Thanabalasingam, Kulatheepan",,,,fha041000,fadwa anka,Introductory Organic Chemistry Laboratory II 
CHEM,2125,116,26,3,1,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Wagulde, Sidhant",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory II 
CHEM,2125,117,15,12,1,,,1,,,,,,,,,,,1,"Tran, Daniel N","Liyanaarachchi, Sureshee M",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory II 
CHEM,2125,118,19,6,3,,,,,,,,,,,,1,,1,"Gunawardhana, Kahawatte Gedara","Bhadran, Abhi",,,,,kxg141730,,Introductory Organic Chemistry Laboratory II 
CHEM,2125,119,23,6,,,,,,,,,,,,,,,1,"Tran, Daniel N","Liyanaarachchi, Sureshee M",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory II 
CHEM,2125,120,13,5,3,1,1,,,,,,,,,,,,0,"Sisk, Joshua R","Li, Baowen",,,,,jrs106020,joshua sisk,Introductory Organic Chemistry Laboratory II 
CHEM,2125,121,14,10,1,,,,,,,,,,,,1,,0,"Sisk, Joshua R","Li, Baowen",,,,,jrs106020,joshua sisk,Introductory Organic Chemistry Laboratory II 
CHEM,2125,122,12,4,5,1,,1,1,1,,,,1,,,,,0,"Tran, Daniel N","Shah, Tejas V",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory II 
CHEM,2125,601,24,5,,,,,,,,,,,,,,,1,"Panangala, Samitha D","Shekarnoush, Mahsa",,,,,sdp140230,samitha panangala,Introductory Organic Chemistry Laboratory II 
CHEM,2125,602,24,4,,,,,,,,,,,1,,1,,0,"Panangala, Samitha D","Haque, Syed Fahad Bin",,,,,sdp140230,samitha panangala,Introductory Organic Chemistry Laboratory II 
CHEM,2125,603,16,8,3,1,2,,,,,,,,,,,,0,"Hashami, Zohreh","Wagulde, Sidhant",,,,,zxh088000,zohreh hashami,Introductory Organic Chemistry Laboratory II 
CHEM,2125,604,23,7,,,,,,,,,,,,,,,0,"Karunaweera, Chamaal","Wijesundara, Yalini H",,,,,cxk140730,chamaal karunaweera,Introductory Organic Chemistry Laboratory II 
CHEM,2128,HN1,11,8,,,,,,,,,,,,,,,0,"Thompson, Christina M","Boardman, Samuel",,,,,cmt120030,christina thompson,Honors Organic Chemistry Laboratory II 
CHEM,2323,001,9,12,6,6,4,10,9,3,4,3,,,3,,4,10,5,"Tran, Daniel N",,,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
CHEM,2323,002,7,27,6,28,14,27,17,9,7,4,1,,1,,14,12,3,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Introductory Organic Chemistry I 
CHEM,2324,001,23,23,8,15,4,5,2,,1,,,,,,16,2,0,"Wijenayake, Sumudu N",,,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry for Engineers 
CHEM,2325,001,47,57,4,13,4,8,2,,2,,1,,1,,5,,1,"Wijenayake, Sumudu N","Panapitiya, Nimanka P",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry II 
CHEM,2325,002,3,20,12,12,16,15,6,6,7,2,4,4,,,11,7,3,"Ahn, Jung-Mo",,,,,,jxa041100,jung mo ahn,Introductory Organic Chemistry II 
CHEM,2325,003,24,56,12,24,8,4,3,1,,,,,2,,6,3,2,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry II 
CHEM,2325,004,8,29,12,10,8,11,6,7,4,5,1,,3,,5,3,4,"Cortes, Sergio J",,,,,,scortes,sergio cortes,Introductory Organic Chemistry II 
CHEM,2325,005,23,59,12,11,6,4,2,2,1,2,,,,,11,3,9,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry II 
CHEM,2325,006,16,42,8,17,12,2,5,3,5,3,1,,,,8,4,3,"Cortes, Sergio J",,,,,,scortes,sergio cortes,Introductory Organic Chemistry II 
CHEM,2328,HN1,3,9,4,1,2,1,,,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer,Honors Organic Chemistry II 
CHEM,2401,001,2,1,,5,2,2,,1,1,,,,,,5,1,0,"Dissanayake, Dushanthi S","Tian, Yafen",,,,,dxd122030,dushanthi dissanayake,Introductory Quantitative Methods in Chemistry 
CHEM,2401,002,2,4,8,1,,,,1,,,,,,,4,,0,"Pantano, Paul",,,,,,pantano,paul pantano,Introductory Quantitative Methods in Chemistry 
CHEM,2401,003,1,6,3,1,1,3,2,,,,,,,,2,,1,"Sra, Amandeep K","Remy, Ashele K",,,,,aks057000,amandeep sra,Introductory Quantitative Methods in Chemistry 
CHEM,2401,004,,7,5,2,1,1,,1,,,,,,,3,,0,"Pantano, Paul",,,,,,pantano,paul pantano,Introductory Quantitative Methods in Chemistry 
CHEM,3322,001,4,12,7,13,5,5,8,3,2,,6,,2,,39,7,1,"Goux, Warren J","Mills, Kira R","Ranathunga, Dineli T",,,,wgoux,warren goux,Physical Chemistry II 
CHEM,3361,001,4,3,2,1,2,,2,,1,1,1,2,,,7,4,0,"Spiro, Stephen","Marsh, Robert","Dey, Sanchareeka","Chen, Xingyu","Krishnamohan, Aishwarya","Upreti, Chahat",sxs067400,stephen spiro,Biochemistry I 
CHEM,3361,002,,1,3,,4,1,,2,,1,,,,,4,1,0,"Taylor, Stephanie M","Dey, Sanchareeka","Villones, Rhiza Lyne","Upreti, Chahat","Krishnamohan, Aishwarya","Chen, Xingyu",smt031000,stephanie taylor,Biochemistry I 
CHEM,3362,001,1,5,1,1,5,3,1,4,1,2,,,,,11,1,0,"Candas, Mehmet","Reitzer, Lawrence","Petter, Andrew T","Song, Ming","Kolluri, Gayatri",,candas,mehmet candas,Biochemistry II 
CHEM,3472,001,2,3,5,3,1,1,,,1,,,,,,4,,0,"Qin, Yanping","Cue, John Michael","Wang, Hanghang","Siddiki, A K M Nur Alam","Li, Baowen","Lin, Jason",yxq083000,yanping qin,Instrumental Analysis 
CHEM,3472,002,3,9,4,3,1,,,1,,1,,,,,3,,0,"Qin, Yanping","Wang, Hanghang","Cue, John Michael","Siddiki, A K M Nur Alam","Li, Baowen","Lin, Jason",yxq083000,yanping qin,Instrumental Analysis 
CHEM,3472,003,,1,3,2,1,2,2,3,1,1,1,1,,,5,3,0,"Goux, Warren J","Siddiki, A K M Nur Alam","Wang, Hanghang","Cue, John Michael","Lin, Jason","Brown, Alexander",wgoux,warren goux,Instrumental Analysis 
CHEM,4335,001,2,2,5,3,4,1,2,,,,,,,,3,1,0,"Yang, Duck J",,,,,,djy031000,duck yang,Polymer Chemistry 
CHEM,4473,001,11,2,,,,,,,,,,,,,,,0,"Nielsen, Steven","Calubaquib, Erika Joy","Franciskovich, Matthew R",,,,son051000,steven nielsen,Physical Measurements Laboratory 
CHEM,4473,002,,4,4,,2,,,,,,,,,,,,0,"Huang, Yu","Calubaquib, Erika Joy","Nielsen, Steven","Franciskovich, Matthew R",,,yxh091220,yu huang,Physical Measurements Laboratory 
CHEM,5333,001,,6,2,2,1,,,,,,,,,2,,,0,"Welin, Eric R",,,,,,erw190002,,Advanced Organic Chemistry II 
CHEM,5341,001,,10,,,,1,,,,,,,,5,,,0,"Balkus, Kenneth",,,,,,balkus,kenneth balkus,Advanced Inorganic Chemistry I 
CHEM,5355,001,,11,3,1,1,,,,,,,,,8,,,1,"Zheng, Jie",,,,,,jxz087000,jie zheng,Analytical Techniques I 
CHEM,5361,001,,9,,,8,,,,,,,,,3,,,0,"Dodani, Sheel C",,,,,,scd023000,sheel dodani,Advanced Biochemistry 
CHEM,6100,001,,,,,,,,,,,,,1,91,,,1,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni,Chemistry Department Seminar 
CHIN,1311,001,16,5,,,,,,,,,,,,,,1,3,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese I 
CHIN,1311,002,5,2,3,,,,1,1,,,,,,,,,0,"Zhang, Lei",,,,,,lxz190010,lei zhang,Beginning Chinese I 
CHIN,1312,001,4,6,4,,,,,1,,,,,,,1,1,1,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese II 
CHIN,2311,001,2,4,2,,1,,,,,,,,,,3,,0,"Chen, Bei",,,,,,bxc152730,bei chen,Intermediate Chinese I 
CLDP,3303,001,9,6,14,10,4,1,,2,,,,,,,,,1,"Evans, Julia L","Berglund, Amy",,,,,jle130030,julia evans,Normal Language Development 
CLDP,3305,001,,38,,,8,,,2,,,,,,,3,,0,"Touchstone, Emily W","Poudel, Sonali",,,,,exw010200,emily touchstone,Language and Literacy Development 
CLDP,3310,001,,10,5,4,8,1,2,,,1,,,,,2,,2,"Nelson Taylor, Jackie A","Hafiz, Mariam","Ralph, Yvonne K",,,,jan110030,jackie nelson,Child Development 
CLDP,3310,002,,5,5,2,1,,2,,,,,,1,,5,,0,"Nelson Taylor, Jackie A","Ralph, Yvonne K","Hafiz, Mariam",,,,jan110030,jackie nelson,Child Development 
CLDP,3310,501,,9,,,,,,1,,,,,,,,,0,"Bonner, Deborah L",,,,,,dbonner,deborah bonner,Child Development 
CLDP,3332,501,4,38,5,2,3,,,,,,,,1,,,1,1,"Baerwaldt, Natalie R","Hughes, Kaiya",,,,,nrb170000,,Social and Personality Development 
CLDP,3338,001,,7,1,2,,,,,,,1,,,,,,0,"Santrock, John W","Wilder, Siri",,,,,santrock,john santrock,Adolescence 
CLDP,3339,001,,9,,,5,,,1,,,,,2,,,,0,"Huxtable-Jester, Karen J",,,,,,kxh014900,karen huxtable jester,Educational Psychology 
CLDP,3342,501,13,11,6,9,4,2,,,,,,,,,2,,0,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot,Exceptional Children 
CLDP,3343,001,1,25,,,,,,,,,,,1,,,1,0,"Grant, Meridith G",,,,,,mga061000,meridith grant,Children in a Changing World 
CLDP,3362,001,2,16,,4,8,2,2,5,,,3,,,,6,,0,"Mills, Candice M","Gryder, Kieth",,,,,cxm056000,candice mills,Cognitive Development 
CLDP,3394,001,,11,,,4,,,,,,,,,,1,,0,"Grant, Meridith G",,,,,,mga061000,meridith grant,Research and Evaluation Methods 
CLDP,4308,001,,8,,,1,,,,,,,,1,,1,,0,"Touchstone, Emily W","Moustafa, Rana",,,,,exw010200,emily touchstone,Language Disorders in Children 
CLDP,4344,001,,2,4,3,2,1,2,1,,,,,,,4,,0,"Swanson, Meghan R","Solis, Victoria D",,,,,mrs180008,meghan swanson,Child Psychopathology 
COMD,6222,001,,113,,,5,,,,,,,,,,,,0,"Lougeay, Janice",,,,,,lougeay,,Stuttering 
COMD,6240,001,,73,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Professional Issues in Speech Language Pathology 
COMD,6308,001,,36,,,1,,,,,,,,,1,,,0,"Dollaghan, Christine","Scheppele, Meredith A",,,,,cxd062000,,Assessment and Intervention of Language Impairments in Preschool and School-Age Children 
COMD,6320,001,,26,,,2,,,,,,,,,,,,0,"Smith, Irma E","Dean, Lucinda L",,,,,ieg011000,,Motor Speech Disorders 
COMD,6377,001,,29,,,,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,,Neurogenic Communication Disorders I 
COMD,6378,001,,83,,,2,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,,Neurogenic Communication Disorders II 
COMD,7208,001,,26,,,2,,,1,,,,,,3,,,0,"Tidwell, Allison E",,,,,,aet052000,,Pediatric Dysphagia 
COMD,7221,001,,53,,,4,,,,,,,,,,,,0,"Carter, Jessica A","Fazel, Vedad",,,,,jar032000,,Preschool Intervention 
COMD,7222,001,,34,,,1,,,,,,,,,,,,0,"Touchstone, Emily W","Melamed, Tina",,,,,exw010200,emily touchstone,Therapy Strategies for School-Age Children 
COMD,7301,501,,33,,,,,,,,,,,,,,,0,"England, Laura S",,,,,,lsb012200,,Public School Methods 
COMD,7336,001,,49,,1,,,,,,,,,,1,,,0,"Rollins, Pamela R",,,,,,rollins,pam rollins,Social Communication in Early Childhood Disorders 
COMD,7384,501,,44,,,,,,,,,,,,1,,,1,"Lombardi, Christina L",,,,,,tinalee,,Augmentative Communication 
COMD,7V56,001,,34,,,,,,,,,,,,,,,0,"Rojas-Villarreal, Raul",,,,,,rxr105520,raul rojas villarreal,Bilingual Speech-Language Assessment and Intervention 
COMD,7V91,001,,19,,,1,,,,,,,,,1,,,0,"Kenedi, Helen",,,,,,kenedi,,Methods in Communication Disorders 
COMM,1311,001,,,2,1,5,3,3,,3,,,,1,,2,1,3,"Baker, Barbara L",,,,,,blb140430,barbara baker,Survey of Oral and Technology-based Communication 
COMM,1311,002,,4,3,4,2,2,1,,1,,1,,1,,2,,3,"Baker, Barbara L",,,,,,blb140430,barbara baker,Survey of Oral and Technology-based Communication 
COMM,1311,003,3,7,3,5,3,,,,1,,,,,,1,,1,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
COMM,1311,004,6,6,2,4,2,1,,,,,,,,,1,1,1,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
COMM,1311,005,3,5,5,3,3,,2,,,,,,1,,1,1,0,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
COMM,1311,006,2,8,4,4,1,,,1,,,,,,,4,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
COMM,1311,007,13,3,6,2,,,,,,,,,,,,,0,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
COMM,1311,008,15,3,2,,,1,1,,,,,,,,1,,1,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,009,,,1,1,3,1,1,2,2,,,1,3,,5,2,2,"Moss, Daniel J",,,,,,djm161130,daniel moss,Survey of Oral and Technology-based Communication 
COMM,1311,010,12,3,5,1,1,,,,,,,,,,1,,1,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,011,5,9,1,3,1,,1,2,,,,,,,1,1,0,"Juarez, Veronica",,,,,,vxj161430,veronica juarez,Survey of Oral and Technology-based Communication 
COMM,1311,012,8,7,2,2,,,1,,,,,,1,,3,,0,"Juarez, Veronica",,,,,,vxj161430,veronica juarez,Survey of Oral and Technology-based Communication 
COMM,1311,013,14,,1,,1,,,,,,,,1,,1,4,1,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
COMM,1311,014,3,3,4,4,2,,1,,,,,,1,,3,3,0,"Krishnaswamy, Nandini",,,,,,nxk176230,,Survey of Oral and Technology-based Communication 
COMM,1311,015,12,3,4,1,1,,,,,,,,,,1,1,1,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Survey of Oral and Technology-based Communication 
COMM,1311,016,,6,4,4,2,1,3,,,1,,,,,1,,1,"Templeton, Allison A",,,,,,aam141730,allison templeton,Survey of Oral and Technology-based Communication 
COMM,1311,017,4,6,3,1,3,1,,2,,,,,,,3,,1,"Templeton, Allison A",,,,,,aam141730,allison templeton,Survey of Oral and Technology-based Communication 
COMM,1311,018,,3,2,2,,3,,1,1,2,2,,1,,3,1,2,"Moss, Daniel J",,,,,,djm161130,daniel moss,Survey of Oral and Technology-based Communication 
COMM,1311,0W1,6,4,3,1,2,2,,,,,,,,,1,,0,"Baynham, Karen M",,,,,,contemp,karen baynham,
COMM,1311,0W2,4,4,1,,2,2,,1,,1,,,1,,3,1,0,"Baynham, Karen M",,,,,,contemp,karen baynham,
COMM,1311,0W3,,4,2,,2,3,1,,,,,,,,2,2,5,"Baker, Barbara L",,,,,,blb140430,barbara baker,
COMM,1311,0W4,9,7,2,,1,1,1,,,,,,,,,1,0,"Templeton, Allison A",,,,,,aam141730,allison templeton,
COMM,1311,0W5,6,9,2,2,,,,,,,,,,,3,,1,"Templeton, Allison A",,,,,,aam141730,allison templeton,
COMM,1311,0W6,12,6,2,1,,,,,,,,,,,,,1,"Tanner, Lari J",,,,,,ljt130130,lari tanner,
COMM,1311,0W7,3,6,4,,2,1,1,,,,,,1,,1,,2,"Honea, Emily",,,,,,exh150830,emily honea,
COMM,1311,0W8,9,6,1,1,2,,1,,,1,,,1,,,,0,"Honea, Emily",,,,,,exh150830,emily honea,
COMM,1311,0W9,5,12,,2,,1,,,,,,,,,,,1,"Gregory, Mona Y",,,,,,myg140030,mona gregory,
COMM,1311,5W1,5,7,4,1,1,,,,,,,,,,1,2,0,"Gregory, Mona Y",,,,,,myg140030,mona gregory,
COMM,1311,5W2,12,3,3,,,,,,,,,,1,,,,2,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,
COMM,1311,5W3,4,13,2,3,,,,,,,,,,,1,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
COMM,1311,5W4,7,3,1,,1,,1,,,,,,,,,,0,"Krishnaswamy, Nandini",,,,,,nxk176230,nandini krishnaswamy,
COMM,1311,5W5,10,4,,2,2,1,,,,,,,,,1,,0,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,
COMM,1315,0H1,20,2,,,,,,,1,,,,,,1,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,1315,0H2,12,6,1,,,1,,,,,,,,,3,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,1315,0W1,,2,2,2,1,3,,2,,,,,,,3,3,3,"Warren, Jason L",,,,,,jxw174630,jason warren,
COMM,1315,0W2,,1,2,1,2,1,,,1,,,,2,,5,1,2,"Warren, Jason L",,,,,,jxw174630,jason warren,
COMM,1315,5H1,2,5,6,1,,,1,1,1,,,,1,,2,1,2,"Skiles, Bradley W",,,,,,bws150030,bradley skiles,Public Speaking 
COMM,1315,5H2,3,,7,,1,,1,,,,,,2,,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon,Public Speaking 
COMM,1315,5H3,2,7,1,3,2,,,1,1,,,,4,,,2,0,"Skiles, Bradley W",,,,,,bws150030,bradley skiles,Public Speaking 
COMM,3342,001,2,8,4,1,3,1,,,,,,,3,,2,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Advanced Topics in Communication 
COMM,4313,001,,1,4,3,2,2,1,,1,,,,,,1,,0,"Baker, Barbara L",,,,,,blb140430,barbara baker,Advanced Public Speaking 
COMM,4340,0H1,3,6,2,3,1,,,,,,,,,,,,0,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Small Group Communication 
COMM,4350,001,1,5,9,3,3,2,,1,,,,,,,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Intercultural Communication 
COMM,4360,001,4,9,,1,2,,1,,,,,,2,,,,0,"King, Carie S",,,,,,cxl085200,carie king,Communication Ethics 
CRIM,1301,001,43,14,1,2,3,3,1,1,,,,,5,,3,3,0,"Polk, Elmer O","Sanil Mannumood, Merin",,,,,peo091000,elmer polk,Introduction to Criminal Justice 
CRIM,1301,0W1,1,4,21,8,7,7,1,2,1,1,,,1,,12,2,1,"Huskey, Michael",,,,,,mxh160630,michael huskey,Introduction to Criminal Justice 
CRIM,1307,001,15,19,15,13,4,4,1,1,,,,,,,2,,1,"Derlic, Dragana",,,,,,dxd171830,dragana derlic,Introduction to Crime and Criminology 
CRIM,1307,0W1,,32,17,4,6,4,1,,1,,,,4,,9,1,1,"Kovandzic, Tomislav","Sanil Mannumood, Merin",,,,,tvk071000,tomislav kovandzic,Introduction to Crime and Criminology 
CRIM,2308,0W1,2,19,6,1,5,5,3,6,1,2,1,,1,,3,2,2,"Gammell, Sarah P",,,,,,spg160530,sarah gammell,Juvenile Law 
CRIM,2313,001,,23,5,2,2,1,,,,,,,,,1,,0,"Hernandez, Richard",,,,,,rxh142930,richard hernandez,Police and Society 
CRIM,2316,001,24,4,4,,,,,,1,,,,1,,2,2,1,"Polk, Elmer O","Sanil Mannumood, Merin","Corey, Jessica",,,,peo091000,elmer polk,Corrections 
CRIM,2317,0W1,16,23,13,2,1,,1,2,1,,,,1,,1,5,1,"Polk, Elmer O",,,,,,peo091000,elmer polk,Criminal Prosecution and Court Process 
CRIM,3300,0W1,,17,7,8,11,7,2,7,,,,,,,9,3,2,"Worrall, John L","Sanford, Stephanie M",,,,,jlw064000,john worrall,Crime and Civil Liberties 
CRIM,3301,0W1,,5,,,25,,,16,,,2,,1,,10,4,8,"Maskaly, Jonathan","Riddell, Jordan R",,,,,jxm166430,jonathan maskaly,Theories of Justice 
CRIM,3302,001,5,9,7,6,9,2,3,1,1,,,,,,5,,0,"Gammell, Sarah P",,,,,,spg160530,sarah gammell,Advanced Criminology 
CRIM,3303,001,6,14,10,5,4,,1,,1,,,,,,,,0,"Kanvinde, Vrishali",,,,,,vxk146030,vrishali kanvinde,Advanced Criminal Justice 
CRIM,3307,0W1,7,12,15,6,6,3,1,2,,,,,1,,6,,1,"Han, Sungil",,,,,,sxh145430,,Immigration and Crime 
CRIM,3309,0W1,13,25,8,3,4,1,,1,,1,3,,,,1,,0,"Gammell, Sarah P",,,,,,spg160530,sarah gammell,Media and Crime 
CRIM,3310,001,43,16,7,2,,1,1,,1,,,,,,1,1,1,"Polk, Elmer O","Corey, Jessica",,,,,peo091000,elmer polk,Youth Crime and Justice 
CRIM,3312,001,,12,9,5,12,11,3,1,2,,,1,,,2,,1,"Jacobs, Bruce A","Sanders, Whitney S",,,,,baj034000,bruce jacobs,Drugs and Crime 
CRIM,3319,001,2,3,7,7,5,5,3,,,,,,,,,,0,"Hayslip, Melissa P",,,,,,mpb150030,melissa hayslip,Comparative Justice Systems 
CRIM,3320,0W1,9,19,17,8,3,1,1,1,1,1,,,,,,,0,"Huskey, Michael",,,,,,mxh160630,michael huskey,Homicide and Capital Punishment 
CRIM,4311,0W1,22,6,6,5,2,4,1,1,1,,,,,,,,0,"Huskey, Michael",,,,,,mxh160630,michael huskey,Crime and Justice Policy 
CRIM,4315,001,,2,6,5,2,3,3,5,,,,,,,,,1,"Vieraitis, Lynne M","Sanders, Whitney S",,,,,lmv071000,lynne vieraitis,Race  Ethnicity  and Justice 
CRIM,4322,0H1,23,8,1,1,,1,,,,,,,,,1,,0,"Leeper Piquero, Nicole","Sanford, Stephanie M",,,,,nxl112230,nicole piquero,Senior Research Seminar 
CRIM,4396,0W1,,53,,,15,,,6,,,,,,,1,,2,"Taylor, Robert W","Park, Yeonjae",,,,,rwt092000,robert taylor,Selected Topics in Criminology 
CRIM,6390,0W1,,10,4,2,1,,,,,,,,,2,,,0,"Taylor, Robert W",,,,,,rwt092000,robert taylor,Administration of Justice Agencies 
CRIM,7315,001,,12,,,,,,,,,,,,,,,1,"Worrall, John L",,,,,,jlw064000,john worrall,Evidence-Based Crime Prevention 
CRWT,2301,001,1,6,1,1,1,,,,,1,,,,,,,0,"Wright, Adam M",,,,,,amw140430,adam wright,Introductory Creative Writing 
CRWT,2301,002,2,4,3,1,,1,,,,,,,,,,1,0,"Wright, Adam M",,,,,,amw140430,adam wright,Introductory Creative Writing 
CRWT,2301,003,2,4,3,1,1,2,,,,,,,,,,,1,"Leverone, Julia",,,,,,jxl162631,julia leverone,Introductory Creative Writing 
CRWT,2301,501,1,1,2,,,3,,1,,,,,,,1,1,2,"Hashim, Sahalie S",,,,,,sxh126730,sahalie hashim,Introductory Creative Writing 
CRWT,2301,502,,5,5,1,,,,,,,,,,,1,,1,"Balasa, Alexandra",,,,,,axb177630,alexandra balasa,Introductory Creative Writing 
CRWT,3307,001,,8,4,1,,,,1,,,,,,,1,,0,"Greene, Kendra",,,,,,kxg180038,kendra greene,Creating Short Stories 
CRWT,3307,HN1,3,8,,,,,,,,,,,,,3,,0,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez,Creating Short Stories 
CRWT,3330,001,1,1,4,1,3,1,1,,,,,,,,,,1,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent,Translation Workshop 
CRWT,3351,001,5,7,,,2,,,,,,,,1,,,,0,"Leverone, Julia",,,,,,jxl162631,julia leverone,Creating Poetry 
CRWT,4354,501,,8,3,2,,,,,,,,,,,1,,0,"Goldberg, Paula",,,,,,pxg180023,paula goldberg,Creating Scripts 
CS,1134,101,62,3,,4,1,,,1,,,,,,,,,2,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science Laboratory 
CS,1134,102,40,5,1,,4,,1,1,,,,,3,,2,2,2,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science Laboratory 
CS,1136,101,38,8,6,1,1,1,,1,,,,,3,,2,3,1,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,102,23,9,2,2,2,2,1,1,,,,,1,,2,2,0,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,103,27,7,4,1,2,1,2,1,,,1,,4,,5,3,3,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,104,17,7,2,5,1,2,1,3,,,3,,,,3,3,2,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,105,35,4,1,1,2,2,1,,1,,,,2,,3,3,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,106,33,2,,2,1,,,4,,,,,,,3,1,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,107,16,5,5,2,2,1,1,,,,2,,6,,3,3,2,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,108,3,3,1,3,2,1,1,,1,,1,,13,,1,2,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1324,001,7,8,4,7,4,5,4,,,,,,,,7,,0,"Paulk, Mark C",,,,,,mcp130030,mark paulk,Introduction to Programming for Biomedical Engineers 
CS,1325,001,3,9,4,5,2,4,7,7,3,,2,,2,,13,14,2,"Shields, Charles O",,,,,,cshields,charles shields,Introduction to Programming 
CS,1325,003,2,5,5,5,5,4,2,7,5,3,3,1,1,,12,7,2,"Shields, Charles O",,,,,,cshields,charles shields,Introduction to Programming 
