Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
GEOS,3434,001,4,2,5,4,,,,,,,,,,,4,,0,"Pujana, Ignacio","Newman, Jordan W",,,,,pujana,ignacio pujana,Paleobiology 
GEOS,3470,001,3,3,1,3,2,5,1,1,1,,,,,,3,1,0,"Pirouz, Mortaza","Hiss, Kevin A","Johnson, Samuel P",,,,mxp180004,mortaza pirouz,Structural Geology 
GEOS,4322,001,,3,,4,3,1,2,,,,,,,,7,1,0,"Manton, William I",,,,,,manton,william manton,The Earth System 
GEOS,5387,001,,8,3,2,1,,,,,,,,,,,,0,"Ferguson, John F","Quddusi, Muhammad Hassan",,,,,ferguson,john ferguson,Applied Geophysics 
GISC,4317,501,,4,,1,1,,1,,,,,,1,,2,3,1,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain,GeoComputation 
GISC,4325,001,1,4,,,4,,,,,,,,,,2,2,0,"Dean, Denis J","Shi, Zheng",,,,,djd081000,denis dean,Introduction to Remote Sensing 
GISC,4326,001,2,2,1,1,,2,,1,,,,,,,2,,0,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,,Cartography and GeoVisualization 
GISC,4386,001,9,3,,1,1,1,,,,,,,1,,3,1,1,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings,Global Change and Its Challenges 
GISC,6317,501,,5,3,1,,2,,,,,,,1,1,,,1,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain,GIS Programming Fundamentals 
GISC,6381,501,,6,4,,,,,,,,,,,,,,0,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,,Geographic Information Systems Fundamentals 
GISC,6384,001,,16,,,1,,,1,,,,,1,1,,,0,"Qiu, Fang","Venigalla, Lasya",,,,,ffqiu,fang qiu,Advanced Geographic Information Systems 
GOVT,2305,001,11,20,18,16,20,18,14,22,12,8,7,5,9,,82,30,4,"Lowe, Evan","Shi, Min",,,,,exl171930,evan lowe,American National Government 
GOVT,2305,002,3,38,27,22,43,15,10,7,3,3,,,13,,33,13,3,"Gray, Thomas","Gutierrez Mannix, Carlos Daniel",,,,,txg171430,thomas gray,American National Government 
GOVT,2305,003,3,1,4,14,9,9,7,4,6,1,3,2,4,,13,2,1,"Hadley, Travis","Sianan, Marcus",,,,,txh180023,travis hadley,American National Government 
GOVT,2305,501,,92,15,11,9,5,5,3,,1,,2,8,,11,4,1,"Lux, Ryan J","Dzanie, Raphael K",,,,,rjl140330,ryan lux,American National Government 
GOVT,2306,001,,89,58,28,24,16,7,2,,,,,1,,70,,5,"Elliott, Euel W","Oketch, Christine E",,,,,eelliott,euel elliott,State and Local Government 
GOVT,2306,002,,107,19,13,13,7,3,3,3,,,,4,,19,9,6,"Lux, Ryan J","Dzanie, Raphael K",,,,,rjl140330,ryan lux,State and Local Government 
GOVT,2306,003,7,5,11,12,12,13,4,3,4,3,1,2,2,,21,4,2,"Hadley, Travis","Sianan, Marcus",,,,,txh180023,travis hadley,State and Local Government 
GOVT,2306,004,40,48,46,15,15,14,10,5,3,,2,2,6,,71,18,3,"Lowe, Evan","Shi, Min",,,,,exl171930,evan lowe,State and Local Government 
GOVT,2306,005,1,59,15,18,13,9,9,2,2,3,,4,4,,29,13,5,"Santoro, Lauren A","Eaton, John M",,,,,lar170530,lauren santoro,State and Local Government 
GOVT,2306,501,15,16,20,13,11,15,8,8,7,1,1,3,3,,31,9,3,"Hadley, Travis","Sianan, Marcus",,,,,txh180023,travis hadley,State and Local Government 
GOVT,2306,HN1,,17,4,,,,,,,,,,1,,1,,2,"Dow, Douglas C",,,,,,dougdow,douglas dow,State and Local Government 
GOVT,2306,HN2,,20,,1,,,,,,,,,,,3,,1,"Elliott, Euel W","Oketch, Christine E",,,,,eelliott,euel elliott,State and Local Government 
GOVT,2306,HN3,,14,4,1,,,,,,,,,,,5,,0,"Elliott, Euel W","Oketch, Christine E",,,,,eelliott,euel elliott,State and Local Government 
GST,2300,001,,5,4,1,,1,1,,,,,,,,2,,3,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Introduction to Gender Studies 
GST,4325,001,4,4,3,2,1,,1,4,1,,,,1,,,2,2,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Motherhood and the Technological Womb 
HCS,6313,002,,5,5,2,1,,,,,,,,,3,,,0,"Ackerman, Robert A","Knoch, Desiree'",,,,,raa110030,robert ackerman,Research Methods in Behavioral and Brain Sciences - Part II 
HCS,6341,001,,20,1,1,1,,,,,,,,,1,,,0,"Ploski, Jonathan E",,,,,,jep101000,jonathan ploski,Genes  Brain  and Behavior 
HCS,7121,001,,,,,,,,,,,,,,29,,,0,"Kroener, Sven",,,,,,sxk101000,sven kroener,Graduate Seminar in Systems Neuroscience 
HCS,7343,001,,6,,1,4,,,,,,,,,,,,1,"Thompson, Lucien",,,,,,tres,lucien thompson,Neuropharmacology 
HDCD,6316,001,,10,,,,,,,,,,,,1,,,0,"Ewing, Donna M",,,,,,dme061000,donna ewing,Developmental Assessment 
HDCD,6390,001,,8,2,,,,,,,,,,,,,,0,"Baerwaldt, Natalie R",,,,,,nrb170000,,Infant Mental Health 
HIST,1301,001,41,14,,8,2,,2,2,,,2,,4,,6,2,5,"Folsom, Bradley N","Menard, Bridget J","Payne, Nicholas A",,,,bxf180006,,U S  History Survey to Civil War 
HIST,1301,002,44,15,,7,5,,3,2,,1,,,1,,7,2,2,"Folsom, Bradley N","Payne, Nicholas A","Menard, Bridget J",,,,bxf180006,,U S  History Survey to Civil War 
HIST,1301,003,,27,24,8,11,2,,2,1,,,1,2,,8,,3,"Wright, Ben","Simmons, Alyssa",,,,,bxw151330,ben wright,U S  History Survey to Civil War 
HIST,1302,001,2,7,2,2,12,2,6,6,5,,2,2,6,,13,8,8,"Johnson, Yvonne","Spencer, Brandy D",,,,,yxj172130,yvonne johnson,U S  History Survey from Civil War 
HIST,1302,002,3,18,22,27,33,11,7,7,2,1,,,11,,20,6,8,"Schulze, Jeffrey","Adrian, Athena","Williams, Harold T",,,,jxs072200,jeffrey schulze,U S  History Survey from Civil War 
HIST,1302,003,,15,12,11,30,14,10,7,2,,1,1,4,,53,4,9,"Schulze, Jeffrey","Dunham, Daniel C","He, Tong",,,,jxs072200,jeffrey schulze,U S  History Survey from Civil War 
HIST,1302,004,5,10,9,9,10,7,6,,,,1,,1,,24,4,4,"Johnson, Yvonne","Debic, Mathieu D","Klimchock, Carolee",,,,yxj172130,yvonne johnson,U S  History Survey from Civil War 
HIST,1302,005,7,16,7,11,8,7,2,2,,,,,1,,29,2,0,"Johnson, Yvonne","Martinez, Priscilla C","Klimchock, Carolee","Mayo, Teresa N",,,yxj172130,yvonne johnson,U S  History Survey from Civil War 
HIST,1302,006,7,42,3,11,3,2,,3,,,,,2,,12,2,2,"Pettengill, Ryan S","Sampson, Eric",,,,,rsp120030,ryan pettengill,U S  History Survey from Civil War 
HIST,1302,007,7,38,5,13,8,,1,,,1,,,,,14,2,0,"Pettengill, Ryan S","Lawrence, Jenna",,,,,rsp120030,ryan pettengill,U S  History Survey from Civil War 
HIST,1302,008,14,23,15,3,7,2,,1,,,1,,1,,17,4,1,"Stewart, Whitney","Jacobs, Janet K",,,,,wxs160630,whitney stewart,U S  History Survey from Civil War 
HIST,2301,501,,12,3,8,19,2,2,10,2,1,6,,6,,13,2,3,"Volanto, Keith J","Varghese, Shawn",,,,,kjv062000,keith volanto,History of Texas 
HIST,2341,001,,2,3,4,14,4,2,12,,,3,,,,19,2,1,"Farmer, J Michael","Scalley, Michael W",,,,,jmf073000,michael farmer,East Asian Civilizations 
HIST,2384,001,,41,,,2,,,1,,,,,,,3,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer,U S  Women from Settlement to Present 
HIST,3301,001,2,7,6,3,,,,,,,,,,,1,,0,"Admiral, Rosemary",,,,,,rxa170011,rosemary admiral,Historical Inquiry 
HIST,3301,501,,1,7,3,3,1,,,,,,,,,,,0,"Wilson, Michael",,,,,,mwilson,michael wilson,Historical Inquiry 
HIST,3305,001,6,5,10,9,5,3,,,,,,,2,,5,2,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,War and Genocide in the 20th Century 
HIST,3313,001,,4,12,6,9,2,1,4,,,,,,,9,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer,Medieval China 
HIST,3327,501,,,4,3,,3,1,,,,,,,,,,1,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,Perspectives on Science 
HIST,3374,001,,25,14,11,6,7,1,6,,,,,2,,4,,1,"Channell, David",,,,,,channell,david channell,American Technological Development 
HIST,3377,001,,2,1,7,4,2,,,,,,,1,,2,,1,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg,American Intellectual History  Civil War to the Present 
HIST,3391,001,,22,2,,1,,,,,,,,,,3,2,2,"Rankin, Monica A","Rahman, Syed M",,,,,mar046000,monica rankin,Modern Mexico 
HIST,3396,001,2,2,1,3,1,1,5,2,1,,2,,2,,4,,0,"Schulze, Jeffrey",,,,,,jxs072200,jeffrey schulze,Native Americans in the Twentieth Century 
HIST,4359,002,14,1,4,1,1,1,,,,,,,,,2,,1,"Gonzalez Corona, Pedro Jose",,,,,,pjg130230,,Topics in Latin American History 
HIST,4378,001,9,5,2,1,,,,,,,,,,,,,0,"Bennett, Jason H",,,,,,jhb042000,jason bennett,Topics in American History 
HIST,4381,001,5,3,3,2,1,,,1,,,,,2,,3,,0,"Hill, Kimberly D",,,,,,kdh140430,kimberly hill,Topics in Comparative History 
HIST,4382,001,2,16,6,1,1,,,,,,,,,,1,1,1,"Admiral, Rosemary",,,,,,rxa170011,rosemary admiral,Topics in Middle Eastern History 
HIST,4388,501,8,5,4,2,2,2,,,,,,,1,,3,,0,"Pfister, Debra H",,,,,,dhpf,debra pfister,Topics in Holocaust History 
HIST,6335,001,,4,3,,,,,,,,,,,5,,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer,U S  Women 
HIST,6365,001,,6,2,1,1,,,,,,,,,1,,,1,"Rankin, Monica A","Rahman, Syed M",,,,,mar046000,monica rankin,Mexican History 
HLTH,1100,001,,11,25,18,13,10,,1,3,,,,3,,165,10,5,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Career Explorations for the Health Professions 
HLTH,1301,0W1,6,7,9,4,3,4,1,,1,,,,,,1,,2,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
HLTH,1301,0W2,1,2,,3,2,2,,,,,,,1,,,,2,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
HLTH,1322,0W1,,7,8,9,8,4,,2,1,,3,,2,,13,,1,"Day, Lora N",,,,,,lnd092000,lora day,Human Nutrition 
HLTH,1322,0W2,,3,5,3,,1,,1,,,3,,,,8,2,3,"Day, Lora N",,,,,,lnd092000,lora day,Human Nutrition 
HLTH,1322,0W3,,25,4,3,2,1,,,2,,1,,2,,12,3,2,"McBride, Rachael L",,,,,,rlp019100,rachael mcbride,Human Nutrition 
HLTH,3101,0W1,,140,,,4,,,,,,,,,,5,,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W2,,137,,,5,,,4,,,,,,,3,1,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W3,,68,,,3,,,,,,2,,,,,1,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3101,0W4,,68,,,3,,,1,,,,,,,3,,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
HLTH,3301,001,,1,10,5,4,8,1,1,1,,,,,,7,,2,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Geriatric Healthcare 
HLTH,3305,001,3,5,5,3,1,1,,,,,,1,,,4,,0,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,The U S  Healthcare System 
HLTH,3305,002,,19,33,11,3,2,,,,,,,,,2,,0,"Taylor, Donald E","Agrawal, Vithika",,,,,det190000,donald taylor,The U S  Healthcare System 
HLTH,3305,003,3,1,5,6,1,,,1,,,,,,,5,,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,The U S  Healthcare System 
HLTH,3310,001,18,9,3,2,3,1,,2,,,,,,,2,,3,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
HLTH,3310,002,17,11,11,3,3,1,1,,,,,1,,,2,,1,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
HLTH,3315,001,,9,29,13,4,5,,1,,,,,,,63,2,2,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Patient Education 
HLTH,4108,001,36,2,,,,,,,,,,,1,,,1,0,"Rainey, Anthony D",,,,,,doyen,anthony rainey,Verbal Reasoning and Writing for Pre-Health 
HLTH,4305,001,4,1,,,5,,,,,,,,,,4,,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
HLTH,4305,002,41,5,1,,,,,,,,,,2,,2,,0,"Dickey-Laprocido, Galen L",,,,,,gld190001,galen dickey laprocido,Public Health 
HLTH,4305,003,9,6,11,2,3,1,,,,,,,,,8,,1,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
HLTH,4306,001,12,8,8,4,3,1,,,,,,,,,3,1,0,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
HLTH,4306,002,7,3,,1,3,2,,1,1,,,,1,,4,,1,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
HLTH,4380,0W1,23,4,,,2,,,,,,,,,,,,0,"Edwards, Christopher W","Henry, Loreen S",,,,,cwe011000,christopher edwards,Special Topics in Healthcare 
HLTH,4380,0W2,20,5,,,1,2,,1,,,,,,,1,,0,"Edwards, Christopher W","Henry, Loreen S",,,,,cwe011000,christopher edwards,Special Topics in Healthcare 
HMGT,3100,001,,22,4,1,1,,,2,,,,,,,6,,0,"Henderson, Tom",,,,,,txh093000,tom henderson,Professional Development 
HMGT,3301,001,1,12,24,5,8,3,2,1,,,,,,,4,,0,"Thurgood, Keith L","Agrawal, Vithika",,,,,klt160130,keith thurgood,Introduction to Healthcare Management 
HMGT,3301,002,,5,6,5,5,4,,1,,,,,,,4,,0,"Thurgood, Keith L","Agrawal, Vithika",,,,,klt160130,keith thurgood,Introduction to Healthcare Management 
HMGT,3301,003,26,12,11,1,2,2,,,,,,,,,4,,1,"Walton, James W","Agrawal, Vithika",,,,,jww160330,james walton,Introduction to Healthcare Management 
HMGT,3301,004,,7,20,16,7,1,,,,,,,,,7,,1,"Taylor, Donald E","Agrawal, Vithika",,,,,det190000,donald taylor,Introduction to Healthcare Management 
HMGT,3310,001,19,14,7,3,1,3,,,,,,,,,1,,0,"Tesmer, Kristin M",,,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
HMGT,3310,002,6,16,7,9,3,2,1,1,,,,,,,4,,0,"Tesmer, Kristin M",,,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
HMGT,3311,001,,9,,1,8,,,2,,,,,,,16,1,0,"Karnuta, Daniel","Nama, Rajathushara",,,,,dxk173030,daniel karnuta,Healthcare Accounting 
HMGT,3311,002,,11,,,8,,1,2,,,1,,,,10,,1,"Karnuta, Daniel","Nama, Rajathushara",,,,,dxk173030,daniel karnuta,Healthcare Accounting 
HMGT,4321,001,6,26,9,5,3,,1,,,,,,,,4,,0,"Moonesinghe, Mark S",,,,,,msm160030,mark moonesinghe,Introduction to Healthcare Information Systems 
HMGT,4380,001,6,21,4,,6,4,,,,,,,,,4,,0,"Berrett, Britt R","Kaplan, Marilyn R",,,,,brb051000,britt berret,Capstone in Healthcare Management 
HMGT,6320,0W1,,28,7,,,,,,,,,,,2,,,1,"Fleming, Forney F",,,,,,fwf081000,forney fleming,The American Healthcare System 
HMGT,6320,501,,17,3,1,,,,,,,,,,,,,1,"Fleming, Forney F",,,,,,fwf081000,forney fleming,The American Healthcare System 
HMGT,6320,CH1,,1,8,1,3,,,,,,,,,,,,0,"Jacob, Stephen",,,,,,,stephen jacob,
HMGT,6321,501,,10,6,3,,,,,,,,,,7,,,1,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Strategic Leadership of Healthcare Organizations 
HMGT,6323,0W1,,13,9,8,1,,,,,,,,,7,,,1,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,,mua120030,mehmet ayvaci,Healthcare Informatics 
HMGT,6325,501,,15,3,,,,,,,,,,,2,,,3,"Stephens, Timothy G","Tiwari, Pooja",,,,,tgs170130,timothy stephens,Healthcare Operations Management 
HMGT,6327,501,,18,,,,,,,,,,,,,,,0,"Stephens, Timothy G",,,,,,tgs170130,timothy stephens,Electronic Health Records Applications 
HMGT,6330,0W1,,8,10,6,,3,,,,,,,,8,,,1,"Drummond, Jeffery P",,,,,,jpd160230,jeffery drummond,Healthcare Law  Policy and Regulation 
HMGT,6340,501,,15,5,,,,,,,,,,,,,,0,"Berrett, Britt R",,,,,,brb051000,britt berret,Principles of Hospital Administration 
HMGT,6408,AS1,,42,,1,,,,,,,,,,,,,2,"McCracken, John","Convery, Paul",,,,,,john mccracken,
HMGT,6410,AH6,,18,6,,,,,1,,,,,,,,,1,"Kaiser, Robert C",,,,,,,robert kaiser,
HONS,3101,HN1,,13,1,,,,,,,,,,,,1,,0,"Harpham, Edward",,,,,,harpham,edward harpham,Medicine  Politics  and Philosophy 
HONS,3104,HN1,5,9,,,,,,,,,,,1,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow,Foreign Film   Political Culture 
HONS,3108,HN1,,14,,,,,,,,,,,,,,,0,"Prakash, Ravi",,,,,,ravip,ravi prakash,Internet and Public Policy 
HONS,3111,HN1,4,9,,,,,,,,,,,,,1,,1,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Science Fiction 
HONS,3112,HN1,3,1,2,,1,1,,,,,,,,,1,1,0,"Kaplan, Marilyn R","Lee, Sangjin",,,,,mkaplan,marilyn kaplan,Contemporary Topics in Business 
HONS,3115,HN1,,13,,,,,,,,,,,,,,,1,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Exploring Research at UT Dallas 
HONS,3199,H13,,10,,,,,,,,,,,,,2,,0,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez,Collegium V Honors Readings 
HONS,3199,H14,2,7,2,,,,,,,,,,,,3,,0,"Pitman, Bonnie L","Boeshans, Lindsey E",,,,,blp120030,bonnie pitman,Collegium V Honors Readings 
HONS,3199,H15,7,4,1,,,,,,,,,,,,2,,0,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas,Collegium V Honors Readings 
HONS,3199,H16,7,4,,,,,,,,,,,,,2,1,0,"Schwab, Robert",,,,,,rxs170230,,Collegium V Honors Readings 
HONS,3199,HN1,2,9,1,,1,,,,,,,,,,2,,0,"Thompson, Christina M","Rippel, Scott A",,,,,cmt120030,christina thompson,Collegium V Honors Readings 
HONS,3199,HN2,1,11,1,,,,,,,,,,1,,,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner,Collegium V Honors Readings 
HONS,3199,HN3,,13,1,,,,,,,,,,,,2,,0,"Rankin, Monica A",,,,,,mar046000,monica rankin,Collegium V Honors Readings 
HONS,3199,HN4,,17,1,,,,,,,,,,,,,,0,"Wilson, Michael",,,,,,mwilson,michael wilson,Collegium V Honors Readings 
HONS,3199,HN5,7,4,2,,,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow,Collegium V Honors Readings 
HONS,3199,HN6,,12,,,,,,,,,,,,,1,,0,"Farmer, J Michael",,,,,,jmf073000,michael farmer,Collegium V Honors Readings 
HONS,3199,HN7,,7,1,,,,,,,,,,,,3,1,0,"Bambach, Charles",,,,,,cbambach,charles bambach,Collegium V Honors Readings 
HONS,3199,HN8,,13,,,,,,,,,,,,,1,,0,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Collegium V Honors Readings 
HONS,3199,HN9,,11,,,,,,,,,,,1,,1,,1,"Brunell, Thomas",,,,,,tlb056000,thomas brunell,Collegium V Honors Readings 
HUAS,6339,501,,16,,,,,,,,,,,,1,,,1,"Pomara, John",,,,,,pomara,john pomara,Painting Digital Imaging Video 
HUAS,6392,501,,11,1,,,,,,,,,,,3,,,0,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Creativity  Image Text Workshop 
HUAS,6394,501,,9,,1,,,,,,,,,,,,,0,"Curchack, Fred",,,,,,curchack,fred curchack,Creativity  Performance 
HUHI,6301,001,,8,,,,,1,,,,,,,2,,,1,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg,History of Modern Thought 
HUHI,6314,001,,10,1,,,1,,,,,,,,,,,0,"Hill, Kimberly D",,,,,,kdh140430,kimberly hill,Thought  Culture  and Society in the United States 
HUHI,6338,001,,8,5,,,,,,,,,,,1,,,0,"Patterson, David",,,,,,dxp103120,david patterson,The Holocaust 
HUHI,7315,001,,8,,,,1,,,,,,,,1,,,0,"Channell, David",,,,,,channell,david channell,Advanced Topics in Thought  Culture  and Society 
HUMA,1301,HN1,1,23,,,,,,,,,,,,,1,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner,Exploration of the Humanities 
HUMA,3351,001,14,15,,1,,,,,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Introduction to Islamic Culture 
HUMA,6300,001,,7,4,2,1,,,,,,,,,4,,,1,"Wilson, Michael",,,,,,mwilson,michael wilson,Interdisciplinary Approaches to the Arts and Humanities 
HUSL,6308,501,,7,1,,,,,,,,,,,4,,,0,"Prieto, Rene",,,,,,rxp113230,rene prieto,Studies in Literary Forms and Genres 
HUSL,6340,001,,6,5,,,,,,,,,,,1,,,1,"Turner, Frederick",,,,,,fturner,frederick turner,Literature Before 1800 
HUSL,6370,001,,5,6,1,,,,,,,,,1,2,,,0,"Greer, Erin",,,,,,exg180013,erin greer,Studies in Literature and Ideas 
HUSL,6380,501,,7,2,,1,,,1,,,,,,1,,,0,"Schulte, Rainer",,,,,,schulte,rainer schulte,The Art and Craft of Translation 
IMS,3100,001,2,32,3,,,,,,,,,,,,1,1,0,"Berardi, Caryn S",,,,,,cds110030,caryn berardi,Professional Development 
IMS,3310,001,1,6,8,5,5,5,,2,3,,1,,,,9,3,0,"Olsztynska, Agnieszka","Yeo, Yundong",,,,,axo027000,agnieszka olsztynska,International Business 
IMS,3310,002,,11,15,8,6,3,1,,,,1,,,,12,3,0,"Woldu, Habte G","Teschner, Ryan S","Bhuyan, Mrinmoy J",,,,wolduh,habte woldu,International Business 
IMS,3310,003,2,10,17,8,6,3,1,,,,,,,,11,,2,"Woldu, Habte G","Teschner, Ryan S","Bhuyan, Mrinmoy J",,,,wolduh,habte woldu,International Business 
IMS,3310,004,30,7,3,3,3,2,,1,2,1,,,,,5,2,0,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,International Business 
IMS,3310,005,,10,5,6,14,6,2,1,,,,,,,14,,0,"Qian, Cuili","Deng, Shu",,,,,cxq170330,cuili qian,International Business 
IMS,3310,006,5,18,5,6,8,2,,,,,,,,,4,,0,"Li, Jianan",,,,,,jxl176130,jianan li,International Business 
IMS,3310,007,,17,7,14,6,,,,,,,,,,4,,0,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,,hxz120930,hubert zydorek,International Business 
IMS,3310,008,1,16,9,12,5,,,,,,,,,,5,,0,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,,hxz120930,hubert zydorek,International Business 
IMS,3310,009,,15,4,4,8,7,2,1,,,,,,,18,1,0,"Qian, Cuili","Deng, Shu",,,,,cxq170330,cuili qian,International Business 
IMS,3310,010,4,2,8,2,1,3,,,,,,,2,,10,2,6,"Levine, Sheen S","Kwon, Jung Hyun",,,,,ssl140530,sheen levine,International Business 
IMS,3310,011,6,3,4,3,1,1,,1,,,,,1,,7,,3,"Levine, Sheen S","Kwon, Jung Hyun",,,,,ssl140530,sheen levine,International Business 
IMS,3310,012,2,5,5,12,8,2,1,,,,,,1,,9,2,1,"Chasteen, Larry H","Bai, Xiaoou",,,,,chasteen,larry chasteen,International Business 
IMS,3310,013,,2,9,9,11,12,4,3,,,,,,,6,1,2,"Tsang, Wing K","Bai, Xiaoou",,,,,wkt071000,wing tsang,International Business 
IMS,3310,501,35,7,6,1,2,,1,1,,,,,,,4,1,1,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,International Business 
IMS,3310,502,7,2,1,4,3,1,1,,,,,,2,,8,2,3,"Levine, Sheen S","Kwon, Jung Hyun",,,,,ssl140530,sheen levine,International Business 
IMS,3310,503,,3,6,9,12,6,1,2,,2,,,,,6,,0,"Tsang, Wing K","Bai, Xiaoou",,,,,wkt071000,wing tsang,International Business 
IMS,4335,501,,,8,,,,,,,,,,,,3,,0,"Wright, Robert G",,,,,,rgw091000,robert wright,Social Sector Entrepreneurship and Community Engagement 
IMS,4373,501,,12,5,5,,,,1,,,,,,,2,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,,sxl029100,,Global Strategy 
IMS,6204,0W1,,6,10,8,1,2,,,,,,,,4,,,1,"Woldu, Habte G",,,,,,wolduh,habte woldu,Global Business 
IMS,6204,551,,3,5,2,1,,,,,,,,,4,,,0,"Woldu, Habte G",,,,,,wolduh,habte woldu,Global Business 
IMS,6204,P51,,18,2,1,7,,,,,,,,,,,,1,"Dalgic, Tevfik",,,,,,tdalgic,tevfik dalgic,
IMS,6304,XS1,,10,9,8,3,1,,,,,,,,5,,,0,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,
IMS,6314,0W1,,6,13,1,,,1,,,,,,,4,,,0,"Dalgic, Tevfik",,,,,,tdalgic,tevfik dalgic,Global E-Business Marketing 
IMS,6351,XS1,,22,,,,,,,,,,,,3,,,0,"Foster Brady, Pamela",,,,,,,pamela foster brady,
IMS,6365,0W1,,13,19,5,2,,,,,,,,,12,,,0,"Woldu, Habte G",,,,,,wolduh,habte woldu,Cross-Culture Communication and Management 
IMS,6V96,0S1,,28,,,,,,,,,,,,,,,1,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,
IPEC,4309,001,8,2,1,,,,,,,,,,,,3,2,0,"Bray, Timothy M",,,,,,tmb021000,timothy bray,Urban Development 
IPEC,4311,001,9,12,5,1,,,,,,,,,,,,,1,"Palao Mendizabal, Agustin",,,,,,axp121731,agustin mendizabal,Regional Topics in International Political Economy 
IPEC,4375,001,1,2,,1,5,1,2,2,,,,,,,6,,1,"Fass, Simon",,,,,,fass,simon fass,Benefit-Cost Analysis 
IPEC,4377,001,4,2,9,8,6,2,1,,1,,,1,,,12,1,0,"Bunte, Jonas B","Akarte, Prajakti V",,,,,jbb130330,jonas bunte,Politics of International Finance 
IPEC,4396,001,,1,3,6,,,,,,,,,,,1,,0,"Kim, Dohyeong","Mutesi, Mireille",,,,,dxk132530,dohyeong kim,Topics in International Political Economy 
ISIS,3309,001,2,,5,,1,1,1,2,,,,,1,,3,,0,"Salter, Elizabeth",,,,,,emsalter,elizabeth salter,Dental Anthropology 
ISIS,3312,001,1,9,,5,6,1,4,6,,,1,,,,5,,1,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,Women in Management 
ISIS,3335,001,4,5,7,3,5,2,1,,,,,,,,3,1,1,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa,United States and East Asia 
